count,date,btc_index,eth_per,ltc_per,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses,count_vendors,sum,txVolume(USD)_e_e,txCount_e_e,marketcap(USD)_e_e,price(USD)_e_e,exchangeVolume(USD)_e_e,generatedCoins_e_e,fees_e_e,activeAddresses_e_e,txVolume(USD)_l,txCount_l,marketcap(USD)_l,price(USD)_l,exchangeVolume(USD)_l,generatedCoins_l,fees_l,activeAddresses_l,Price_futures,VIX Close,cyber_attack_index,hashrate,diff,dum_future,btc_per,cyber_attack
720,7/30/17,32,7,2,22268691502,183998,44890700000,2724.39,705943000,1837.5,138.1168222,null,2,9152,3006725431,299612,19360900000,206.74,596234000,23569.53125,208.0367153,108454,299539695.3,14256,2150970000,41.18,75746700,16350,33.46761682,null,0,10.29,22,6713613.086,8.60E+11,0,448,88
721,7/31/17,40,7,2,6594613177,230867,45535800000,2763.24,860575000,1812.5,194.8688662,null,13,9165,1807949833,352997,18492000000,197.41,569414000,22731.71875,231.2010839,135083,288536107.4,18436,2107540000,40.34,240821000,14175,66.71734872,null,0,10.26,24,6285994.418,8.60E+11,0,560,96
722,8/1/17,70,9,2,6689047245,131726,47321800000,2871.3,1324670000,1862.5,75.94662049,null,8,9173,2107973519,350600,19179100000,204.69,1585330000,20475.46875,263.5994019,106334,255357206.6,16693,2248110000,43.02,203656000,14725,74.83701093,null,0,10.09,26,6200470.684,8.60E+11,0,980,104
723,8/2/17,64,9,2,5926737885,209169,44950800000,2727.13,1094950000,1900,130.5148568,null,9,9182,2151422273,371975,21275200000,227.01,632606000,20257.8125,236.9954219,111099,281380994.9,18365,2251650000,43.07,103557000,15125,66.26015318,null,0,10.28,37,6371518.151,8.60E+11,0,896,148
724,8/3/17,43,7,1,3729394908,212879,44666400000,2709.56,804797000,1724.99999,124.1059642,null,9,9191,1795175475,391138,20640100000,220.18,557217000,19923.90625,236.5028087,109746,499222803.1,18659,2206190000,42.19,95497600,14425,68.23545274,null,0,10.44,33,6499803.752,8.60E+11,0,602,132
725,8/4/17,40,7,2,4056042202,235613,46276200000,2806.93,1002120000,2237.5,113.4712362,null,13,9204,1850695617,399648,21125600000,225.31,539783000,20245.625,220.0283579,121419,217725811.9,18595,2243440000,42.89,114810000,15175,72.26255015,null,0,10.03,25,5901137.617,8.60E+11,0,560,100
726,8/5/17,50,8,2,4075922195,239594,47778200000,2897.63,1945700000,2212.5,113.566787,null,2,9206,2122004204,413322,20900000000,222.85,1333000000,20212.1875,236.0767088,119714,619758410.4,21275,2275090000,43.49,248320000,14425,73.93618251,null,0,10.03,19,7654374.155,8.60E+11,0,700,76
727,8/6/17,43,9,2,3690410805,199487,53720900000,3257.61,1105030000,1750,87.90639939,null,5,9211,2347160458,411736,24053500000,256.42,1482980000,20205.625,244.9784373,118505,517951441.4,18828,2451490000,46.84,147891000,13550,61.99959851,null,0,10.03,24,7568850.421,8.60E+11,0,602,72
728,8/7/17,47,10,2,5020630427,248849,52987300000,3212.78,1482280000,1912.5,121.8264918,null,33,9244,2684613829,448212,24511000000,261.24,935727000,20516.5625,323.3490865,129097,840988509.9,19102,2364540000,45.17,106560000,14600,74.82421188,null,0,9.93,21,5986661.35,8.60E+11,0,658,63
729,8/8/17,51,11,2,7057922000,275410,55590300000,3370.22,1752760000,2050,159.0631105,null,4,9248,3097680461,486248,25254600000,269.1,1502410000,20512.8125,339.0838202,148407,1349939672,21047,2403230000,45.9,205565000,15125,88.4780566,null,0,10.96,26,6542565.619,8.60E+11,0,714,78
730,8/9/17,45,12,2,6123180314,260817,56424900000,3420.4,1468960000,1725,157.9519131,null,15,9263,3455587723,503481,27938700000,297.63,2638580000,20612.5,268.527475,134628,306876989.4,20641,2544750000,48.59,253103000,14525,74.15950944,null,0,11.11,25,7012946.153,8.60E+11,0,630,75
731,8/10/17,43,10,2,7427823198,257831,55134700000,3341.84,1515110000,1675,193.1860029,null,3,9266,7041422353,517329,27882200000,296.96,1076820000,20198.125,313.1476575,154837,597143616.6,20216,2517300000,48.05,121661000,14700,69.83854259,null,0,16.04,18,6333394.737,8.88E+11,0,602,54
732,8/11/17,47,9,2,9212240374,283857,55668000000,3373.82,2021190000,1799.999995,234.9447078,null,8,9274,13882780053,549003,27657000000,294.5,953576000,20580.15625,354.1621044,155541,1185598488,25842,2431830000,46.4,137644000,14650,79.32477368,null,0,15.51,19,6149818.078,9.23E+11,0,658,57
733,8/12/17,56,9,2,6577950602,260386,60242100000,3650.63,2219590000,1687.5,210.7524022,null,12,9286,8657911791,530077,28998700000,308.71,1111650000,20618.4375,344.9860955,148744,1057091261,20097,2466360000,47.05,142065000,14350,61.06984992,null,0,15.51,8,6608759.726,9.23E+11,0,784,24
734,8/13/17,67,10,2,7438423565,263162,64034100000,3880.04,3159090000,1850,189.7110465,null,1,9287,9599978181,565378,29161100000,310.37,1369370000,20699.6875,304.6405826,143486,2582318955,19976,2441760000,46.57,242565000,15625,51.87656792,null,0,15.51,18,6195712.243,9.23E+11,0,1340,54
735,8/14/17,74,12,3,9178407107,255232,67112300000,4066.1,2463090000,1625,249.1882738,null,12,9299,7394050400,645845,28008700000,298.03,864391000,20718.75,345.515738,181584,1855250636,20104,2403870000,45.83,114402000,13925,85.03671257,null,0,12.33,23,6792336.385,9.23E+11,0,1480,69
736,8/15/17,74,10,2,8550156958,310850,71425500000,4326.99,3258050000,1900,350.4503826,null,7,9306,5985714057,814721,28195800000,299.95,1051800000,20721.25,383.7452491,179960,314701957.8,21660,2403520000,45.81,206081000,13675,99.53130708,null,0,12.04,21,5966241.419,9.23E+11,0,1480,63
737,8/16/17,67,10,2,9812944256,274736,69342700000,4200.34,2272040000,1625,347.5250086,null,14,9320,4675624237,684742,27249700000,289.82,967643000,20898.28125,1168.463266,178463,179847388.7,20056,2275660000,43.37,120765000,13150,84.94172057,null,0,11.74,26,6975913.044,9.23E+11,0,1340,78
738,8/17/17,61,10,2,10098981727,347140,72389100000,4384.44,2553360000,2237.5,365.3163491,null,9,9329,4831553914,647077,28477500000,302.81,909494000,20791.09375,690.5466421,183002,142905268.5,19879,2318000000,44.18,104020000,13975,74.84280012,null,0,15.55,21,5966241.419,9.23E+11,0,1220,63
739,8/18/17,63,9,2,9353045628,312101,71406500000,4324.34,2941710000,1862.5,337.9619232,null,6,9335,4931578179,672348,28380200000,301.7,936160000,20743.59375,1018.695225,190976,349306608,22554,2304770000,43.9,293350000,14025,83.57480813,null,0,14.26,19,8215055.493,9.23E+11,0,1260,57
740,8/19/17,56,8,2,8147578289,266681,68333100000,4137.75,2975820000,1887.5,265.9117988,null,4,9339,3627643762,605002,27867900000,296.18,860202000,21114.375,471.9183433,167549,165900927.9,19537,2471190000,47.05,155404000,13650,68.28600734,null,0,14.26,6,6838230.55,9.23E+11,0,1120,18
741,8/20/17,51,7,2,6532023130,210722,69192700000,4189.31,2109770000,1625,208.9819963,null,6,9345,3111044569,508308,27918100000,296.64,571947000,20833.125,293.1477911,142923,130692399.6,16429,2383680000,45.38,138850000,15175,44.46072792,null,0,14.26,14,6930018.879,9.23E+11,0,816,56
742,8/21/17,53,10,2,8441196697,236657,67567100000,4090.48,2800890000,1437.5,297.9649648,null,10,9355,3913017207,588153,28285500000,300.48,2448970000,21227.65625,329.8688243,175650,236273619.5,20001,2427130000,46.19,207172000,14675,76.87571584,null,0,13.19,22,5966241.419,9.23E+11,0,848,88
743,8/22/17,60,9,2,6053667061,196194,66051000000,3998.35,3764240000,1112.5,334.1847451,null,7,9362,3810143705,534535,30229900000,321.06,1336400000,20988.90625,325.3501223,161068,229312707.3,18246,2517440000,47.9,163104000,16225,65.8983309,null,0,11.35,25,5277828.948,9.23E+11,0,960,100
744,8/23/17,56,9,3,8413233818,315575,67553000000,4089.01,2369820000,1987.499999,541.9706816,null,12,9374,4223415466,563162,29691900000,315.27,811990000,21141.25,315.8813612,173649,360175439.2,26066,2456090000,46.71,447188000,15325,108.8071107,null,0,12.25,38,4084580.664,9.23E+11,0,896,152
745,8/24/17,51,8,4,5684214367,203704,68363900000,4137.6,2037750000,1262.499182,386.0000518,null,21,9395,3924316551,521887,29904600000,317.45,697665000,20984.21875,322.8598952,156854,634789235.1,26375,2778190000,52.82,391342000,15475,101.2358621,null,0,12.23,28,7297172.197,9.23E+11,0,816,112
746,8/25/17,53,8,3,4751050826,208068,71595100000,4332.82,1727970000,1262.5,425.8158792,null,9,9404,3552382283,495900,30727900000,326.11,760329000,17812.03125,310.1367595,167142,280409427,20531,2639490000,50.17,157619000,15775,70.34294316,null,0,11.28,32,4459277.508,8.92E+11,0,848,128
747,8/26/17,47,7,2,5259878902,226380,72249100000,4372.06,1511610000,1312.5,425.3131221,null,7,9411,1889888073,461123,31288300000,331.99,514181000,17537.03125,297.916683,135129,201619055.5,18880,2692560000,51.17,126024000,15450,57.69399216,null,0,11.28,9,4459277.508,8.88E+11,0,752,36
748,8/27/17,44,7,5,4650175825,261736,71809200000,4345.1,1537460000,1937.5,358.8427278,null,7,9418,6697437561,481083,31517500000,334.36,633370000,17612.34375,275.3354401,139078,613448933.1,28107,2726990000,51.8,890546000,17150,65.53794887,null,0,11.28,8,4635882.557,8.88E+11,0,748,16
749,8/28/17,48,9,5,6517025771,223642,72467900000,4384.45,1959330000,1612.5,378.1784669,null,14,9432,10043892041,560756,33002700000,350.04,854319000,17277.34375,323.1205493,162082,564846085.4,26564,3231200000,61.36,556637000,17675,68.92313876,null,0,11.32,22,6843445.68,8.88E+11,0,816,44
750,8/29/17,55,10,4,7018030613,280967,72553800000,4389.21,2486080000,1862.5,461.7601417,null,9,9441,7539151328,602220,32813200000,347.96,1220030000,17759.53125,516.1706156,176429,464620755.3,26515,3286610000,62.39,294799000,17575,72.13628897,null,0,11.7,17,5695512.856,8.88E+11,0,935,34
751,8/30/17,58,13,4,5835254306,271298,75556600000,4570.36,1937850000,2100,388.4975306,null,5,9446,13396788174,601867,34848400000,369.47,1333320000,17706.40625,433.3801113,186062,384407499.1,24919,3328240000,63.16,240309000,17525,59.69250745,null,0,11.22,27,6578538.105,8.88E+11,0,986,54
752,8/31/17,61,11,6,6226919988,280561,75322300000,4555.59,1944930000,2037.49997,413.2149269,null,16,9462,6521652201,572744,35701500000,378.44,706254000,17419.21875,737.5526008,188435,604144850.1,30563,3381750000,64.16,633147000,15075,54.92182685,null,0,10.59,20,7417412.092,8.88E+11,0,1037,40
753,9/1/17,66,13,10,6543906418,283496,77748400000,4701.76,2599080000,2174.99999,382.7420165,null,10,9472,6144827891,601810,36182900000,383.47,874222000,17653.125,515.416187,179659,1740031131,44067,3735870000,70.86,1551740000,15500,79.24679717,null,0,10.13,19,7196655.78,8.88E+11,0,1122,38
754,9/2/17,61,12,6,5610016659,236647,81060600000,4901.42,2722140000,2050,290.49926,null,6,9478,5536633734,524814,36601200000,387.82,1483600000,17750,613.6621159,153677,1010858995,32475,4526680000,85.83,1363990000,14950,68.39780269,null,0,10.13,13,7682319.667,8.88E+11,0,1037,26
755,9/3/17,56,10,5,5010712910,195135,75841700000,4585.27,1933190000,1925,239.1352699,null,11,9489,3864042743,474735,33059800000,350.23,986266000,17732.65625,296.6845437,139175,488834536.8,21931,4166600000,78.98,675462000,14675,56.71553328,null,0,10.13,14,7240807.042,8.88E+11,0,1008,56
756,9/4/17,67,14,5,8545309304,269105,75955500000,4591.63,2987330000,2187.49998,325.4017002,null,12,9501,6006271394,659723,32774000000,347.13,1801690000,17685.46875,487.7674961,205102,1227639155,32986,4049140000,76.73,922041000,13025,100.1070367,null,0,10.13,27,6799294.418,8.88E+11,0,1206,108
757,9/5/17,69,11,4,25112357218,277751,69954400000,4228.29,2697970000,2462.5,281.9048031,null,10,9511,4900477491,644690,28100000000,297.57,1551050000,17846.875,615.8090011,196848,618332721.2,30852,3444150000,65.25,1016090000,14800,97.08176973,null,0,12.23,21,7726470.929,8.88E+11,0,1242,84
758,9/6/17,59,10,4,8919302510,276063,72418700000,4376.59,2172100000,2025,272.599878,null,3,9514,5315635710,685270,29639100000,313.8,1058830000,17603.90625,770.2774186,209381,878640533.8,29107,3789670000,71.78,830718000,16425,85.65487108,null,0,11.63,34,8697798.703,8.88E+11,0,1062,136
759,9/7/17,55,9,3,8659631981,256198,75945000000,4589.14,1844620000,2200,257.3357948,null,13,9527,3937901505,660758,31507500000,333.52,718624000,17790.15625,734.2395843,189292,417025602.5,25690,4218690000,79.88,526829000,15575,53.50008208,null,0,11.55,32,7430760.766,9.03E+11,0,990,128
760,9/8/17,59,8,4,8472648110,279313,76220200000,4605.16,2700890000,2187.5,217.7657246,null,8,9535,4515354221,698014,31147200000,329.64,1098780000,18011.5625,758.749007,196027,894357423.7,28624,4144630000,78.45,930673000,16725,56.25140801,null,0,12.12,42,8072925.277,9.23E+11,0,1062,168
761,9/9/17,48,7,3,6635864057,217721,70017200000,4229.81,1386230000,2112.5,144.8504163,null,6,9541,6069110905,584567,27990500000,296.17,528621000,17853.90625,441.0351204,166725,700102876.3,22738,3551950000,67.21,467895000,14500,64.39343944,null,0,12.12,18,8027056.383,9.23E+11,0,864,72
762,9/10/17,48,8,3,5750112287,193102,70018100000,4229.34,1679090000,1725,143.23842,null,9,9550,5109759920,496832,27797200000,294.06,698326000,17915.625,413.2975693,150996,875739492.3,23481,3478400000,65.8,529848000,13175,80.38322455,null,0,12.12,15,7751843.021,9.23E+11,0,1008,45
763,9/11/17,54,8,3,8802227084,253318,68256000000,4122.47,1557330000,2175,159.7338304,null,7,9557,4465225629,545781,27394400000,289.75,571307000,17798.59375,393.332823,173476,466968359.2,22840,3259510000,61.65,412076000,14925,52.8084908,null,0,10.73,27,6329907.319,9.23E+11,0,1134,81
764,9/12/17,52,8,3,8348960668,256042,69033400000,4168.88,1864530000,2350,148.9079562,null,9,9566,4634423671,594680,27861800000,294.63,753144000,18066.25,519.9774662,196918,500054106.2,24390,3503300000,66.24,481218000,14225,50.12984294,null,0,10.58,27,7981187.489,9.23E+11,0,1092,81
765,9/13/17,72,9,3,9572197287,263130,68432200000,4131.98,2219410000,2375,133.7314867,null,12,9578,3001242533,536275,27535700000,291.12,921692000,17728.90625,463.0586576,171052,299734171.6,24893,3402820000,64.32,501522000,14475,55.39130381,null,0,10.5,24,8623352,9.23E+11,0,1512,72
766,9/14/17,88,10,4,9855261811,267894,64191600000,3875.37,2716310000,2175,153.7350359,null,31,9609,4323615835,558357,26166100000,276.59,1184590000,18046.5625,408.7683296,191003,996367159.3,34548,3261960000,61.64,749714000,15525,73.9338568,null,0,10.44,19,8715089.787,9.23E+11,0,1848,57
767,9/15/17,100,10,4,9379883364,291899,52453500000,3166.3,4148070000,2250,174.8166479,null,11,9620,4080945835,696814,20364900000,215.22,1935700000,18138.28125,636.9715368,205482,1563129608,43144,2206520000,41.69,1554340000,14975,116.1409878,null,0,10.17,20,7981187.489,9.23E+11,0,2100,60
768,9/16/17,65,7,2,7138624475,228088,60271600000,3637.75,1818400000,2112.5,119.9178055,null,9,9629,2629586889,558585,23742600000,250.87,711737000,18096.71875,660.8595493,156651,1171264196,27542,2548580000,48.13,562278000,15350,118.0491681,null,0,10.17,14,8256400.851,9.23E+11,0,1365,42
769,9/17/17,52,6,2,5034999230,197507,59757800000,3606.28,1239150000,2200,99.41066001,null,5,9634,3001870120,437778,23272500000,245.85,427452000,18192.65625,371.1830681,137378,669237418.9,22012,2554450000,48.23,245262000,15175,66.66826305,null,0,10.17,18,7751843.021,9.23E+11,0,780,54
770,9/18/17,62,9,3,6932868302,218077,59514100000,3591.09,1943210000,1587.5,168.3081004,null,9,9643,4785146550,567416,23881200000,252.23,1127750000,17836.875,403.163138,179198,1258727487,29051,2571070000,48.53,408675000,15125,89.67652098,null,0,10.15,25,8072925.277,9.23E+11,0,930,75
771,9/19/17,57,9,2,6686534393,282761,67520300000,4073.79,1563980000,1950,173.7034153,null,14,9657,4460410367,498316,27809300000,293.66,646909000,18189.21875,385.0734234,163242,887357828.2,25992,2950880000,55.68,286583000,13675,58.81646328,null,0,10.18,28,6965995.452,1.05E+12,0,855,84
772,9/20/17,49,7,2,6333634653,235606,64918500000,3916.36,1213830000,1462.5,146.4070095,null,11,9668,2812507991,502172,26712400000,282.01,421404000,18046.40625,656.8346404,149303,1605799469,24168,2795880000,52.74,160252000,15700,54.0230034,null,0,9.78,34,8556655.83,1.10E+12,0,735,102
773,9/21/17,52,7,3,6533128092,255081,64677600000,3901.47,1411480000,2200,136.3488442,null,42,9710,2740826682,494128,26836000000,283.26,601266000,18269.53125,325.903199,143324,1318435637,25888,2739370000,51.66,229363000,15125,45.91241542,null,0,9.67,23,6417491.873,1.10E+12,0,780,69
774,9/22/17,48,6,2,5720887456,227476,60152300000,3628.02,1194830000,1737.5,117.1641681,null,6,9716,2236727274,437571,24458400000,258.11,430081000,15034.21875,306.1125194,121620,977455747.3,22860,2474380000,46.65,218134000,15075,39.39147712,null,0,9.59,20,9653662.988,1.10E+12,0,720,60
775,9/23/17,39,5,2,4014142522,203695,60190000000,3629.92,928114000,2075,99.69585805,null,8,9724,2062666201,401938,25077100000,264.6,450934000,14443.28125,315.5243386,121976,704786511.2,18540,2554900000,48.16,142073000,14875,32.92954608,null,0,9.59,14,7624199.746,1.10E+12,0,585,42
776,9/24/17,37,6,1,3647802335,185132,62954300000,3796.15,768015000,1812.5,83.67519444,null,11,9735,1947858280,398649,27129900000,286.21,571411000,14720.15625,440.0896943,124967,358387074.1,16531,2613620000,49.25,82147100,15300,32.13520131,null,0,9.59,19,9105159.409,1.10E+12,0,481,114
777,9/25/17,43,6,2,6352360019,226478,61061100000,3681.58,1374210000,1562.5,147.3704968,null,7,9742,2523933576,439255,26755500000,282.22,483161000,14207.5,383.1482721,137728,498491932.5,21181,2527830000,47.62,208641000,14825,48.96080563,null,0,10.21,98,7953301.894,1.10E+12,0,559,588
778,9/26/17,42,6,2,6767415215,263510,65161000000,3928.41,1043740000,1725,150.0856113,null,9,9751,2713742545,445627,27720000000,292.35,345801000,14501.875,385.7751789,131699,456931714.6,21480,2744540000,51.69,173663000,14875,45.88980176,null,0,10.17,83,6856294.736,1.10E+12,0,546,498
779,9/27/17,46,6,2,6953996512,257814,64579200000,3892.94,1686880000,1837.5,143.4986526,null,21,9772,2720628106,461961,27219400000,287.02,550244000,14555.46875,422.7103634,136267,588720312.7,21831,2739380000,51.58,220363000,13350,44.85236868,null,0,9.87,55,7569349.388,1.10E+12,0,598,330
780,9/28/17,43,6,2,8005723669,275799,69633200000,4197.13,1712320000,2212.5,134.4516022,null,7,9779,3050059575,480369,29068700000,306.47,501894000,14308.59375,370.1604724,148275,1090838184,22614,2986370000,56.21,202009000,15250,46.14757978,null,0,9.55,44,8063002.609,1.10E+12,0,559,264
781,9/29/17,42,6,2,6921384214,254269,69219200000,4171.62,1367050000,2112.5,115.3321625,null,9,9788,2525881522,473601,28375900000,299.12,541375000,14173.75,330.886158,157274,403723250.7,20473,2875460000,54.11,186560000,15125,39.59376985,null,0,9.51,33,9708513.346,1.10E+12,0,546,198
782,9/30/17,39,5,2,6117273737,212540,69136600000,4166.11,1207450000,1725,101.4414579,null,9,9797,1919397326,451352,27655200000,291.48,332439000,14229.53125,371.9574814,137390,626506635.7,18333,2797460000,52.63,131446000,15750,36.93322947,null,0,9.51,10,9269710.483,1.10E+12,0,507,60
783,10/1/17,7,1,0.1,5393408389,203523,72047300000,4341.05,1208210000,1625,119.0534979,null,9,9806,1429555715,445259,28615200000,301.55,306185000,14342.65625,358.6133294,125038,444152696.8,17501,2931740000,55.14,100183000,15725,31.46515158,null,0,9.51,33,7569349.388,1.10E+12,0,84,132
784,10/2/17,8,1,0.1,7085722429,294852,72963200000,4395.81,1431730000,1875,180.47324,null,42,9848,2248921591,459314,28708500000,302.48,339443000,14244.84375,356.9305788,141142,414648188,20685,2901270000,54.55,95474600,14750,32.3544002,null,0,9.45,43,7130546.525,1.10E+12,0,96,172
785,10/3/17,8,1,0.1,5502221558,281949,73181300000,4408.46,1288020000,2287.5,152.5344188,null,10,9858,6819304061,498380,28238500000,297.48,321680000,14344.6875,381.2463957,141951,543993774.3,19392,2840540000,53.39,88516100,14700,29.12156973,null,0,9.51,74,8380132.04,1.12E+12,0,96,296
786,10/4/17,8,1,0.1,4721678649,232692,71712500000,4319.37,1116770000,1675,136.732834,null,8,9866,4477045219,470983,27794100000,292.75,257906000,14465.3125,385.3871522,130082,376362351.2,18975,2782460000,52.28,77473400,15275,27.60914064,null,0,9.63,60,10223761.09,1.12E+12,0,96,240
787,10/5/17,8,1,0.1,5756696356,273118,70233700000,4229.88,1161770000,1562.5,160.3442403,null,25,9891,2825885451,451505,27800400000,292.77,253747000,14759.53125,418.9830779,135769,237602059.3,19455,2736260000,51.4,69594400,13725,27.03660608,null,0,9.19,67,7486251.289,1.12E+12,0,96,268
788,10/6/17,7,1,0.1,4941275865,283540,71810600000,4324.46,1069940000,1987.5,149.0212022,null,9,9900,2843603023,482833,28031100000,295.15,318664000,14271.5625,437.2553311,133417,157418126.9,20561,2749460000,51.64,59355900,14575,27.67239589,null,0,9.65,54,6983443.366,1.12E+12,0,84,216
789,10/7/17,7,1,0.1,3833663482,231068,72565100000,4369.35,906928000,1975,108.2155643,null,8,9908,2365679044,454939,29340400000,308.89,342205000,14270.78125,316.2763451,128029,126786051.5,18558,2776920000,52.14,51786200,14400,26.36576941,null,0,9.65,21,8882939.962,1.12E+12,0,84,84
790,10/8/17,8,1,0.1,4765572899,238203,73575400000,4429.67,1313870000,2275,111.7964751,null,4,9912,2735537412,478010,29550900000,311.06,293167000,14427.03125,357.3478003,129177,237606421.5,19846,2796640000,52.49,100841000,14775,28.63091355,null,0,9.65,30,8827072.415,1.12E+12,0,144,120
791,10/9/17,9,1,0.1,10500282356,296785,76656500000,4614.52,1968740000,2012.5,149.3409866,null,3,9915,3316023899,481422,29328300000,308.67,559467000,14441.875,379.8447617,135660,442071451.3,23158,2828800000,53.08,152366000,14175,33.09726436,null,0,10.33,39,10167893.54,1.12E+12,0,162,156
792,10/10/17,9,1,0.1,7720480608,302941,79351800000,4776.21,1597140000,2000,167.2582099,null,6,9921,3370432571,499114,28281400000,297.6,359706000,14611.25,417.7934975,154708,299220008,21902,2673460000,50.15,90415500,13100,30.61008255,null,0,10.08,68,8994675.056,1.12E+12,0,162,272
793,10/11/17,9,1,0.1,7500621260,292320,79578200000,4789.25,1222280000,1737.5,148.1728918,null,32,9953,3046594246,484898,28626300000,301.18,264146000,14611.71875,938.4151008,156336,205953787.6,20247,2706060000,50.75,57390100,13650,27.4349881,null,0,9.85,100,8938807.509,1.12E+12,0,162,400
794,10/12/17,15,2,1,8328690405,293011,80256700000,4829.58,2791610000,1912.5,174.4145147,null,6,9959,3429365653,528554,28851200000,303.5,527557000,14530.9375,421.9570344,154568,468676865.3,28669,2713870000,50.89,341369000,13825,45.78326481,null,0,9.91,42,7765589.023,1.12E+12,0,270,168
795,10/13/17,18,2,1,8710528466,309683,90812400000,5464.16,3615480000,1700,281.5345822,null,12,9971,4462594976,557443,28911100000,304.08,1304360000,14493.4375,474.9040483,171227,517527547.1,31319,3230160000,60.55,357124000,14400,50.05892393,null,0,9.61,62,8547734.68,1.12E+12,0,324,248
796,10/14/17,12,2,1,7436979779,292999,93803000000,5643.53,1669030000,1762.5,227.5956389,null,7,9978,3534021736,503032,32222400000,338.85,516562000,14470.3125,398.0496139,146063,351605397.3,24482,3169870000,59.41,313106000,15850,35.69351809,null,0,9.61,36,7597986.383,1.12E+12,0,216,144
797,10/15/17,11,2,1,6631326174,283278,97011900000,5835.96,1976040000,2437.5,162.7073282,null,10,9988,3286553232,478898,32292100000,339.53,635407000,14662.65625,386.38893,140176,362214475,23927,3422800000,64.13,453940000,16750,38.79400189,null,0,9.61,28,7877324.117,1.12E+12,0,209,84
798,10/16/17,12,2,1,9828202678,314551,94559000000,5687.57,2008070000,2175,193.4194609,null,8,9996,2608276200,637365,32029200000,336.71,692885000,15015.5625,337.1164751,144929,260162387.7,27154,3508860000,65.72,200428000,15100,38.92082551,null,0,9.91,65,11601113.07,1.18E+12,0,228,195
799,10/17/17,11,2,1,14637440376,334274,95469300000,5741.58,1821570000,2050,209.1372614,null,18,10014,3932266736,720550,31727700000,333.48,509924000,18231,322.8472441,190126,312909798.8,27196,3454040000,64.67,205363000,14025,40.45442159,null,0,10.31,55,10351762.43,1.20E+12,0,209,165
800,10/18/17,12,2,0.1,10358498063,329428,93190200000,5603.82,2399270000,1887.5,192.2026716,null,8,10022,4775131749,679972,30160500000,316.94,606114000,18732.28125,299.3709448,165859,315922690.1,26667,3183230000,59.59,283869000,14850,38.66474765,null,0,10.07,53,9756833.552,1.20E+12,0,228,159
801,10/19/17,11,1,0.1,9336231341,356807,92867000000,5583.74,1780540000,2225,191.5123957,null,14,10036,3998651413,707101,29937900000,314.54,349830000,18792.28125,283.9296249,157430,239394586,25230,3250090000,60.82,160943000,14225,35.92169129,null,0,10.05,38,8983426.015,1.20E+12,0,209,114
802,10/20/17,12,1,0.1,9450194220,312230,94947900000,5708.11,2354430000,2237.5,161.9724456,null,15,10051,3618299532,775704,29326300000,308.05,396673000,18782.25,491.6724184,170756,219952163.3,25409,3196870000,59.81,150542000,14425,34.1227325,null,0,9.97,28,10589733.98,1.20E+12,0,228,84
803,10/21/17,14,1,0.1,8132101209,312104,99763200000,5996.79,2207100000,1912.5,167.7673012,null,13,10064,3263590352,619830,28906600000,303.57,408014000,18745.59375,230.0980114,161303,272167634.9,24063,3224150000,60.3,139503000,14475,36.34813825,null,0,9.97,42,10649226.87,1.20E+12,0,266,126
804,10/22/17,12,1,0.1,7672719185,288949,1.00E+11,6036.66,2034630000,2275,155.3319302,null,6,10070,2856521176,609271,28624800000,300.55,327387000,18901.875,196.1348006,187438,209622090.5,21477,3116350000,58.27,96781400,13475,31.91684441,null,0,9.97,25,9102411.79,1.20E+12,0,240,100
805,10/23/17,14,2,0.1,14296685309,315925,99941600000,6006,2401840000,2137.5,185.6443395,null,14,10084,3920116193,708489,28111400000,295.1,482336000,18830.90625,269.725566,167893,349719741.2,29762,3036830000,56.77,177315000,15300,46.94730982,null,0,11.07,52,10827705.53,1.20E+12,0,280,208
806,10/24/17,15,2,0.1,12064521030,347053,98781600000,5935.52,2735700000,2087.5,199.7905691,null,13,10097,3819438744,815572,27357500000,287.12,684281000,18816.46875,357.0951441,170723,288167265.2,30002,2940790000,54.96,199789000,14175,46.10254916,null,0,11.16,54,10173283.77,1.20E+12,0,300,216
807,10/25/17,13,1,0.1,9021986468,315230,91954200000,5524.6,1966990000,2312.5,141.9753754,null,38,10135,3159565983,697726,28442000000,298.44,325040000,18596.71875,290.6658815,154825,235944827.2,25209,2994670000,55.95,114510000,14325,37.41289924,null,0,11.23,85,9935312.215,1.20E+12,0,260,340
808,10/26/17,13,1,0.1,8733216874,265647,95685100000,5747.95,1905040000,2250,112.6505176,null,14,10149,2989151319,673986,28408400000,298.02,270273000,18540.65625,275.041131,163206,215992015.3,25724,3023150000,56.47,81104700,13925,39.38809325,null,0,11.3,45,11006184.19,1.20E+12,0,260,180
809,10/27/17,11,1,0.1,9780217060,246588,98225400000,5899.74,1710130000,1300,166.66746,null,15,10164,3150404906,662606,28270100000,296.51,257169000,18758.25,297.4555437,155328,173006316.4,25536,2981330000,55.67,78923100,14850,39.80518514,null,0,9.8,41,12999790.29,1.23E+12,0,220,164
810,10/28/17,10,1,0.1,6965317471,206981,96369600000,5787.82,1403920000,1062.5,175.0382808,null,5,10169,3840266541,639828,28410400000,297.92,264424000,18789.375,241.1676281,146684,154701105.7,21768,2966700000,55.38,71063200,15700,36.19371105,null,0,9.8,35,7510989.944,1.45E+12,0,200,140
