Date,Value
2015-06-13,373779.242434
2015-06-12,321734.031462
2015-06-11,366682.168211
2015-06-10,373779.242434
2015-06-09,383242.008065
2015-06-08,333562.488501
2015-06-07,395070.465104
2015-06-06,380876.316657
2015-06-05,335928.179909
2015-06-04,335928.179909
2015-06-03,335928.179909
2015-06-02,345390.94554
2015-06-01,332393.96907
2015-05-31,356656.302579
2015-05-30,300852.935509
2015-05-29,380918.636088
2015-05-28,320262.802316
2015-05-27,351803.835877
2015-05-26,327541.502369
2015-05-25,349377.602526
2015-05-24,342098.902474
2015-05-23,291148.002105
2015-05-22,344525.135825
2015-05-21,371213.702684
2015-05-20,344525.135825
2015-05-19,329967.735719
2015-05-18,332393.96907
2015-05-17,419738.369702
2015-05-16,303150.868677
2015-05-15,390780.416654
2015-05-14,331571.262615
2015-05-13,383675.318169
2015-05-12,374201.853523
2015-05-11,352886.558069
2015-05-10,305519.234838
2015-05-09,298414.136354
2015-05-08,350518.191907
2015-05-07,381306.952007
2015-05-06,338676.3611
2015-05-05,364728.388877
2015-05-04,312624.333323
2015-05-03,326609.291887
2015-05-02,347909.89788
2015-05-01,347909.89788
2015-04-30,314775.621891
2015-04-29,305308.685895
2015-04-28,371577.237872
2015-04-27,326609.291887
2015-04-26,352643.365878
2015-04-25,364477.035874
2015-04-24,284008.079902
2015-04-23,326609.291887
2015-04-22,338442.961883
2015-04-21,376310.70587
2015-04-20,408026.906612
2015-04-19,334287.104212
2015-04-18,326913.123972
2015-04-17,329371.117385
2015-04-16,339203.091039
2015-04-15,302333.189839
2015-04-14,388362.959305
2015-04-13,346577.071279
2015-04-12,334287.104212
2015-04-11,336745.097625
2015-04-10,349035.064692
