,date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses,txVolume(USD)_e_e,txCount_e_e,marketcap(USD)_e_e,price(USD)_e_e,exchangeVolume(USD)_e_e,generatedCoins_e_e,fees_e_e,activeAddresses_e_e,txVolume(USD)_l,txCount_l,marketcap(USD)_l,price(USD)_l,exchangeVolume(USD)_l,generatedCoins_l,fees_l,activeAddresses_l
0,2015-08-10,287821077.476,111405,3843850000.0,265.48,20979400.0,4325.0,27.2134821,null,1193011.28756,1999,43130000.0,0.713989,405283.0,27817.34375,31.165144438400002,1001,15193400.8177,3438,162062000.0,3.9,2239890.0,27700.0,70.60280182,null
1,2015-08-11,279935629.17,117239,3828500000.0,264.34,25433900.0,4200.0,26.6333475,null,1051922.38685,4945,42796500.0,0.708087,1463100.0,28027.8125,11.311448586,2342,14285029.3662,3470,164164000.0,3.95,3426300.0,28950.0,64.65151508,null
2,2015-08-12,312440693.008,116367,3920210000.0,270.6,26815400.0,3075.0,25.3674595,null,792332.720964,1993,64018400.0,1.06,2150620.0,27370.9375,32.5869924044,906,20040325.3657,3528,172371000.0,4.14,3519900.0,27850.0,55.46269005,null
3,2015-08-13,338626860.828,117871,3857090000.0,266.18,27685500.0,3750.0,25.04715135,null,2181178.65188,2807,73935400.0,1.22,4068680.0,28268.125,24.9291691099,1274,9130570.88745,3178,165366000.0,3.97,2409030.0,28300.0,55.44748774,null
4,2015-08-14,329148435.476,111030,3828340000.0,264.13,27091200.0,3375.0,24.33639928,null,4154762.7444800003,3144,109594000.0,1.81,4637030.0,31106.71875,14.354834112799999,1594,10526520.7925,3134,161665000.0,3.88,3157170.0,28050.0,56.81021133,null
5,2015-08-15,254521679.60799998,98422,3849530000.0,265.53,19321100.0,3350.0,20.99042465,null,8336306.7917100005,2264,109160000.0,1.8,2554360.0,28512.65625,8.83659302805,1313,9345429.68729,2933,167683000.0,4.02,2016290.0,28150.0,48.229856,null
6,2015-08-16,271676952.626,86754,3797330000.0,261.87,29717000.0,3600.0,18.2891781,null,2870425.71771,2422,102028000.0,1.68,3550790.0,27094.53125,6.677237924909999,1202,12313302.6355,3132,164023000.0,3.93,3197720.0,26950.0,51.37936622,null
7,2015-08-17,337862458.83599997,112090,3749260000.0,258.49,21617900.0,3575.0,23.30970771,null,3546720.03334,2503,95819700.0,1.58,1942830.0,28118.90625,7.64281183963,1249,13180759.0981,3691,165435000.0,3.96,2289060.0,29100.0,54.13494812,null
8,2015-08-18,406441634.748,120195,3742020000.0,257.93,42147200.0,3625.0,25.77426057,null,1889437.0763299998,2485,88143200.0,1.22,1485680.0,26162.8125,11.9060713402,1294,13259929.4385,3382,166400000.0,3.98,3464380.0,29200.0,47.25054477,null
9,2015-08-19,370984019.91800004,122075,3274860000.0,225.67,60869200.0,3875.0,24.59124418,null,1345002.2928799998,3224,84663900.0,1.17,1486240.0,27282.03125,15.4309506695,1350,25842085.1574,3867,145451000.0,3.48,5742670.0,29300.0,63.59306648,null
10,2015-08-20,311871518.46,116959,3293570000.0,226.9,32275000.0,3825.0,25.26291979,null,521679.807637,2266,90809000.0,1.25,2843760.0,21057.03125,6.85556694271,1167,14305181.6138,3099,145186000.0,3.47,2882900.0,30150.0,58.14137564,null
11,2015-08-21,323532723.473,115801,3417200000.0,235.35,23173800.0,4000.0,23.72098323,null,868536.958506,3888,107266000.0,1.48,2020970.0,26690.9375,7.85504172471,1425,8631636.66057,2690,150702000.0,3.6,1720630.0,29850.0,53.704388559899996,null
12,2015-08-22,264931064.697,105679,3379050000.0,232.66,23205900.0,3875.0,22.55638699,null,692395.557139,3562,101404000.0,1.4,948310.0,27550.46875,42.5471718296,1414,11872118.2883,3140,149233000.0,3.56,1913720.0,27250.0,68.88832783,null
13,2015-08-23,234347715.936,93952,3346760000.0,230.38,18406600.0,3400.0,20.39686001,null,687012.117519,4126,99894500.0,1.38,1589300.0,26255.625,8.0497676729,1570,18503173.008,3211,147266000.0,3.51,2066020.0,27950.0,54.23020079,null
14,2015-08-24,391154489.756,119017,3314640000.0,228.11,59220700.0,3850.0,25.229565,null,623945.2454220001,4423,97791600.0,1.35,924920.0,27333.28125,8.8762854198,1436,29950553.6762,4202,142301000.0,3.39,7278630.0,28200.0,59.20928953,null
15,2015-08-25,409074698.856,124916,3053250000.0,210.07,61089200.0,3400.0,25.83510482,null,499939.84730699996,4449,89321900.0,1.23,1307180.0,26736.09375,8.25975582511,1580,53115203.1246,5407,125279000.0,2.98,11404300.0,27000.0,70.13659455,null
16,2015-08-26,313401739.94,124715,3228540000.0,222.08,31808000.0,3950.0,25.4549747,null,496507.859703,4112,82384400.0,1.13,1056750.0,26137.96875,7.447729278560001,1527,36978474.898,4068,123884000.0,2.95,4551630.0,14775.0,63.14609755,null
17,2015-08-27,326706484.621,114961,3287220000.0,226.05,21905400.0,3600.0,23.15723921,null,319146.96049800003,5568,85106100.0,1.17,686662.0,24532.8125,8.67096304289,1591,18072496.5726,3252,123773000.0,2.95,1936130.0,13025.0,50.88148513,null
18,2015-08-28,329818436.78400004,121126,3268370000.0,224.7,31336600.0,3850.0,24.5461252,null,345519.947941,4723,83521700.0,1.15,721872.0,24225.15625,9.925148370510001,1531,27470153.8165,3450,119452000.0,2.84,4186540.0,13475.0,42.71173093,null
19,2015-08-29,218227093.08099997,113113,3368880000.0,231.55,17142500.0,4000.0,22.52730241,null,512109.426379,4109,86887600.0,1.19,375377.0,22525.0,5.50745152606,1375,13166383.3018,2950,122591000.0,2.92,1706060.0,13825.0,48.07339876,null
20,2015-08-30,168568324.061,94814,3345740000.0,229.9,19412600.0,3700.0,18.30473815,null,490782.17739799997,4547,86145900.0,1.18,1337650.0,21453.59375,5.634173742430001,1624,5865979.9852,2658,120755000.0,2.87,1497480.0,12875.0,43.90213456,null
21,2015-08-31,230375094.04,122092,3335220000.0,229.11,20710700.0,4000.0,26.96425504,null,508000.974842,5165,96251000.0,1.32,1447180.0,21293.4375,7.424533814380001,1515,12560389.3623,2828,120021000.0,2.85,1752920.0,14175.0,38.31950495,null
22,2015-09-01,291358010.307,135506,3352760000.0,230.26,20575200.0,3800.0,26.4941016,null,1916754.26487,5114,98617200.0,1.35,778862.0,20339.21875,7.84376985589,1555,7351852.330519999,3300,119819000.0,2.85,1376040.0,15675.0,48.23332336,null
23,2015-09-02,294800384.14,143310,3321180000.0,228.03,18760400.0,3950.0,48.03187173,null,374646.61176,5160,98504600.0,1.35,883769.0,18391.09375,8.153735331050001,1514,7775567.279360001,2819,118701000.0,2.82,2423010.0,16400.0,38.052849200000004,null
24,2015-09-03,250886764.871,133780,3340990000.0,229.32,17482000.0,3600.0,33.21381331,null,723808.3524859999,4738,94418700.0,1.3,702991.0,17380.9375,6.9700256740999995,1448,15538217.8183,3053,117773000.0,2.8,2210590.0,14150.0,37.62476829,null
25,2015-09-04,225042526.86200002,98041,3311080000.0,227.22,20962400.0,3900.0,22.41636578,null,222451.29343400002,5601,92234100.0,1.26,474391.0,23081.875,9.73385636147,1450,11182180.6203,3049,111133000.0,2.64,1441530.0,14275.0,29.14078102,null
26,2015-09-05,199153546.79299998,132403,3355470000.0,230.2,20671400.0,3950.0,31.13336949,null,214369.117466,5471,93402300.0,1.28,448453.0,25629.0625,9.1412283236,1486,6495932.35518,3312,113865000.0,2.7,2666820.0,15000.0,39.00284593,null
27,2015-09-06,200259109.76400003,106544,3424420000.0,234.87,25473700.0,3675.0,21.85687675,null,396954.237931,5489,97625500.0,1.34,491968.0,26168.28125,8.05548773452,1587,24070292.5087,6060,123002000.0,2.92,4281360.0,15400.0,28.837493100000003,null
28,2015-09-07,204787260.686,122029,3499120000.0,239.93,21192200.0,3450.0,28.70289291,null,263278.900135,5626,94585300.0,1.3,489014.0,25460.46875,9.25642239587,1632,23148555.9676,2949,128155000.0,3.04,2254530.0,15225.0,29.7533607,null
29,2015-09-08,272560296.138,124655,3498750000.0,239.85,26879200.0,3450.0,26.04754183,null,329606.821851,5604,91020700.0,1.25,427892.0,25888.75,10.379926302000001,1545,21226336.7667,3125,128555000.0,3.05,2566300.0,15125.0,42.45139519,null
30,2015-09-09,317961057.725,127477,3551640000.0,243.41,23635700.0,3600.0,26.34717548,null,1420839.1726799998,5577,90518300.0,1.24,366748.0,26431.40625,9.84060106916,1543,10010551.2542,2846,128641000.0,3.05,2298470.0,15700.0,38.05453582,null
31,2015-09-10,286529482.525,124063,3478410000.0,238.34,21215500.0,4375.0,28.7367539,null,249258.75473000002,5328,88230500.0,1.21,662782.0,26444.21875,7.925807170800001,1539,11437937.7152,2660,123469000.0,2.92,1420320.0,15075.0,32.68584052,null
32,2015-09-11,262263772.651,164860,3479310000.0,238.33,19224700.0,4025.0,33.75014481,null,842671.3987060001,6439,85144300.0,1.16,1942600.0,27238.59375,8.87672815268,1701,9707878.80109,2992,124532000.0,2.95,1251460.0,14675.0,37.09715454,null
33,2015-09-12,177485403.93,154252,3502520000.0,239.85,17962600.0,3550.0,33.12293654,null,214854.468238,5555,72179000.0,0.9872280000000001,772430.0,26402.34375,11.3548331935,1544,3932004.5133,2492,125157000.0,2.96,1517440.0,12250.0,39.97146523,null
34,2015-09-13,169908122.466,142408,3435990000.0,235.24,18478800.0,3625.0,25.717969500000002,null,232924.67095,6017,76193600.0,1.04,644138.0,26171.40625,9.57872567392,1598,8464985.94998,3887,119373000.0,2.82,1328080.0,15025.0,27.13688654,null
35,2015-09-14,254218918.48,161617,3369190000.0,230.61,20997800.0,3775.0,30.34046613,null,251532.097735,5542,68814400.0,0.940566,741085.0,25588.125,9.901548419400001,1622,10901838.2847,3032,118997000.0,2.81,1135730.0,15975.0,32.30182418,null
36,2015-09-15,263126949.135,167189,3368360000.0,230.49,19177800.0,4125.0,29.4265409,null,528121.741887,5390,64052400.0,0.875189,703390.0,25615.3125,8.42699714528,1486,3144084.91287,2568,120280000.0,2.84,918109.0,14425.0,42.73758005,null
37,2015-09-16,271196559.024,164113,3365740000.0,230.25,20144200.0,3575.0,26.57291552,null,522113.22406599997,5846,68963300.0,0.9419770000000001,615593.0,26318.125,15.1466170778,1510,5185938.91902,2981,119718000.0,2.83,1192860.0,15200.0,37.93528289,null
38,2015-09-17,256754503.553,248124,3349390000.0,229.08,18935400.0,3575.0,26.64910663,null,268192.315916,5343,66415200.0,0.9068649999999999,897940.0,25435.625,8.55652379146,1517,10351309.6663,2774,118757000.0,2.81,1626720.0,15050.0,36.825545580100005,null
39,2015-09-18,238883629.505,181707,3415440000.0,233.52,20242200.0,3625.0,26.3758538,null,356656.491347,5733,64071300.0,0.874574,484622.0,25894.21875,11.834821066199998,1462,11870783.5414,3331,123220000.0,2.91,1572740.0,14375.0,43.48511273,null
40,2015-09-19,243633618.205,114187,3406390000.0,232.86,12712600.0,3275.0,22.08227979,null,331975.532998,5154,62262700.0,0.8496030000000001,386988.0,27187.1875,7.98220437293,1367,12058467.6023,2697,125137000.0,2.95,897801.0,14450.0,41.16265104,null
41,2015-09-20,173672397.56,109206,3385770000.0,231.4,14444700.0,3150.0,20.96947239,null,115939.60696199999,6341,64600000.0,0.881191,508314.0,27982.65625,10.9696454718,1466,11718803.7311,3691,121797000.0,2.88,989389.0,14175.0,33.04079405,null
42,2015-09-21,298522605.163,126363,3383840000.0,231.22,19678800.0,3150.0,27.07533607,null,148483.798118,6244,69045900.0,0.9414959999999999,424039.0,26651.875,10.1807419409,1521,14670414.2832,3444,120933000.0,2.85,1027230.0,14200.0,44.87592143,null
43,2015-09-22,311628308.97900003,137623,3322420000.0,226.97,25009300.0,4050.0,28.41245341,null,178937.081523,6759,67444200.0,0.9193370000000001,487914.0,26370.3125,11.404145175899998,1535,14245481.6925,3645,118630000.0,2.8,1442340.0,13125.0,46.95968679,null
44,2015-09-23,260730421.48400003,133350,3381390000.0,230.94,17254100.0,3750.0,26.25085789,null,118464.073186,7369,66309600.0,0.90356,200541.0,27080.3125,10.7002671048,1737,8915143.69823,3011,121067000.0,2.86,901921.0,15250.0,24.12558691,null
45,2015-09-24,240437915.59,124448,3373850000.0,230.36,25097800.0,3600.0,24.12886677,null,275064.002643,6185,65836400.0,0.8967959999999999,842505.0,26385.78125,10.3195062665,1569,6013955.05283,2773,121809000.0,2.87,1328450.0,14375.0,21.71172386,null
46,2015-09-25,288766390.928,129898,3433300000.0,234.36,22363600.0,4100.0,27.22450235,null,542954.78067,5801,60221400.0,0.820031,903457.0,27003.4375,9.83659491613,1536,8318769.45791,3483,124470000.0,2.93,959962.0,13950.0,35.78427322,null
47,2015-09-26,217267695.914,117232,3444730000.0,235.08,13724100.0,3725.0,25.37887763,null,185398.488806,5903,54188900.0,0.73763,369620.0,25910.3125,9.28914647862,1420,2947366.55185,2564,122875000.0,2.89,531617.0,14400.0,23.23207307,null
48,2015-09-27,157722239.116,107937,3431860000.0,234.14,14179900.0,3725.0,20.91949864,null,302982.786671,5732,58149600.0,0.791277,413801.0,25011.09375,8.423870450439999,1417,4072000.64352,3495,122673000.0,2.89,748001.0,13925.0,23.00691297,null
49,2015-09-28,281270781.09599996,132661,3413630000.0,232.84,24713000.0,3375.0,26.22767263,null,516557.965524,6102,53201800.0,0.723715,1320890.0,24714.21875,9.27234660931,1545,14469952.2777,3755,122388000.0,2.88,2604270.0,15575.0,26.117081540100003,null
50,2015-09-29,339262970.235,138400,3505090000.0,239.02,22691300.0,4350.0,26.23929439,null,234208.71729099998,5715,42607700.0,0.579414,913992.0,24364.6875,8.87732842075,1532,19995579.1902,3710,131839000.0,3.1,2896120.0,14650.0,36.28269468,null
51,2015-09-30,307654764.996,140222,3471280000.0,236.64,19743500.0,3875.0,27.49153829,null,337049.008832,5834,48636600.0,0.661192,619926.0,25097.5,8.385327115720001,1490,11172939.383,3457,126079000.0,2.97,1371090.0,15200.0,26.1996773601,null
52,2015-10-01,289376477.292,138316,3462800000.0,236.0,20488800.0,3825.0,30.22710577,null,395443.359519,6402,54032300.0,0.7343069999999999,596084.0,27422.03125,8.76794946345,1473,7243882.38056,3079,128156000.0,3.01,1644010.0,13550.0,32.34819177,null
53,2015-10-02,395375914.27800006,138498,3482190000.0,237.26,19677900.0,3275.0,24.95701028,null,101770.44683,6053,50328700.0,0.683732,219318.0,26913.125,9.76529666285,1375,3728321.7913699998,3135,127470000.0,3.0,1132180.0,14500.0,27.61153523,null
54,2015-10-03,215537709.71,123848,3482100000.0,237.2,16482700.0,3550.0,23.1288576,null,83472.3579063,6101,49981900.0,0.678783,163326.0,26453.75,9.79164836446,1389,3634584.9981699996,2854,127593000.0,3.0,1051760.0,14350.0,37.79426602,null
55,2015-10-04,199350848.55900002,104323,3502460000.0,238.53,12999000.0,3925.0,19.57570215,null,190487.183799,6619,50556000.0,0.686343,103497.0,25480.15625,9.4319257859,1393,5485445.30096,3530,129094000.0,3.03,982441.0,15500.0,29.40746475,null
56,2015-10-05,264748204.847,118099,3497740000.0,238.15,23335900.0,3775.0,22.33949231,null,109299.04699500001,6226,49131600.0,0.666784,234263.0,26136.875,11.4867735072,1409,6991107.47881,3358,128635000.0,3.02,1277060.0,15150.0,33.59311187,null
57,2015-10-06,376693154.268,143781,3531230000.0,240.36,27535100.0,3625.0,25.04502727,null,315241.251486,6440,45863300.0,0.622218,262674.0,25036.5625,9.995299953550001,1415,10471488.2641,3445,128642000.0,3.02,1972700.0,14575.0,37.75232074,null
58,2015-10-07,325632093.78,138355,3617400000.0,246.17,22999200.0,3400.0,25.79766116,null,201786.955147,7100,47964700.0,0.650515,218327.0,26133.59375,12.182989920699999,1373,7613122.39507,3599,134176000.0,3.15,1695270.0,14750.0,43.26864561,null
59,2015-10-08,440280221.888,139675,3572730000.0,243.07,18515300.0,3425.0,26.49869792,null,191033.831271,6912,44955900.0,0.6095010000000001,310266.0,26778.4375,11.9729333683,1330,6980956.81333,3294,130487000.0,3.06,1137940.0,13950.0,30.76171938,null
60,2015-10-09,301874759.087,118336,3565090000.0,242.5,17353100.0,3350.0,23.40371657,null,146902.618586,6751,48334900.0,0.655084,386420.0,25451.40625,11.309218384300001,1366,8095365.196839999,3534,130862000.0,3.07,978079.0,13500.0,24.32705621,null
61,2015-10-10,270396091.512,126718,3584120000.0,243.74,15912700.0,3675.0,25.30094491,null,82385.5282663,6519,47325200.0,0.641187,141555.0,25499.6875,11.3828116171,1266,5814109.61765,4594,132747000.0,3.11,1000850.0,14750.0,30.89338413,null
62,2015-10-11,226504801.395,106973,3599840000.0,244.74,16827300.0,3850.0,19.86962237,null,95944.42056130001,6011,46327500.0,0.6274609999999999,102128.0,26507.03125,8.99879459915,1300,9335477.03837,3646,132636000.0,3.11,1222700.0,14100.0,18.80098405,null
63,2015-10-12,307839590.993,127536,3632110000.0,246.88,17388300.0,3375.0,23.85647367,null,171873.574295,6527,46864200.0,0.6345149999999999,109567.0,26803.75,10.703807320800001,1335,10714072.6388,4713,134401000.0,3.15,1252010.0,14125.0,22.59320127,null
64,2015-10-13,366343987.34300005,133958,3608340000.0,245.2,28198500.0,3450.0,25.28137542,null,258212.88188499998,6765,46395200.0,0.627943,303044.0,26668.28125,12.3232487996,1475,14303706.1582,4290,134022000.0,3.14,1605970.0,14875.0,14.29872492,null
65,2015-10-14,382807671.861,141428,3672370000.0,249.49,27462600.0,3850.0,27.15791723,null,607655.452607,6772,45250600.0,0.61224,971664.0,25875.625,11.8319985211,1566,13704243.2441,5180,135880000.0,3.18,1781770.0,14300.0,13.79335562,null
66,2015-10-15,469441013.53,154078,3711800000.0,252.11,25223500.0,4025.0,28.67259031,null,418401.416247,6424,38688300.0,0.523278,371022.0,25610.46875,18.8703438617,1496,10778895.4713,4674,134577000.0,3.15,1428290.0,13525.0,13.56543896,null
67,2015-10-16,412470905.17300004,143559,3745090000.0,254.3,35901500.0,3800.0,27.54570794,null,202601.855293,6748,41608900.0,0.562593,249891.0,25441.40625,21.1794465456,1366,9875444.2954,4389,132855000.0,3.11,1472800.0,13950.0,16.68127624,null
68,2015-10-17,399429171.07699996,136332,3870490000.0,262.75,43199600.0,3300.0,27.71786494,null,130246.016831,6508,39515900.0,0.534117,313860.0,26450.625,12.291462445799999,1355,17086622.9861,5479,133010000.0,3.11,2454780.0,14750.0,15.77928896,null
69,2015-10-18,272116275.007,121807,3991620000.0,270.91,22434300.0,3650.0,23.22242438,null,99784.3085014,6442,40550400.0,0.547913,133690.0,25848.28125,13.1130126021,1345,37039696.142,5178,131467000.0,3.07,1217780.0,14050.0,15.33884104,null
70,2015-10-19,335088838.27099997,137751,3859270000.0,261.86,25258800.0,4075.0,27.04653893,null,266430.637729,6550,38321300.0,0.517621,243742.0,25966.71875,11.6992191396,1452,8309810.619969999,4289,129649000.0,3.03,1239570.0,13900.0,16.74786363,null
71,2015-10-20,374315555.367,140012,3885570000.0,263.57,30889800.0,3150.0,30.27489554,null,245597.15184200002,5867,36261200.0,0.489629,383921.0,26192.5,11.527019798800001,1314,8100236.1316,4280,130633000.0,3.05,1163340.0,14900.0,20.04403689,null
72,2015-10-21,347429422.111,157654,3970980000.0,269.31,25637300.0,3525.0,30.32451254,null,300832.294689,6159,31973600.0,0.43158900000000006,609085.0,26046.40625,10.1558577347,1521,12297356.9755,7411,132427000.0,3.09,988482.0,15950.0,20.49718962,null
73,2015-10-22,387949152.605,150681,3930500000.0,266.5,37808600.0,4075.0,29.52668877,null,275561.318135,5909,32977300.0,0.444988,924822.0,25330.78125,13.200504837899999,1389,21696190.1135,4472,131935000.0,3.08,1215290.0,14650.0,16.4997093,null
74,2015-10-23,340009578.624,138488,4037010000.0,273.65,29442500.0,3625.0,26.88487392,null,437771.31856000004,6768,41986400.0,0.5663699999999999,878822.0,27554.84375,13.747941391800001,1523,11541563.7181,5153,133677000.0,3.12,1196600.0,14700.0,16.116587900000003,null
75,2015-10-24,358719991.90300006,147218,4080140000.0,276.5,25942400.0,3625.0,29.64851924,null,53895.302768199996,6234,40022100.0,0.5396810000000001,258356.0,27118.75,10.6966382172,1635,4762957.49455,5646,133389000.0,3.11,955111.0,13950.0,18.81719675,null
76,2015-10-25,354181946.996,127996,4154100000.0,281.44,45717100.0,3850.0,24.23171136,null,147459.128473,5677,41781300.0,0.563207,635384.0,26814.21875,9.079512126160001,1497,13294503.5408,6234,133308000.0,3.11,1656730.0,14775.0,17.72894551,null
77,2015-10-26,408510601.766,121224,4187410000.0,283.63,32108800.0,4000.0,26.65597642,null,443409.269032,5896,45991300.0,0.619743,1089120.0,25912.1875,10.7732671216,1655,10981387.0956,6417,131697000.0,3.07,1119820.0,13825.0,19.85021919,null
78,2015-10-27,477043952.898,146515,4211500000.0,285.18,46331800.0,3900.0,28.50698372,null,1342211.33689,6687,52624300.0,0.7088899999999999,1846370.0,27529.375,18.902897578399998,1706,6837348.85377,5781,133280000.0,3.11,1102490.0,15300.0,16.31517455,null
79,2015-10-28,491837435.01,157809,4338430000.0,293.7,50808100.0,3350.0,29.86225005,null,853649.129646,7298,64676600.0,0.8709379999999999,2373050.0,26344.6875,10.8986966301,1700,6588344.83711,6951,132998000.0,3.1,1433200.0,14700.0,27.53682467,null
80,2015-10-29,666420591.732,163984,4496390000.0,304.32,64495900.0,3800.0,34.2390984,null,522938.908113,7793,74675600.0,1.01,2279240.0,27510.78125,12.55075174,1974,16592304.7241,6617,133179000.0,3.1,11455900.0,13525.0,26.971116129899997,null
81,2015-10-30,747485521.8139999,165412,4639690000.0,313.94,78305000.0,3925.0,32.37455062,null,1463340.70588,7842,89857400.0,1.21,2429200.0,27720.15625,13.4663216604,2219,43555733.5882,8253,161824000.0,3.77,12206200.0,14625.0,50.2519191,null
82,2015-10-31,568564372.373,153988,4856410000.0,328.51,48598100.0,3800.0,27.96097661,null,290238.780502,7499,77800300.0,1.05,673892.0,27751.5625,15.4824256005,1987,25753678.1654,11574,175409000.0,4.08,5425140.0,14075.0,25.40762149,null
83,2015-11-01,500946973.821,149956,4657890000.0,315.0,37001100.0,3925.0,26.75350044,null,134005.22157,6890,68477200.0,0.920847,588913.0,28180.15625,16.1702610684,2131,16391975.0079,4137,163929000.0,3.82,3801480.0,14450.0,15.71704771,null
84,2015-11-02,735228064.7080001,168335,4820850000.0,325.94,101918000.0,3675.0,32.42540688,null,373003.74475,6522,78701400.0,1.06,1145200.0,27134.21875,10.3960139727,2039,21420227.6769,5094,171197000.0,3.98,6302390.0,14925.0,26.159551699999998,null
85,2015-11-03,1044781022.82,188254,5353680000.0,361.87,206162000.0,4100.0,35.09734842,null,591937.053045,7354,74010000.0,0.994568,1907690.0,27605.78125,12.2403509899,2066,52250915.1501,7026,179517000.0,4.17,18600100.0,14550.0,34.2874541399,null
86,2015-11-04,4522343229.33,202198,5973510000.0,403.66,263900000.0,3875.0,44.54050868,null,813332.073784,7004,75232400.0,1.01,3060340.0,27716.40625,9.39285695059,2039,47186776.5423,7848,196995000.0,4.58,22553800.0,14200.0,65.99058627,null
87,2015-11-05,1424014798.99,187933,6040410000.0,408.08,151825000.0,3625.0,35.028864899999995,null,310000.094231,7440,67070700.0,0.900699,1179840.0,27291.40625,10.5938905244,1914,46278193.6177,6385,180695000.0,4.2,13017300.0,15075.0,58.13729267,null
88,2015-11-06,1042290562.4,167068,5745320000.0,388.05,122687000.0,3575.0,33.00349875,null,848836.9253189999,7828,67397100.0,0.9047719999999999,913666.0,27422.1875,15.936270156600001,1807,35702270.5447,7804,169811000.0,3.95,8761900.0,14575.0,38.16871452,null
89,2015-11-07,783631347.249,153010,5542680000.0,374.27,56625100.0,3875.0,25.66812105,null,393479.412685,10863,68833200.0,0.923732,890187.0,26715.3125,32.0799197933,2067,18492871.4168,5937,152905000.0,3.55,2638500.0,14600.0,22.65229311,null
90,2015-11-08,722740347.8230001,134945,5692390000.0,384.28,51817600.0,3650.0,24.23359365,null,821063.343566,12342,68254300.0,0.9156610000000001,1021460.0,27289.0625,29.5268788824,2271,10203672.8145,6729,155912000.0,3.62,2399540.0,14250.0,32.10681443,null
91,2015-11-09,1058234617.1,156156,5546240000.0,374.32,68224400.0,3550.0,28.73466122,null,975381.9002360001,7656,76991800.0,1.03,2045290.0,27059.53125,11.263102919400001,2060,28583474.4741,7554,147907000.0,3.43,4195940.0,14950.0,32.248567200000004,null
92,2015-11-10,1001307482.41,154200,5631520000.0,379.98,95797900.0,3550.0,27.736473699999998,null,891132.5009799999,8061,74685300.0,1.0,854581.0,27444.0625,15.3511926283,1826,30013180.0725,5227,146558000.0,3.4,5565520.0,13075.0,37.62825019,null
93,2015-11-11,1186976759.72,169072,5037510000.0,339.82,107070000.0,4400.0,29.773085700000003,null,283710.359877,10173,70236200.0,0.9412959999999999,1278580.0,27819.0625,23.076791328200002,2033,25450266.8724,5879,134388000.0,3.12,3648510.0,13675.0,49.1965735099,null
94,2015-11-12,879394165.1789999,156092,4657240000.0,314.08,78477800.0,3850.0,25.70328366,null,223759.79489899997,9500,59448700.0,0.796455,806156.0,28032.03125,25.8891012018,1807,14061890.2686,5918,128180000.0,2.97,4133180.0,14050.0,30.63821521,null
95,2015-11-13,925155228.1930001,155745,5020700000.0,338.5,52003000.0,3900.0,25.81424242,null,423125.551722,7830,67777000.0,0.9077219999999999,543671.0,28185.15625,14.583302464900001,1805,14257572.08,5034,141013000.0,3.27,2247490.0,14350.0,57.52943158,null
96,2015-11-14,1013663677.62,153508,4994250000.0,336.62,38612000.0,3850.0,24.56846514,null,256807.21960500002,7187,67631900.0,0.9054690000000001,372514.0,28357.65625,18.534033511700002,1797,12656808.829000002,6076,139106000.0,3.22,1293740.0,13200.0,59.82461465,null
97,2015-11-15,666535296.676,138020,4942420000.0,333.05,44213100.0,3650.0,22.59711799,null,156460.67869600002,7138,66590200.0,0.891217,411848.0,28120.15625,11.4839740926,1759,12701770.232,6342,138082000.0,3.2,1750230.0,14350.0,37.7887646199,null
98,2015-11-16,781662482.95,154018,4746070000.0,319.74,47980100.0,4425.0,26.4479043,null,395085.84685100004,7407,67730700.0,0.906166,620945.0,27395.15625,10.2696359731,1867,11652910.3308,5371,132419000.0,3.07,1578010.0,14225.0,48.75213495,null
99,2015-11-17,552050373.24,156433,4905260000.0,330.36,51001600.0,4000.0,26.28149806,null,1070401.1143399999,7115,69157900.0,0.924948,1145440.0,27793.59375,9.59682965058,1901,7820097.20048,5916,137815000.0,3.19,1607020.0,13950.0,48.91750322,null
100,2015-11-18,607630940.412,168256,4969330000.0,334.59,43783800.0,3525.0,28.47682441,null,197659.98969400002,7330,74287700.0,0.9932139999999999,681104.0,27252.03125,10.3214753974,1859,8755762.76363,7166,138228000.0,3.2,1425920.0,14175.0,70.88295850989999,null
101,2015-11-19,635544733.564,154459,4971880000.0,334.68,45011100.0,3475.0,25.57031539,null,271338.021627,8834,73976100.0,0.988713,443528.0,26563.4375,15.863939513499998,1864,8828977.87126,5977,137943000.0,3.19,1448970.0,14150.0,50.14741666,null
102,2015-11-20,692347790.516,157783,4850170000.0,326.41,53152900.0,4125.0,26.21872324,null,185962.014632,6328,71532500.0,0.955735,614335.0,25130.46875,11.9868992419,1763,13668442.4696,5178,135601000.0,3.14,1698240.0,13875.0,44.07104609,null
103,2015-11-21,469054508.484,153906,4787340000.0,322.09,28200500.0,4350.0,24.36154165,null,124541.31166400001,6780,69535300.0,0.928758,455976.0,26782.1875,11.2449100626,1710,8336650.49884,6260,134839000.0,3.12,1057060.0,12875.0,41.53176011,null
104,2015-11-22,334225880.14599997,127878,4861340000.0,326.98,23439400.0,4325.0,22.69734216,null,250851.88970700002,7053,73378800.0,0.979765,372173.0,26988.59375,11.241715326300001,2015,5760595.01506,4784,136863000.0,3.16,1070770.0,11525.0,33.37182478,null
