,date,price(USD),eth_price_USD
955,2015-12-12,452.33,0.9311959999999999
956,2015-12-13,431.66,0.9715379999999999
957,2015-12-14,433.27,0.95662
958,2015-12-15,443.88,0.9905889999999999
959,2015-12-16,465.21,1.02
960,2015-12-17,454.78,0.993043
961,2015-12-18,455.85,0.938327
962,2015-12-19,463.55,0.921524
963,2015-12-20,462.23,0.9082399999999999
964,2015-12-21,442.84,0.906065
965,2015-12-22,437.44,0.8949729999999999
966,2015-12-23,436.72,0.8617819999999999
967,2015-12-24,443.09,0.859433
968,2015-12-25,454.86,0.861993
969,2015-12-26,455.76,0.870766
970,2015-12-27,416.51,0.853166
971,2015-12-28,423.34,0.8563559999999999
972,2015-12-29,422.1,0.843835
973,2015-12-30,433.3,0.874258
974,2015-12-31,425.88,0.912098
975,2016-01-01,430.72,0.9337120000000001
976,2016-01-02,434.62,0.947401
977,2016-01-03,433.58,0.9384299999999999
978,2016-01-04,430.06,0.972045
979,2016-01-05,433.07,0.953147
980,2016-01-06,431.86,0.9500280000000001
981,2016-01-07,430.01,0.955801
982,2016-01-08,457.54,0.942752
983,2016-01-09,453.38,0.9855010000000001
984,2016-01-10,448.24,0.985557
985,2016-01-11,448.7,0.999216
986,2016-01-12,448.18,1.07
987,2016-01-13,434.67,1.14
988,2016-01-14,432.29,1.12
989,2016-01-15,430.25,1.18
990,2016-01-16,365.07,1.22
991,2016-01-17,387.15,1.22
992,2016-01-18,381.73,1.33
993,2016-01-19,387.03,1.42
994,2016-01-20,379.74,1.36
995,2016-01-21,419.63,1.53
996,2016-01-22,409.75,1.55
997,2016-01-23,382.43,1.5
998,2016-01-24,388.1,1.9
999,2016-01-25,402.32,2.15
1000,2016-01-26,392.0,2.53
1001,2016-01-27,392.44,2.25
1002,2016-01-28,395.15,2.41
1003,2016-01-29,380.11,2.54
1004,2016-01-30,378.87,2.51
1005,2016-01-31,378.29,2.44
1006,2016-02-01,369.35,2.32
1007,2016-02-02,372.92,2.22
1008,2016-02-03,374.65,2.43
1009,2016-02-04,370.17,2.53
1010,2016-02-05,388.9,2.57
1011,2016-02-06,386.59,2.53
1012,2016-02-07,376.51,2.54
1013,2016-02-08,376.76,2.97
1014,2016-02-09,373.42,3.17
1015,2016-02-10,376.15,4.0
1016,2016-02-11,382.11,4.5
1017,2016-02-12,379.69,5.95
1018,2016-02-13,384.64,5.69
1019,2016-02-14,392.93,5.4
1020,2016-02-15,407.57,5.33
1021,2016-02-16,401.43,5.33
1022,2016-02-17,407.66,4.29
1023,2016-02-18,416.57,3.77
1024,2016-02-19,422.73,4.38
1025,2016-02-20,421.6,4.68
1026,2016-02-21,437.77,4.36
1027,2016-02-22,438.99,4.66
1028,2016-02-23,438.25,5.68
1029,2016-02-24,420.96,5.6
1030,2016-02-25,425.04,6.19
1031,2016-02-26,424.63,6.04
1032,2016-02-27,432.84,5.96
1033,2016-02-28,432.57,6.41
1034,2016-02-29,433.44,6.46
1035,2016-03-01,437.92,6.32
1036,2016-03-02,435.13,7.63
1037,2016-03-03,423.91,8.44
1038,2016-03-04,421.84,9.24
1039,2016-03-05,410.78,10.37
1040,2016-03-06,400.52,11.2
1041,2016-03-07,407.76,11.43
1042,2016-03-08,414.46,9.58
1043,2016-03-09,413.89,9.79
1044,2016-03-10,414.74,11.88
1045,2016-03-11,417.24,11.22
1046,2016-03-12,421.61,11.13
1047,2016-03-13,411.65,13.51
1048,2016-03-14,414.2,14.51
1049,2016-03-15,416.39,13.0
1050,2016-03-16,416.89,13.02
1051,2016-03-17,417.89,12.56
1052,2016-03-18,420.55,11.11
1053,2016-03-19,409.26,11.2
1054,2016-03-20,410.4,10.52
1055,2016-03-21,413.42,10.3
1056,2016-03-22,413.13,11.88
1057,2016-03-23,418.16,11.33
1058,2016-03-24,418.42,12.44
1059,2016-03-25,416.51,11.26
1060,2016-03-26,417.37,10.77
1061,2016-03-27,418.14,10.99
1062,2016-03-28,426.55,10.43
1063,2016-03-29,424.3,11.75
1064,2016-03-30,416.83,11.61
1065,2016-03-31,415.26,11.92
1066,2016-04-01,416.76,11.4
1067,2016-04-02,418.42,11.63
1068,2016-04-03,421.17,11.63
1069,2016-04-04,421.3,11.62
1070,2016-04-05,421.02,11.21
1071,2016-04-06,424.28,10.45
1072,2016-04-07,423.62,10.7
1073,2016-04-08,422.91,10.08
1074,2016-04-09,420.81,9.69
1075,2016-04-10,419.59,9.15
1076,2016-04-11,421.87,8.94
1077,2016-04-12,422.84,8.64
1078,2016-04-13,425.63,7.44
1079,2016-04-14,423.94,8.08
1080,2016-04-15,424.43,8.39
1081,2016-04-16,429.57,8.24
1082,2016-04-17,430.64,8.62
1083,2016-04-18,427.61,9.33
1084,2016-04-19,428.7,9.08
1085,2016-04-20,435.32,8.69
1086,2016-04-21,441.42,8.45
1087,2016-04-22,449.69,8.15
1088,2016-04-23,445.86,7.79
1089,2016-04-24,450.56,8.29
1090,2016-04-25,459.12,8.01
1091,2016-04-26,461.65,7.53
1092,2016-04-27,466.26,7.39
1093,2016-04-28,445.04,7.74
1094,2016-04-29,449.41,7.21
1095,2016-04-30,455.18,7.45
1096,2016-05-01,448.48,8.78
1097,2016-05-02,451.93,8.89
1098,2016-05-03,444.73,10.17
1099,2016-05-04,450.18,9.38
1100,2016-05-05,446.71,9.4
1101,2016-05-06,447.94,9.81
1102,2016-05-07,459.64,9.32
1103,2016-05-08,458.43,9.37
1104,2016-05-09,458.21,9.49
1105,2016-05-10,460.52,9.28
1106,2016-05-11,450.86,9.43
1107,2016-05-12,452.45,10.0
1108,2016-05-13,454.85,10.06
1109,2016-05-14,455.82,10.51
1110,2016-05-15,455.76,10.24
1111,2016-05-16,457.59,9.97
1112,2016-05-17,454.01,11.19
1113,2016-05-18,453.69,12.18
1114,2016-05-19,454.52,13.54
1115,2016-05-20,437.79,14.85
1116,2016-05-21,442.97,13.69
1117,2016-05-22,443.22,14.04
1118,2016-05-23,439.35,14.28
1119,2016-05-24,444.29,13.31
1120,2016-05-25,446.06,12.79
1121,2016-05-26,449.67,12.52
1122,2016-05-27,453.52,12.39
1123,2016-05-28,473.03,11.33
1124,2016-05-29,527.48,12.11
1125,2016-05-30,528.47,12.33
1126,2016-05-31,534.19,12.74
1127,2016-06-01,531.11,14.11
1128,2016-06-02,536.51,13.99
1129,2016-06-03,537.68,13.74
1130,2016-06-04,569.71,13.86
1131,2016-06-05,573.31,13.76
1132,2016-06-06,574.6,14.0
1133,2016-06-07,585.45,13.95
1134,2016-06-08,577.17,14.51
1135,2016-06-09,582.2,14.43
1136,2016-06-10,575.84,14.38
1137,2016-06-11,578.67,13.91
1138,2016-06-12,609.68,14.19
1139,2016-06-13,671.65,15.77
1140,2016-06-14,704.5,17.61
1141,2016-06-15,685.68,18.91
1142,2016-06-16,696.52,18.36
1143,2016-06-17,768.49,20.65
1144,2016-06-18,748.76,15.38
1145,2016-06-19,756.69,11.17
1146,2016-06-20,763.93,12.24
1147,2016-06-21,735.88,11.82
1148,2016-06-22,665.91,13.2
1149,2016-06-23,597.44,13.22
1150,2016-06-24,625.58,13.68
1151,2016-06-25,665.28,14.3
1152,2016-06-26,665.93,14.26
1153,2016-06-27,629.35,13.81
1154,2016-06-28,658.1,13.93
1155,2016-06-29,644.12,12.17
1156,2016-06-30,640.59,12.6
1157,2016-07-01,672.51,12.44
1158,2016-07-02,676.73,12.22
1159,2016-07-03,704.97,12.12
1160,2016-07-04,658.8,11.7
1161,2016-07-05,683.21,11.46
1162,2016-07-06,670.42,10.58
1163,2016-07-07,678.09,10.54
1164,2016-07-08,640.69,10.12
1165,2016-07-09,666.38,11.42
1166,2016-07-10,650.6,10.96
1167,2016-07-11,648.48,10.94
1168,2016-07-12,648.28,10.45
1169,2016-07-13,664.8,10.51
1170,2016-07-14,652.92,10.6
1171,2016-07-15,659.17,11.5
1172,2016-07-16,663.78,11.92
1173,2016-07-17,661.99,11.62
1174,2016-07-18,679.81,11.17
1175,2016-07-19,672.74,11.05
1176,2016-07-20,672.81,11.59
1177,2016-07-21,665.23,12.46
1178,2016-07-22,664.92,12.66
1179,2016-07-23,650.73,14.67
1180,2016-07-24,655.41,14.3
1181,2016-07-25,661.26,12.74
1182,2016-07-26,654.23,13.82
1183,2016-07-27,651.63,12.05
1184,2016-07-28,654.49,12.98
1185,2016-07-29,655.11,12.84
1186,2016-07-30,657.01,12.8
1187,2016-07-31,655.1,12.44
1188,2016-08-01,624.6,11.89
1189,2016-08-02,606.4,10.95
1190,2016-08-03,548.66,8.88
1191,2016-08-04,566.33,10.31
1192,2016-08-05,578.28,11.02
1193,2016-08-06,575.03,10.92
1194,2016-08-07,587.77,10.86
1195,2016-08-08,592.74,10.91
1196,2016-08-09,591.04,11.27
1197,2016-08-10,587.65,12.23
1198,2016-08-11,592.12,12.14
1199,2016-08-12,588.8,11.69
1200,2016-08-13,587.36,11.77
1201,2016-08-14,585.59,11.58
1202,2016-08-15,570.49,11.2
1203,2016-08-16,567.24,11.23
1204,2016-08-17,577.76,11.13
1205,2016-08-18,573.71,10.75
1206,2016-08-19,574.34,10.75
1207,2016-08-20,576.08,10.75
1208,2016-08-21,581.94,11.25
1209,2016-08-22,581.31,11.19
1210,2016-08-23,586.77,11.14
1211,2016-08-24,583.41,11.02
1212,2016-08-25,580.18,11.03
1213,2016-08-26,577.75,11.35
1214,2016-08-27,579.45,11.29
1215,2016-08-28,569.83,11.15
1216,2016-08-29,574.07,10.92
1217,2016-08-30,574.11,10.99
1218,2016-08-31,577.59,11.24
1219,2016-09-01,575.55,11.67
1220,2016-09-02,572.41,11.96
1221,2016-09-03,575.55,12.11
1222,2016-09-04,598.59,11.75
1223,2016-09-05,608.99,11.68
1224,2016-09-06,606.51,11.73
1225,2016-09-07,610.57,11.69
1226,2016-09-08,614.63,11.55
1227,2016-09-09,626.35,11.41
1228,2016-09-10,622.93,11.66
1229,2016-09-11,623.42,12.21
1230,2016-09-12,607.0,11.64
1231,2016-09-13,608.02,11.89
1232,2016-09-14,608.84,11.9
1233,2016-09-15,610.59,11.94
1234,2016-09-16,607.25,11.96
1235,2016-09-17,607.22,12.56
1236,2016-09-18,606.28,12.69
1237,2016-09-19,609.87,12.44
1238,2016-09-20,609.25,13.21
1239,2016-09-21,603.59,14.43
1240,2016-09-22,597.28,13.66
1241,2016-09-23,596.2,13.21
1242,2016-09-24,602.96,13.32
1243,2016-09-25,602.75,12.85
1244,2016-09-26,600.81,13.17
1245,2016-09-27,608.02,12.86
1246,2016-09-28,606.24,13.11
1247,2016-09-29,605.02,13.28
1248,2016-09-30,605.72,13.08
1249,2016-10-01,609.93,13.2
1250,2016-10-02,613.95,13.18
1251,2016-10-03,610.97,13.2
1252,2016-10-04,612.05,13.45
1253,2016-10-05,610.22,13.28
1254,2016-10-06,612.47,13.03
1255,2016-10-07,612.61,12.85
1256,2016-10-08,617.34,12.67
1257,2016-10-09,619.17,12.22
1258,2016-10-10,616.82,12.06
1259,2016-10-11,619.24,11.76
1260,2016-10-12,640.87,11.78
1261,2016-10-13,636.03,11.91
1262,2016-10-14,637.01,11.99
1263,2016-10-15,640.31,11.94
1264,2016-10-16,639.08,11.98
1265,2016-10-17,641.82,11.96
1266,2016-10-18,639.41,12.0
1267,2016-10-19,638.13,12.59
1268,2016-10-20,630.66,12.05
1269,2016-10-21,630.83,12.13
1270,2016-10-22,633.14,12.18
1271,2016-10-23,657.62,12.13
1272,2016-10-24,657.16,12.04
1273,2016-10-25,654.0,11.97
1274,2016-10-26,657.68,11.38
1275,2016-10-27,678.21,11.53
1276,2016-10-28,688.0,11.47
1277,2016-10-29,690.29,11.1
1278,2016-10-30,714.12,10.43
1279,2016-10-31,702.64,11.23
1280,2016-11-01,701.34,10.96
1281,2016-11-02,730.07,10.77
1282,2016-11-03,742.35,10.8
1283,2016-11-04,689.12,10.82
1284,2016-11-05,703.52,11.09
1285,2016-11-06,703.81,10.99
1286,2016-11-07,710.74,10.9
1287,2016-11-08,703.09,10.85
1288,2016-11-09,709.83,10.82
1289,2016-11-10,722.84,10.67
1290,2016-11-11,715.55,10.51
1291,2016-11-12,716.75,10.29
1292,2016-11-13,705.2,9.89
1293,2016-11-14,702.0,10.1
1294,2016-11-15,705.79,9.97
1295,2016-11-16,711.17,10.22
1296,2016-11-17,744.88,10.06
1297,2016-11-18,740.71,9.99
1298,2016-11-19,751.83,9.48
1299,2016-11-20,751.88,9.66
1300,2016-11-21,731.26,9.58
1301,2016-11-22,739.64,9.63
1302,2016-11-23,751.74,9.92
1303,2016-11-24,744.62,9.85
1304,2016-11-25,740.44,9.23
1305,2016-11-26,741.51,9.42
1306,2016-11-27,735.44,9.31
1307,2016-11-28,732.48,9.0
1308,2016-11-29,736.33,8.73
1309,2016-11-30,736.28,8.16
1310,2016-12-01,746.05,8.6
1311,2016-12-02,757.54,8.46
1312,2016-12-03,778.25,7.77
1313,2016-12-04,771.64,7.9
1314,2016-12-05,773.39,7.41
1315,2016-12-06,758.72,6.8
1316,2016-12-07,764.21,7.89
1317,2016-12-08,768.08,8.38
1318,2016-12-09,769.94,8.17
1319,2016-12-10,773.02,8.44
1320,2016-12-11,774.75,8.13
1321,2016-12-12,770.04,8.19
1322,2016-12-13,780.65,8.52
1323,2016-12-14,780.0,8.45
1324,2016-12-15,780.07,8.24
1325,2016-12-16,778.96,7.86
1326,2016-12-17,785.17,7.86
1327,2016-12-18,791.01,7.86
1328,2016-12-19,790.69,7.87
1329,2016-12-20,792.25,7.63
1330,2016-12-21,800.64,7.66
1331,2016-12-22,834.18,7.9
1332,2016-12-23,864.89,7.58
1333,2016-12-24,922.18,7.15
1334,2016-12-25,899.65,7.26
1335,2016-12-26,896.9,7.13
1336,2016-12-27,908.35,7.28
1337,2016-12-28,934.83,7.15
1338,2016-12-29,975.13,7.54
1339,2016-12-30,972.53,8.29
1340,2016-12-31,960.63,8.15
1341,2017-01-01,963.66,7.98
1342,2017-01-02,998.62,8.17
1343,2017-01-03,1021.6,8.37
1344,2017-01-04,1044.4,9.71
1345,2017-01-05,1156.73,11.29
1346,2017-01-06,1014.24,10.29
1347,2017-01-07,903.49,10.24
1348,2017-01-08,908.17,9.87
1349,2017-01-09,913.24,10.31
1350,2017-01-10,902.44,10.37
1351,2017-01-11,908.12,10.54
1352,2017-01-12,775.18,9.72
1353,2017-01-13,803.74,9.83
1354,2017-01-14,825.14,9.79
1355,2017-01-15,818.14,9.83
1356,2017-01-16,821.78,9.88
1357,2017-01-17,830.95,9.64
1358,2017-01-18,909.37,10.3
1359,2017-01-19,888.34,10.24
1360,2017-01-20,898.17,10.39
1361,2017-01-21,895.55,10.6
1362,2017-01-22,922.21,10.91
1363,2017-01-23,925.5,10.71
1364,2017-01-24,910.68,10.73
1365,2017-01-25,891.92,10.62
1366,2017-01-26,902.39,10.57
1367,2017-01-27,918.36,10.58
1368,2017-01-28,919.81,10.54
1369,2017-01-29,922.07,10.56
1370,2017-01-30,920.15,10.49
1371,2017-01-31,920.96,10.56
1372,2017-02-01,970.94,10.74
1373,2017-02-02,990.0,10.74
1374,2017-02-03,1011.46,10.81
1375,2017-02-04,1031.33,11.13
1376,2017-02-05,1043.52,11.44
1377,2017-02-06,1028.4,11.35
1378,2017-02-07,1040.14,11.43
1379,2017-02-08,1062.32,11.54
1380,2017-02-09,1064.7,11.44
1381,2017-02-10,995.63,11.04
1382,2017-02-11,988.9,11.29
1383,2017-02-12,1003.52,11.35
1384,2017-02-13,998.88,11.38
1385,2017-02-14,991.74,11.29
1386,2017-02-15,1006.21,13.04
1387,2017-02-16,1007.65,12.92
1388,2017-02-17,1026.12,12.9
1389,2017-02-18,1049.21,12.71
1390,2017-02-19,1054.76,12.82
1391,2017-02-20,1048.69,12.77
1392,2017-02-21,1079.28,12.34
1393,2017-02-22,1114.8,12.69
1394,2017-02-23,1117.27,12.6
1395,2017-02-24,1172.71,13.13
1396,2017-02-25,1170.41,13.06
1397,2017-02-26,1144.27,13.52
1398,2017-02-27,1163.78,14.51
1399,2017-02-28,1180.72,15.45
1400,2017-03-01,1180.04,15.85
1401,2017-03-02,1224.68,17.36
1402,2017-03-03,1250.71,19.04
1403,2017-03-04,1277.43,19.52
1404,2017-03-05,1254.29,18.5
1405,2017-03-06,1267.47,19.28
1406,2017-03-07,1273.21,19.58
1407,2017-03-08,1223.23,18.88
1408,2017-03-09,1150.35,16.64
1409,2017-03-10,1189.36,17.74
1410,2017-03-11,1116.32,19.37
1411,2017-03-12,1176.62,21.46
1412,2017-03-13,1221.78,23.5
1413,2017-03-14,1232.16,28.57
1414,2017-03-15,1240.16,28.65
1415,2017-03-16,1251.33,35.36
1416,2017-03-17,1180.16,45.93
1417,2017-03-18,1099.69,46.87
1418,2017-03-19,976.73,35.53
1419,2017-03-20,1037.24,44.83
1420,2017-03-21,1055.36,43.51
1421,2017-03-22,1120.65,43.12
1422,2017-03-23,1050.05,42.57
1423,2017-03-24,1038.45,43.64
1424,2017-03-25,936.54,53.58
1425,2017-03-26,974.01,50.77
1426,2017-03-27,972.05,51.31
1427,2017-03-28,1044.58,49.71
1428,2017-03-29,1046.08,50.57
1429,2017-03-30,1042.21,53.12
1430,2017-03-31,1026.64,51.75
1431,2017-04-01,1071.71,50.03
1432,2017-04-02,1080.61,50.74
1433,2017-04-03,1102.95,48.82
1434,2017-04-04,1145.52,43.92
1435,2017-04-05,1134.14,44.66
1436,2017-04-06,1125.81,45.22
1437,2017-04-07,1178.94,42.87
1438,2017-04-08,1172.65,41.8
1439,2017-04-09,1176.57,44.28
1440,2017-04-10,1187.3,43.28
1441,2017-04-11,1187.46,43.5
1442,2017-04-12,1204.81,43.46
1443,2017-04-13,1201.02,46.31
1444,2017-04-14,1170.33,49.97
1445,2017-04-15,1167.3,47.65
1446,2017-04-16,1172.61,49.04
1447,2017-04-17,1183.25,48.66
1448,2017-04-18,1193.77,48.32
1449,2017-04-19,1212.13,50.73
1450,2017-04-20,1211.08,48.13
1451,2017-04-21,1229.42,49.64
1452,2017-04-22,1222.71,48.18
1453,2017-04-23,1231.92,48.59
1454,2017-04-24,1209.63,48.87
1455,2017-04-25,1250.45,50.07
1456,2017-04-26,1265.99,49.91
1457,2017-04-27,1281.88,52.81
1458,2017-04-28,1317.74,62.23
1459,2017-04-29,1317.84,71.39
1460,2017-04-30,1321.87,68.54
1461,2017-05-01,1348.3,79.32
1462,2017-05-02,1421.03,76.65
1463,2017-05-03,1453.78,77.25
1464,2017-05-04,1490.72,79.72
1465,2017-05-05,1540.87,96.73
1466,2017-05-06,1556.81,94.91
1467,2017-05-07,1579.47,97.87
1468,2017-05-08,1596.92,93.75
1469,2017-05-09,1723.89,91.23
1470,2017-05-10,1756.52,91.15
1471,2017-05-11,1780.37,89.77
1472,2017-05-12,1845.76,89.43
1473,2017-05-13,1723.12,88.69
1474,2017-05-14,1800.86,90.87
1475,2017-05-15,1808.44,90.78
1476,2017-05-16,1741.7,92.39
1477,2017-05-17,1726.73,89.25
1478,2017-05-18,1818.7,89.84
1479,2017-05-19,1897.37,97.05
1480,2017-05-20,1984.24,129.22
1481,2017-05-21,2067.03,127.54
1482,2017-05-22,2043.19,158.17
1483,2017-05-23,2191.56,170.82
1484,2017-05-24,2321.37,182.65
1485,2017-05-25,2446.24,189.85
1486,2017-05-26,2320.89,175.22
1487,2017-05-27,2196.27,159.82
1488,2017-05-28,2054.08,158.82
1489,2017-05-29,2159.43,170.13
1490,2017-05-30,2255.36,195.61
1491,2017-05-31,2187.19,231.58
1492,2017-06-01,2288.33,230.89
1493,2017-06-02,2404.03,222.29
1494,2017-06-03,2493.72,223.46
1495,2017-06-04,2547.79,224.12
1496,2017-06-05,2512.4,245.26
1497,2017-06-06,2690.84,248.6
1498,2017-06-07,2869.38,264.26
1499,2017-06-08,2720.49,257.99
1500,2017-06-09,2807.44,261.75
1501,2017-06-10,2828.14,282.01
1502,2017-06-11,2942.41,338.79
1503,2017-06-12,2953.22,341.16
1504,2017-06-13,2680.91,395.69
1505,2017-06-14,2716.88,397.59
1506,2017-06-15,2499.58,358.51
1507,2017-06-16,2469.57,361.18
1508,2017-06-17,2514.01,369.88
1509,2017-06-18,2655.35,379.52
1510,2017-06-19,2549.03,371.86
1511,2017-06-20,2591.26,370.33
1512,2017-06-21,2709.43,359.54
1513,2017-06-22,2691.03,337.73
1514,2017-06-23,2707.34,336.49
1515,2017-06-24,2738.52,341.63
1516,2017-06-25,2607.25,323.47
1517,2017-06-26,2590.57,302.95
1518,2017-06-27,2478.45,272.69
1519,2017-06-28,2553.03,293.04
1520,2017-06-29,2567.56,328.37
1521,2017-06-30,2539.24,303.15
1522,2017-07-01,2492.6,293.35
1523,2017-07-02,2436.4,275.12
1524,2017-07-03,2498.56,288.41
1525,2017-07-04,2561.0,282.19
1526,2017-07-05,2602.87,273.1
1527,2017-07-06,2608.1,268.86
1528,2017-07-07,2608.59,270.35
1529,2017-07-08,2520.27,245.89
1530,2017-07-09,2572.61,251.82
1531,2017-07-10,2525.25,243.01
1532,2017-07-11,2385.89,211.53
1533,2017-07-12,2332.77,197.15
1534,2017-07-13,2402.7,231.81
1535,2017-07-14,2360.59,209.53
1536,2017-07-15,2230.12,199.71
1537,2017-07-16,1991.98,169.57
1538,2017-07-17,1932.62,159.99
1539,2017-07-18,2233.52,195.03
1540,2017-07-19,2323.08,234.94
1541,2017-07-20,2269.89,205.42
1542,2017-07-21,2838.41,226.06
1543,2017-07-22,2668.63,217.86
1544,2017-07-23,2808.1,229.12
1545,2017-07-24,2732.7,226.28
1546,2017-07-25,2757.5,224.37
1547,2017-07-26,2577.77,207.09
1548,2017-07-27,2538.71,204.86
1549,2017-07-28,2679.73,204.32
1550,2017-07-29,2807.02,193.34
1551,2017-07-30,2724.39,206.74
1552,2017-07-31,2763.24,197.41
1553,2017-08-01,2871.3,204.69
1554,2017-08-02,2727.13,227.01
1555,2017-08-03,2709.56,220.18
1556,2017-08-04,2806.93,225.31
1557,2017-08-05,2897.63,222.85
1558,2017-08-06,3257.61,256.42
1559,2017-08-07,3212.78,261.24
1560,2017-08-08,3370.22,269.1
1561,2017-08-09,3420.4,297.63
1562,2017-08-10,3341.84,296.96
1563,2017-08-11,3373.82,294.5
1564,2017-08-12,3650.63,308.71
1565,2017-08-13,3880.04,310.37
1566,2017-08-14,4066.1,298.03
1567,2017-08-15,4326.99,299.95
1568,2017-08-16,4200.34,289.82
1569,2017-08-17,4384.44,302.81
1570,2017-08-18,4324.34,301.7
1571,2017-08-19,4137.75,296.18
1572,2017-08-20,4189.31,296.64
1573,2017-08-21,4090.48,300.48
1574,2017-08-22,3998.35,321.06
1575,2017-08-23,4089.01,315.27
1576,2017-08-24,4137.6,317.45
1577,2017-08-25,4332.82,326.11
1578,2017-08-26,4372.06,331.99
1579,2017-08-27,4345.1,334.36
1580,2017-08-28,4384.45,350.04
1581,2017-08-29,4389.21,347.96
1582,2017-08-30,4570.36,369.47
1583,2017-08-31,4555.59,378.44
1584,2017-09-01,4701.76,383.47
1585,2017-09-02,4901.42,387.82
1586,2017-09-03,4585.27,350.23
1587,2017-09-04,4591.63,347.13
1588,2017-09-05,4228.29,297.57
1589,2017-09-06,4376.59,313.8
1590,2017-09-07,4589.14,333.52
1591,2017-09-08,4605.16,329.64
1592,2017-09-09,4229.81,296.17
1593,2017-09-10,4229.34,294.06
1594,2017-09-11,4122.47,289.75
1595,2017-09-12,4168.88,294.63
1596,2017-09-13,4131.98,291.12
1597,2017-09-14,3875.37,276.59
1598,2017-09-15,3166.3,215.22
1599,2017-09-16,3637.75,250.87
1600,2017-09-17,3606.28,245.85
1601,2017-09-18,3591.09,252.23
1602,2017-09-19,4073.79,293.66
1603,2017-09-20,3916.36,282.01
1604,2017-09-21,3901.47,283.26
1605,2017-09-22,3628.02,258.11
1606,2017-09-23,3629.92,264.6
1607,2017-09-24,3796.15,286.21
1608,2017-09-25,3681.58,282.22
1609,2017-09-26,3928.41,292.35
1610,2017-09-27,3892.94,287.02
1611,2017-09-28,4197.13,306.47
1612,2017-09-29,4171.62,299.12
1613,2017-09-30,4166.11,291.48
1614,2017-10-01,4341.05,301.55
1615,2017-10-02,4395.81,302.48
1616,2017-10-03,4408.46,297.48
1617,2017-10-04,4319.37,292.75
1618,2017-10-05,4229.88,292.77
1619,2017-10-06,4324.46,295.15
1620,2017-10-07,4369.35,308.89
1621,2017-10-08,4429.67,311.06
1622,2017-10-09,4614.52,308.67
1623,2017-10-10,4776.21,297.6
1624,2017-10-11,4789.25,301.18
1625,2017-10-12,4829.58,303.5
1626,2017-10-13,5464.16,304.08
1627,2017-10-14,5643.53,338.85
1628,2017-10-15,5835.96,339.53
1629,2017-10-16,5687.57,336.71
1630,2017-10-17,5741.58,333.48
1631,2017-10-18,5603.82,316.94
1632,2017-10-19,5583.74,314.54
1633,2017-10-20,5708.11,308.05
1634,2017-10-21,5996.79,303.57
1635,2017-10-22,6036.66,300.55
1636,2017-10-23,6006.0,295.1
1637,2017-10-24,5935.52,287.12
1638,2017-10-25,5524.6,298.44
1639,2017-10-26,5747.95,298.02
1640,2017-10-27,5899.74,296.51
1641,2017-10-28,5787.82,297.92
1642,2017-10-29,5754.44,296.38
1643,2017-10-30,6114.85,304.78
1644,2017-10-31,6132.02,307.38
1645,2017-11-01,6440.97,305.76
1646,2017-11-02,6777.77,290.73
1647,2017-11-03,7087.53,288.5
1648,2017-11-04,7164.48,305.48
1649,2017-11-05,7404.52,300.04
1650,2017-11-06,7403.22,296.43
1651,2017-11-07,7023.1,298.57
1652,2017-11-08,7141.38,294.27
1653,2017-11-09,7446.83,308.64
1654,2017-11-10,7173.73,320.67
1655,2017-11-11,6618.61,298.59
1656,2017-11-12,6295.45,314.69
1657,2017-11-13,5938.25,307.02
1658,2017-11-14,6561.48,316.76
1659,2017-11-15,6634.76,337.96
1660,2017-11-16,7323.24,333.44
1661,2017-11-17,7853.57,330.17
1662,2017-11-18,7697.21,331.98
1663,2017-11-19,7766.03,347.4
1664,2017-11-20,8039.07,354.09
1665,2017-11-21,8205.74,367.44
1666,2017-11-22,8077.95,360.31
1667,2017-11-23,8232.38,381.44
1668,2017-11-24,8074.02,412.5
1669,2017-11-25,8241.71,475.68
1670,2017-11-26,8789.04,465.97
1671,2017-11-27,9352.72,471.53
1672,2017-11-28,9823.43,480.52
1673,2017-11-29,10077.4,473.28
1674,2017-11-30,9906.79,431.21
1675,2017-12-01,10198.6,445.21
1676,2017-12-02,10978.3,466.85
1677,2017-12-03,11082.7,463.7
1678,2017-12-04,11315.4,466.05
1679,2017-12-05,11685.7,470.29
1680,2017-12-06,11923.4,462.6
1681,2017-12-07,14266.1,426.37
1682,2017-12-08,17802.9,434.99
1683,2017-12-09,16523.3,457.34
1684,2017-12-10,15168.4,472.79
1685,2017-12-11,15427.4,440.36
1686,2017-12-12,16919.8,522.29
1687,2017-12-13,17500.0,644.91
1688,2017-12-14,16384.6,700.59
1689,2017-12-15,16601.3,696.38
1690,2017-12-16,17760.3,686.19
1691,2017-12-17,19475.8,696.24
1692,2017-12-18,19106.4,721.73
1693,2017-12-19,19118.3,793.9
1694,2017-12-20,17760.3,827.52
1695,2017-12-21,16642.4,820.24
1696,2017-12-22,15898.0,822.64
1697,2017-12-23,13948.7,681.32
1698,2017-12-24,14608.2,721.77
1699,2017-12-25,13995.9,698.87
1700,2017-12-26,14036.6,763.37
1701,2017-12-27,16163.5,774.97
1702,2017-12-28,15864.1,762.21
1703,2017-12-29,14695.8,740.39
1704,2017-12-30,14681.9,753.82
1705,2017-12-31,12897.7,712.21
1706,2018-01-01,14112.2,755.76
1707,2018-01-02,13625.0,772.35
1708,2018-01-03,14978.2,886.0
1709,2018-01-04,15270.7,961.71
1710,2018-01-05,15477.2,975.75
