,date,btc_price,eth_price,ltc_price,name,total,price,open,high,low,vol,change
28,9/7/15,239.93,1.3,3.04,6404.0,2829670.0,,,,,,
29,9/8/15,239.85,1.25,3.05,6411.0,2836081.0,,,,,,
30,9/9/15,243.41,1.24,3.05,6422.0,2842503.0,,,,,,
31,9/10/15,238.34,1.21,2.92,6431.0,2848934.0,,,,,,
32,9/11/15,238.33,1.16,2.95,6434.0,2855368.0,,,,,,
33,9/12/15,239.85,0.9872280000000001,2.96,6436.0,2861804.0,,,,,,
34,9/13/15,235.24,1.04,2.82,6437.0,2868241.0,,,,,,
35,9/14/15,230.61,0.940566,2.81,6442.0,2874683.0,,,,,,
36,9/15/15,230.49,0.875189,2.84,6450.0,2881133.0,,,,,,
37,9/16/15,230.25,0.9419770000000001,2.83,6465.0,2887598.0,,,,,,
38,9/17/15,229.08,0.9068649999999999,2.81,6468.0,2894066.0,,,,,,
39,9/18/15,233.52,0.874574,2.91,6474.0,2900540.0,,,,,,
40,9/19/15,232.86,0.8496030000000001,2.95,6475.0,2907015.0,,,,,,
41,9/20/15,231.4,0.881191,2.88,6476.0,2913491.0,,,,,,
42,9/21/15,231.22,0.9414959999999999,2.85,6477.0,2919968.0,,,,,,
43,9/22/15,226.97,0.9193370000000001,2.8,6482.0,2926450.0,,,,,,
44,9/23/15,230.94,0.90356,2.86,6484.0,2932934.0,,,,,,
45,9/24/15,230.36,0.8967959999999999,2.87,6492.0,2939426.0,,,,,,
46,9/25/15,234.36,0.820031,2.93,6493.0,2945919.0,,,,,,
47,9/26/15,235.08,0.73763,2.89,6494.0,2952413.0,,,,,,
48,9/27/15,234.14,0.791277,2.89,6497.0,2958910.0,,,,,,
49,9/28/15,232.84,0.723715,2.88,6498.0,2965408.0,,,,,,
50,9/29/15,239.02,0.579414,3.1,6502.0,2971910.0,,,,,,
51,9/30/15,236.64,0.661192,2.97,6507.0,2978417.0,,,,,,
52,10/1/15,236.0,0.7343069999999999,3.01,6509.0,2984926.0,,,,,,
53,10/2/15,237.26,0.683732,3.0,6512.0,2991438.0,,,,,,
54,10/3/15,237.2,0.678783,3.0,6516.0,2997954.0,,,,,,
55,10/4/15,238.53,0.686343,3.03,,,,,,,,
56,10/5/15,238.15,0.666784,3.02,6517.0,3004471.0,,,,,,
57,10/6/15,240.36,0.622218,3.02,6518.0,3010989.0,,,,,,
58,10/7/15,246.17,0.650515,3.15,6520.0,3017509.0,,,,,,
59,10/8/15,243.07,0.6095010000000001,3.06,6529.0,3024038.0,,,,,,
60,10/9/15,242.5,0.655084,3.07,6541.0,3030579.0,,,,,,
61,10/10/15,243.74,0.641187,3.11,6542.0,3037121.0,,,,,,
62,10/11/15,244.74,0.6274609999999999,3.11,,,,,,,,
63,10/12/15,246.88,0.6345149999999999,3.15,,,,,,,,
64,10/13/15,245.2,0.627943,3.14,6547.0,3043668.0,,,,,,
65,10/14/15,249.49,0.61224,3.18,6548.0,3050216.0,,,,,,
66,10/15/15,252.11,0.523278,3.15,6555.0,3056771.0,,,,,,
67,10/16/15,254.3,0.562593,3.11,6561.0,3063332.0,,,,,,
68,10/17/15,262.75,0.534117,3.11,6564.0,3069896.0,,,,,,
69,10/18/15,270.91,0.547913,3.07,,,,,,,,
70,10/19/15,261.86,0.517621,3.03,6567.0,3076463.0,,,,,,
71,10/20/15,263.57,0.489629,3.05,6569.0,3083032.0,,,,,,
72,10/21/15,269.31,0.43158900000000006,3.09,,,,,,,,
73,10/22/15,266.5,0.444988,3.08,6571.0,3089603.0,,,,,,
74,10/23/15,273.65,0.5663699999999999,3.12,6572.0,3096175.0,,,,,,
75,10/24/15,276.5,0.5396810000000001,3.11,6574.0,3102749.0,,,,,,
76,10/25/15,281.44,0.563207,3.11,,,,,,,,
77,10/26/15,283.63,0.619743,3.07,,,,,,,,
78,10/27/15,285.18,0.7088899999999999,3.11,6580.0,3109329.0,,,,,,
79,10/28/15,293.7,0.8709379999999999,3.1,6589.0,3115918.0,,,,,,
80,10/29/15,304.32,1.01,3.1,6590.0,3122508.0,,,,,,
81,10/30/15,313.94,1.21,3.77,6594.0,3129102.0,,,,,,
82,10/31/15,328.51,1.05,4.08,6595.0,3135697.0,,,,,,
83,11/1/15,315.0,0.920847,3.82,,,,,,,,
84,11/2/15,325.94,1.06,3.98,6597.0,3142294.0,,,,,,
85,11/3/15,361.87,0.994568,4.17,6602.0,3148896.0,,,,,,
86,11/4/15,403.66,1.01,4.58,6605.0,3155501.0,,,,,,
87,11/5/15,408.08,0.900699,4.2,6615.0,3162116.0,,,,,,
88,11/6/15,388.05,0.9047719999999999,3.95,6619.0,3168735.0,,,,,,
89,11/7/15,374.27,0.923732,3.55,6627.0,3175362.0,,,,,,
90,11/8/15,384.28,0.9156610000000001,3.62,6632.0,3181994.0,,,,,,
91,11/9/15,374.32,1.03,3.43,6634.0,3188628.0,,,,,,
92,11/10/15,379.98,1.0,3.4,6638.0,3195266.0,,,,,,
93,11/11/15,339.82,0.9412959999999999,3.12,6643.0,3201909.0,,,,,,
94,11/12/15,314.08,0.796455,2.97,6648.0,3208557.0,,,,,,
95,11/13/15,338.5,0.9077219999999999,3.27,6652.0,3215209.0,,,,,,
96,11/14/15,336.62,0.9054690000000001,3.22,6655.0,3221864.0,,,,,,
97,11/15/15,333.05,0.891217,3.2,,,,,,,,
98,11/16/15,319.74,0.906166,3.07,6662.0,3228526.0,,,,,,
99,11/17/15,330.36,0.924948,3.19,6674.0,3235200.0,,,,,,
100,11/18/15,334.59,0.9932139999999999,3.2,,,,,,,,
101,11/19/15,334.68,0.988713,3.19,6682.0,3241882.0,,,,,,
102,11/20/15,326.41,0.955735,3.14,,,,,,,,
103,11/21/15,322.09,0.928758,3.12,6691.0,3248573.0,,,,,,
104,11/22/15,326.98,0.979765,3.16,6693.0,3255266.0,,,,,,
105,11/23/15,324.35,0.967493,3.14,6695.0,3261961.0,,,,,,
106,11/24/15,323.01,0.946442,3.13,6699.0,3268660.0,,,,,,
107,11/25/15,320.05,0.893827,3.11,6701.0,3275361.0,,,,,,
108,11/26/15,328.3,0.863273,3.35,6703.0,3282064.0,,,,,,
109,11/27/15,351.86,0.8821,3.6,6704.0,3288768.0,,,,,,
110,11/28/15,357.14,0.868102,3.58,6706.0,3295474.0,,,,,,
111,11/29/15,357.47,0.9141440000000001,3.53,6708.0,3302182.0,,,,,,
112,11/30/15,371.44,0.879951,3.66,6709.0,3308891.0,,,,,,
113,12/1/15,377.41,0.878316,3.63,6711.0,3315602.0,,,,,,
114,12/2/15,361.85,0.8731709999999999,3.43,6712.0,3322314.0,,,,,,
115,12/3/15,359.33,0.818546,3.35,6713.0,3329027.0,,,,,,
116,12/4/15,361.26,0.812082,3.38,6715.0,3335742.0,,,,,,
117,12/5/15,363.72,0.841195,3.37,6717.0,3342459.0,,,,,,
118,12/6/15,389.56,0.866417,3.53,6718.0,3349177.0,,,,,,
119,12/7/15,389.98,0.8363219999999999,3.45,6721.0,3355898.0,,,,,,
120,12/8/15,395.75,0.806024,3.65,6724.0,3362622.0,,,,,,
121,12/9/15,414.44,0.8244540000000001,3.68,6728.0,3369350.0,,,,,,
122,12/10/15,417.99,0.7955899999999999,3.67,6729.0,3376079.0,,,,,,
123,12/11/15,415.28,0.839995,3.67,6732.0,3382811.0,,,,,,
124,12/12/15,452.33,0.9311959999999999,3.84,6734.0,3389545.0,,,,,,
125,12/13/15,431.66,0.9715379999999999,3.6,6741.0,3396286.0,,,,,,
126,12/14/15,433.27,0.95662,3.64,6744.0,3403030.0,,,,,,
127,12/15/15,443.88,0.9905889999999999,3.62,6745.0,3409775.0,,,,,,
128,12/16/15,465.21,1.02,3.84,6748.0,3416523.0,,,,,,
129,12/17/15,454.78,0.993043,3.7,6749.0,3423272.0,,,,,,
130,12/18/15,455.85,0.938327,3.75,6752.0,3430024.0,,,,,,
131,12/19/15,463.55,0.921524,3.77,6753.0,3436777.0,,,,,,
132,12/20/15,462.23,0.9082399999999999,3.74,,,,,,,,
133,12/21/15,442.84,0.906065,3.55,,,,,,,,
134,12/22/15,437.44,0.8949729999999999,3.46,,,,,,,,
135,12/23/15,436.72,0.8617819999999999,3.43,6754.0,3443531.0,,,,,,
136,12/24/15,443.09,0.859433,3.59,6756.0,3450287.0,,,,,,
137,12/25/15,454.86,0.861993,3.65,,,,,,,,
138,12/26/15,455.76,0.870766,3.64,6757.0,3457044.0,,,,,,
139,12/27/15,416.51,0.853166,3.42,,,,,,,,
140,12/28/15,423.34,0.8563559999999999,3.48,6758.0,3463802.0,,,,,,
141,12/29/15,422.1,0.843835,3.47,,,,,,,,
142,12/30/15,433.3,0.874258,3.51,,,,,,,,
143,12/31/15,425.88,0.912098,3.46,6759.0,3470561.0,,,,,,
144,1/1/16,430.72,0.9337120000000001,3.48,6760.0,3477321.0,,,,,,
145,1/2/16,434.62,0.947401,3.52,6763.0,3484084.0,,,,,,
146,1/3/16,433.58,0.9384299999999999,3.5,6764.0,3490848.0,,,,,,
147,1/4/16,430.06,0.972045,3.48,6766.0,3497614.0,,,,,,
148,1/5/16,433.07,0.953147,3.49,6767.0,3504381.0,,,,,,
149,1/6/16,431.86,0.9500280000000001,3.47,6769.0,3511150.0,,,,,,
150,1/7/16,430.01,0.955801,3.45,6771.0,3517921.0,,,,,,
151,1/8/16,457.54,0.942752,3.6,6772.0,3524693.0,,,,,,
152,1/9/16,453.38,0.9855010000000001,3.57,6773.0,3531466.0,,,,,,
153,1/10/16,448.24,0.985557,3.56,6774.0,3538240.0,,,,,,
154,1/11/16,448.7,0.999216,3.53,6779.0,3545019.0,,,,,,
155,1/12/16,448.18,1.07,3.55,,,,,,,,
156,1/13/16,434.67,1.14,3.49,6781.0,3551800.0,,,,,,
157,1/14/16,432.29,1.12,3.47,6782.0,3558582.0,,,,,,
158,1/15/16,430.25,1.18,3.46,6783.0,3565365.0,,,,,,
159,1/16/16,365.07,1.22,2.97,6784.0,3572149.0,,,,,,
160,1/17/16,387.15,1.22,3.09,6786.0,3578935.0,,,,,,
161,1/18/16,381.73,1.33,3.02,,,,,,,,
162,1/19/16,387.03,1.42,3.05,6787.0,3585722.0,,,,,,
163,1/20/16,379.74,1.36,3.01,6792.0,3592514.0,,,,,,
164,1/21/16,419.63,1.53,3.38,6799.0,3599313.0,,,,,,
165,1/22/16,409.75,1.55,3.23,6801.0,3606114.0,,,,,,
166,1/23/16,382.43,1.5,3.08,,,,,,,,
167,1/24/16,388.1,1.9,3.11,6803.0,3612917.0,,,,,,
168,1/25/16,402.32,2.15,3.19,,,,,,,,
169,1/26/16,392.0,2.53,3.13,6807.0,3619724.0,,,,,,
170,1/27/16,392.44,2.25,3.16,6812.0,3626536.0,,,,,,
171,1/28/16,395.15,2.41,3.29,6814.0,3633350.0,,,,,,
172,1/29/16,380.11,2.54,3.14,,,,,,,,
173,1/30/16,378.87,2.51,3.12,,,,,,,,
174,1/31/16,378.29,2.44,3.1,6815.0,3640165.0,,,,,,
175,2/1/16,369.35,2.32,3.07,6821.0,3646986.0,,,,,,
176,2/2/16,372.92,2.22,3.09,6826.0,3653812.0,,,,,,
177,2/3/16,374.65,2.43,3.09,6829.0,3660641.0,,,,,,
178,2/4/16,370.17,2.53,3.06,6833.0,3667474.0,,,,,,
179,2/5/16,388.9,2.57,3.17,6834.0,3674308.0,,,,,,
180,2/6/16,386.59,2.53,3.15,,,,,,,,
181,2/7/16,376.51,2.54,3.11,,,,,,,,
182,2/8/16,376.76,2.97,3.09,6836.0,3681144.0,,,,,,
183,2/9/16,373.42,3.17,3.08,6838.0,3687982.0,,,,,,
184,2/10/16,376.15,4.0,3.09,,,,,,,,
185,2/11/16,382.11,4.5,3.11,6840.0,3694822.0,,,,,,
186,2/12/16,379.69,5.95,3.09,6842.0,3701664.0,,,,,,
187,2/13/16,384.64,5.69,3.12,6843.0,3708507.0,,,,,,
188,2/14/16,392.93,5.4,3.15,6845.0,3715352.0,,,,,,
189,2/15/16,407.57,5.33,3.23,6846.0,3722198.0,,,,,,
190,2/16/16,401.43,5.33,3.2,6849.0,3729047.0,,,,,,
191,2/17/16,407.66,4.29,3.23,6851.0,3735898.0,,,,,,
192,2/18/16,416.57,3.77,3.25,6854.0,3742752.0,,,,,,
193,2/19/16,422.73,4.38,3.26,6857.0,3749609.0,,,,,,
194,2/20/16,421.6,4.68,3.27,6858.0,3756467.0,,,,,,
195,2/21/16,437.77,4.36,3.46,6859.0,3763326.0,,,,,,
