,Unnamed: 0,date,btc_price,eth_price,ltc_price,name,total,price,open,high,low,vol,change
494,494,2014-09-07,485.13,,4.99,,,,,,,,
495,495,2014-09-08,481.81,,5.16,,,,,,,,
496,496,2014-09-09,474.88,,5.09,,,,,,,,
497,497,2014-09-10,475.48,,5.06,,,,,,,,
498,498,2014-09-11,479.62,,5.34,,,,,,,,
499,499,2014-09-12,479.58,,5.46,,,,,,,,
500,500,2014-09-13,477.79,,5.39,,,,,,,,
501,501,2014-09-14,479.12,,5.45,,,,,,,,
502,502,2014-09-15,477.76,,5.4,,,,,,,,
503,503,2014-09-16,474.86,,5.17,,,,,,,,
504,504,2014-09-17,465.86,,5.09,,,,,,,,
505,505,2014-09-18,456.86,,5.07,,,,,,,,
506,506,2014-09-19,424.1,,4.69,,,,,,,,
507,507,2014-09-20,394.67,,4.33,,,,,,,,
508,508,2014-09-21,408.08,,4.26,,,,,,,,
509,509,2014-09-22,399.1,,4.25,,,,,,,,
510,510,2014-09-23,402.09,,4.24,,,,,,,,
511,511,2014-09-24,435.75,,4.74,,,,,,,,
512,512,2014-09-25,423.16,,4.67,,,,,,,,
513,513,2014-09-26,411.43,,4.51,,,,,,,,
514,514,2014-09-27,403.56,,4.43,,,,,,,,
515,515,2014-09-28,399.47,,4.42,,,,,,,,
516,516,2014-09-29,376.93,,4.24,,,,,,,,
517,517,2014-09-30,376.09,,4.25,,,,,,,,
518,518,2014-10-01,387.43,,4.47,,,,,,,,
519,519,2014-10-02,383.99,,4.43,,,,,,,,
520,520,2014-10-03,375.18,,4.32,,,,,,,,
521,521,2014-10-04,359.89,,4.17,,,,,,,,
522,522,2014-10-05,328.92,,3.94,,,,,,,,
523,523,2014-10-06,320.39,,3.7,,,,,,,,
524,524,2014-10-07,330.58,,3.81,,,,,,,,
525,525,2014-10-08,336.12,,3.86,,,,,,,,
526,526,2014-10-09,352.75,,3.91,,,,,,,,
527,527,2014-10-10,364.69,,3.9,,,,,,,,
528,528,2014-10-11,361.36,,3.8,,,,,,,,
529,529,2014-10-12,362.61,,3.78,,,,,,,,
530,530,2014-10-13,377.92,,3.85,,,,,,,,
531,531,2014-10-14,391.69,,3.86,,,,,,,,
532,532,2014-10-15,400.95,,4.08,,,,,,,,
533,533,2014-10-16,394.52,,4.06,,,,,,,,
534,534,2014-10-17,382.76,,3.99,,,,,,,,
535,535,2014-10-18,383.98,,3.99,,,,,,,,
536,536,2014-10-19,391.25,,4.06,,,,,,,,
537,537,2014-10-20,389.23,,3.98,,,,,,,,
538,538,2014-10-21,382.42,,3.91,,,,,,,,
539,539,2014-10-22,386.12,,3.94,,,,,,,,
540,540,2014-10-23,382.96,,3.85,,,,,,,,
541,541,2014-10-24,358.59,,3.74,,,,,,,,
542,542,2014-10-25,358.61,,3.75,,,,,,,,
543,543,2014-10-26,347.49,,3.67,,,,,,,,
544,544,2014-10-27,354.78,,3.72,,,,,,,,
545,545,2014-10-28,353.21,,3.81,,,,,,,,
546,546,2014-10-29,357.09,,3.85,,,,,,,,
547,547,2014-10-30,335.71,,3.73,,,,,,,,
548,548,2014-10-31,345.01,,3.78,,,,,,,,
549,549,2014-11-01,338.65,,3.76,,,,,,,,
550,550,2014-11-02,326.07,,3.58,,,,,,,,
551,551,2014-11-03,325.57,,3.59,,,,,,,,
552,552,2014-11-04,327.16,,3.58,,,,,,,,
553,553,2014-11-05,330.68,,3.59,,,,,,,,
554,554,2014-11-06,339.46,,3.64,,,,,,,,
555,555,2014-11-07,349.82,,3.65,,,,,,,,
556,556,2014-11-08,342.15,,3.56,,,,,,,,
557,557,2014-11-09,345.38,,3.55,,,,,,,,
558,558,2014-11-10,362.26,,3.63,,,,,,,,
559,559,2014-11-11,365.86,,3.7,,,,,,,,
560,560,2014-11-12,367.99,,3.68,,,,,,,,
561,561,2014-11-13,427.27,,4.13,,,,,,,,
562,562,2014-11-14,418.42,,4.09,,,,,,,,
563,563,2014-11-15,399.65,,3.99,,,,,,,,
564,564,2014-11-16,374.73,,3.84,,,,,,,,
565,565,2014-11-17,388.35,,3.88,,,,,,,,
566,566,2014-11-18,387.79,,3.88,,,,,,,,
567,567,2014-11-19,373.9,,3.78,,,,,,,,
568,568,2014-11-20,380.31,,3.81,,,,,,,,
569,569,2014-11-21,357.88,,3.61,,,,,,,,
570,570,2014-11-22,351.6,,3.5,,,,,,,,
571,571,2014-11-23,353.18,,3.52,,,,,,,,
572,572,2014-11-24,366.95,,3.59,,,,,,,,
573,573,2014-11-25,376.89,,3.62,,,,,,,,
574,574,2014-11-26,376.02,,3.57,,,,,,,,
575,575,2014-11-27,370.5,,3.57,,,,,,,,
576,576,2014-11-28,369.37,,3.56,,,,,,,,
577,577,2014-11-29,376.15,,3.6,,,,,,,,
578,578,2014-11-30,375.51,,3.59,,,,,,,,
579,579,2014-12-01,378.25,,3.58,,,,,,,,
580,580,2014-12-02,379.25,,3.58,,,,,,,,
581,581,2014-12-03,381.72,,3.63,,,,,,,,
582,582,2014-12-04,375.72,,3.61,,,,,,,,
583,583,2014-12-05,369.44,,3.59,,,,,,,,
584,584,2014-12-06,376.76,,3.62,,,,,,,,
585,585,2014-12-07,374.84,,3.62,,,,,,,,
586,586,2014-12-08,374.96,,3.71,,,,,,,,
587,587,2014-12-09,361.89,,3.66,,,,,,,,
588,588,2014-12-10,352.2,,3.52,,,,,,,,
589,589,2014-12-11,344.34,,3.49,,,,,,,,
590,590,2014-12-12,350.83,,3.48,,,,,,,,
591,591,2014-12-13,352.38,,3.49,,,,,,,,
592,592,2014-12-14,346.73,,3.48,,,,,,,,
593,593,2014-12-15,351.36,,3.48,,,,,,,,
594,594,2014-12-16,345.67,,3.45,,,,,,,,
595,595,2014-12-17,326.86,,3.01,,,,,,,,
596,596,2014-12-18,319.79,,2.94,,,,,,,,
597,597,2014-12-19,311.18,,2.81,,,,,,,,
598,598,2014-12-20,317.62,,2.87,,,,,,,,
599,599,2014-12-21,329.54,,2.91,,,,,,,,
600,600,2014-12-22,321.07,,2.86,,,,,,,,
601,601,2014-12-23,332.02,,2.89,,,,,,,,
602,602,2014-12-24,334.38,,2.88,,,,,,,,
603,603,2014-12-25,322.29,,2.74,,,,,,,,
604,604,2014-12-26,319.15,,2.7,,,,,,,,
605,605,2014-12-27,327.58,,2.78,,,,,,,,
606,606,2014-12-28,316.16,,2.72,,,,,,,,
607,607,2014-12-29,317.7,,2.73,,,,,,,,
608,608,2014-12-30,312.72,,2.7,,,,,,,,
609,609,2014-12-31,310.91,,2.7,,,,,,,,
610,610,2015-01-01,320.44,,2.72,,,,,,,,
611,611,2015-01-02,314.08,,2.7,,,,,,,,
612,612,2015-01-03,314.85,,2.67,,,,,,,,
613,613,2015-01-04,281.15,,2.11,,,,,,,,
614,614,2015-01-05,265.08,,1.96,,,,,,,,
615,615,2015-01-06,274.61,,2.08,,,,,,,,
616,616,2015-01-07,286.08,,2.12,,,,,,,,
617,617,2015-01-08,294.13,,2.12,,,,,,,,
618,618,2015-01-09,282.38,,2.01,,,,,,,,
619,619,2015-01-10,287.3,,1.97,,,,,,,,
620,620,2015-01-11,274.61,,1.65,,,,,,,,
621,621,2015-01-12,266.15,,1.72,,,,,,,,
622,622,2015-01-13,267.39,,1.71,,,,,,,,
623,623,2015-01-14,223.89,,1.55,,,,,,,,
624,624,2015-01-15,176.9,,1.15,,,,,,,,
625,625,2015-01-16,209.07,,1.28,,,,,,,,
626,626,2015-01-17,207.83,,1.4,,,,,,,,
627,627,2015-01-18,200.05,,1.3,,,,,,,,
628,628,2015-01-19,211.47,,1.33,,,,,,,,
629,629,2015-01-20,212.91,,1.34,,,,,,,,
630,630,2015-01-21,211.38,,1.32,,,,,,,,
631,631,2015-01-22,227.32,,1.37,,,,,,,,
632,632,2015-01-23,233.52,,1.41,,,,,,,,
633,633,2015-01-24,232.7,,1.43,,,,,,,,
634,634,2015-01-25,247.35,,1.84,,,,,,,,
635,635,2015-01-26,254.08,,2.25,,,,,,,,
636,636,2015-01-27,273.17,,2.07,,,,,,,,
637,637,2015-01-28,263.35,,2.09,,,,,,,,
638,638,2015-01-29,233.35,,1.88,,,,,,,,
639,639,2015-01-30,232.77,,1.91,,,,,,,,
640,640,2015-01-31,226.44,,1.9,,,,,,,,
641,641,2015-02-01,216.87,,1.88,,,,,,,,
642,642,2015-02-02,226.49,,1.81,,,,,,,,
643,643,2015-02-03,237.45,,1.87,,,,,,,,
644,644,2015-02-04,227.51,,1.82,,,,,,,,
645,645,2015-02-05,227.66,,1.79,,,,,,,,
646,646,2015-02-06,216.92,,1.74,,,,,,,,
647,647,2015-02-07,222.63,,1.76,,,,,,,,
648,648,2015-02-08,227.69,,1.79,,,,,,,,
649,649,2015-02-09,223.39,,1.79,,,,,,,,
650,650,2015-02-10,220.28,,1.73,,,,,,,,
651,651,2015-02-11,219.73,,1.76,,,,,,,,
652,652,2015-02-12,219.21,,1.73,,,,,,,,
653,653,2015-02-13,221.97,,1.76,,,,,,,,
654,654,2015-02-14,235.53,,1.82,,,,,,,,
655,655,2015-02-15,257.51,,1.94,,,,,,,,
656,656,2015-02-16,234.82,,1.84,,,,,,,,
657,657,2015-02-17,233.42,,1.79,,,,,,,,
658,658,2015-02-18,243.78,,1.86,,,,,,,,
659,659,2015-02-19,236.41,,1.83,,,,,,,,
660,660,2015-02-20,240.25,,1.84,,,,,,,,
661,661,2015-02-21,243.75,,1.85,,,,,,,,
662,662,2015-02-22,244.54,,1.85,,,,,,,,
663,663,2015-02-23,236.0,,1.8,,,,,,,,
664,664,2015-02-24,239.0,,1.81,,,,,,,,
665,665,2015-02-25,238.89,,1.83,,,,,,,,
666,666,2015-02-26,237.34,,1.81,,,,,,,,
667,667,2015-02-27,236.44,,1.8,,,,,,,,
668,668,2015-02-28,253.52,,1.85,,,,,,,,
669,669,2015-03-01,254.28,,1.85,,,,,,,,
670,670,2015-03-02,260.36,,1.89,,,,,,,,
671,671,2015-03-03,275.05,,1.94,,,,,,,,
672,672,2015-03-04,281.99,,1.96,,,,,,,,
673,673,2015-03-05,272.74,,1.92,,,,,,,,
674,674,2015-03-06,275.6,,1.92,,,,,,,,
675,675,2015-03-07,272.29,,1.89,,,,,,,,
676,676,2015-03-08,276.43,,1.91,,,,,,,,
677,677,2015-03-09,274.81,,1.89,,,,,,,,
678,678,2015-03-10,289.86,,1.94,,,,,,,,
679,679,2015-03-11,291.52,,2.01,,,,,,,,
680,680,2015-03-12,296.13,,2.02,,,,,,,,
681,681,2015-03-13,294.12,,2.04,,,,,,,,
682,682,2015-03-14,284.44,,2.0,,,,,,,,
683,683,2015-03-15,281.43,,1.99,,,,,,,,
684,684,2015-03-16,285.69,,2.02,,,,,,,,
685,685,2015-03-17,290.6,,2.03,,,,,,,,
686,686,2015-03-18,285.07,,1.98,,,,,,,,
687,687,2015-03-19,255.88,,1.74,,,,,,,,
688,688,2015-03-20,260.96,,1.76,,,,,,,,
689,689,2015-03-21,261.64,,1.77,,,,,,,,
690,690,2015-03-22,259.92,,1.75,,,,,,,,
691,691,2015-03-23,267.89,,1.8,,,,,,,,
692,692,2015-03-24,266.58,,1.78,,,,,,,,
693,693,2015-03-25,247.47,,1.65,,,,,,,,
694,694,2015-03-26,246.28,,1.67,,,,,,,,
695,695,2015-03-27,248.57,,1.69,,,,,,,,
696,696,2015-03-28,246.97,,1.68,,,,,,,,
697,697,2015-03-29,252.74,,1.7,,,,,,,,
698,698,2015-03-30,242.88,,1.66,,,,,,,,
699,699,2015-03-31,247.45,,1.67,,,,,,,,
700,700,2015-04-01,244.22,,1.65,,,,,,,,
701,701,2015-04-02,247.09,,1.67,,,,,,,,
702,702,2015-04-03,253.07,,1.68,,,,,,,,
703,703,2015-04-04,254.29,,1.7,,,,,,,,
704,704,2015-04-05,253.76,,1.68,,,,,,,,
705,705,2015-04-06,260.72,,1.7,,,,,,,,
706,706,2015-04-07,255.27,,1.69,,,,,,,,
707,707,2015-04-08,253.06,,1.67,,,,,,,,
708,708,2015-04-09,244.75,,1.62,,,,,,,,
709,709,2015-04-10,243.69,,1.59,,,,,,,,
710,710,2015-04-11,236.02,,1.52,,,,,,,,
711,711,2015-04-12,236.53,,1.46,,,,,,,,
712,712,2015-04-13,235.95,,1.47,,,,,,,,
713,713,2015-04-14,224.76,,1.38,,,,,,,,
714,714,2015-04-15,219.07,,1.38,,,,,,,,
715,715,2015-04-16,223.92,,1.38,,,,,,,,
716,716,2015-04-17,228.57,,1.42,,,,,,,,
717,717,2015-04-18,222.85,,1.41,,,,,,,,
718,718,2015-04-19,223.46,,1.41,,,,,,,,
719,719,2015-04-20,222.61,,1.38,,,,,,,,
720,720,2015-04-21,224.62,,1.41,,,,,,,,
721,721,2015-04-22,235.6,,1.43,,,,,,,,
722,722,2015-04-23,234.05,,1.46,,,,,,,,
723,723,2015-04-24,235.97,,1.46,,,,,,,,
724,724,2015-04-25,231.24,,1.42,,,,,,,,
725,725,2015-04-26,226.41,,1.4,,,,,,,,
726,726,2015-04-27,219.43,,1.32,,,,,,,,
727,727,2015-04-28,228.97,,1.38,,,,,,,,
728,728,2015-04-29,225.59,,1.36,,,,,,,,
729,729,2015-04-30,225.69,,1.36,,,,,,,,
730,730,2015-05-01,235.94,,1.44,,,,,,,,
731,731,2015-05-02,232.34,,1.41,,,,,,,,
732,732,2015-05-03,234.88,,1.42,,,,,,,,
733,733,2015-05-04,240.36,,1.43,,,,,,,,
734,734,2015-05-05,238.85,,1.41,,,,,,,,
735,735,2015-05-06,236.25,,1.41,,,,,,,,
736,736,2015-05-07,229.66,,1.39,,,,,,,,
737,737,2015-05-08,237.2,,1.45,,,,,,,,
738,738,2015-05-09,243.77,,1.48,,,,,,,,
739,739,2015-05-10,241.73,,1.45,,,,,,,,
740,740,2015-05-11,240.3,,1.44,,,,,,,,
741,741,2015-05-12,242.15,,1.44,,,,,,,,
742,742,2015-05-13,241.4,,1.44,,,,,,,,
743,743,2015-05-14,236.21,,1.45,,,,,,,,
744,744,2015-05-15,236.96,,1.45,,,,,,,,
745,745,2015-05-16,237.64,,1.45,,,,,,,,
746,746,2015-05-17,236.01,,1.45,,,,,,,,
747,747,2015-05-18,236.89,,1.45,,,,,,,,
748,748,2015-05-19,233.04,,1.45,,,,,,,,
749,749,2015-05-20,231.89,,1.45,,,,,,,,
750,750,2015-05-21,234.02,,1.46,,,,,,,,
751,751,2015-05-22,235.32,,1.48,,,,,,,,
752,752,2015-05-23,240.29,,1.83,,,,,,,,
753,753,2015-05-24,238.98,,1.79,,,,,,,,
754,754,2015-05-25,240.93,,1.83,,,,,,,,
755,755,2015-05-26,237.1,,1.8,,,,,,,,
756,756,2015-05-27,237.06,,1.82,,,,,,,,
757,757,2015-05-28,237.26,,1.85,,,,,,,,
758,758,2015-05-29,237.38,,1.84,,,,,,,,
759,759,2015-05-30,237.09,,1.83,,,,,,,,
760,760,2015-05-31,233.13,,1.81,,,,,,,,
761,761,2015-06-01,230.23,,1.64,,,,,,,,
762,762,2015-06-02,222.89,,1.62,,,,,,,,
763,763,2015-06-03,225.74,,1.67,,,,,,,,
764,764,2015-06-04,225.77,,1.69,,,,,,,,
765,765,2015-06-05,224.15,,1.67,,,,,,,,
766,766,2015-06-06,225.0,,1.76,,,,,,,,
767,767,2015-06-07,225.6,,1.76,,,,,,,,
768,768,2015-06-08,222.88,,1.73,,,,,,,,
769,769,2015-06-09,228.54,,1.78,,,,,,,,
770,770,2015-06-10,229.0,,1.8,,,,,,,,
771,771,2015-06-11,228.85,,1.76,,,,,,,,
772,772,2015-06-12,229.71,,1.79,,,,,,,,
773,773,2015-06-13,229.92,,1.8,,,,,,,,
774,774,2015-06-14,232.44,,1.86,,,,,,,,
775,775,2015-06-15,233.42,,2.0,,,,,,,,
776,776,2015-06-16,236.76,,2.02,,,,,,,,
777,777,2015-06-17,250.82,,2.9,,,,,,,,
778,778,2015-06-18,249.43,,2.89,,,,,,,,
779,779,2015-06-19,249.04,,3.1,,,,,,,,
780,780,2015-06-20,244.53,,2.81,,,,,,,,
781,781,2015-06-21,245.1,,3.04,,,,,,,,
782,782,2015-06-22,243.97,,3.02,,,,,,,,
783,783,2015-06-23,246.93,,3.03,,,,,,,,
784,784,2015-06-24,244.28,,2.97,,,,,,,,
785,785,2015-06-25,240.37,,2.77,,,,,,,,
786,786,2015-06-26,242.6,,2.85,,,,,,,,
787,787,2015-06-27,243.55,,2.86,,,,,,,,
788,788,2015-06-28,250.96,,3.09,,,,,,,,
789,789,2015-06-29,248.72,,3.19,,,,,,,,
790,790,2015-06-30,257.04,,3.74,,,,,,,,
791,791,2015-07-01,263.35,,4.09,,,,,,,,
792,792,2015-07-02,258.55,,3.93,,,,,,,,
793,793,2015-07-03,255.46,,4.06,,,,,,,,
794,794,2015-07-04,256.49,,4.12,,,,,,,,
795,795,2015-07-05,260.81,,4.13,,,,,,,,
796,796,2015-07-06,271.11,,4.95,,,,,,,,
797,797,2015-07-07,269.96,,5.44,,,,,,,,
798,798,2015-07-08,265.98,,5.25,,,,,,,,
799,799,2015-07-09,270.83,,6.36,,,,,,,,
800,800,2015-07-10,269.16,,7.53,,,,,,,,
801,801,2015-07-11,284.88,,4.48,,,,,,,,
802,802,2015-07-12,293.14,,4.39,,,,,,,,
803,803,2015-07-13,310.83,,5.3,,,,,,,,
804,804,2015-07-14,292.03,,4.68,,,,,,,,
805,805,2015-07-15,288.05,,4.65,,,,,,,,
806,806,2015-07-16,286.04,,4.2,,,,,,,,
807,807,2015-07-17,278.09,,3.72,,,,,,,,
808,808,2015-07-18,279.33,,3.78,,,,,,,,
809,809,2015-07-19,274.77,,4.0,,,,,,,,
810,810,2015-07-20,273.5,,3.77,,,,,,,,
811,811,2015-07-21,278.88,,3.93,,,,,,,,
812,812,2015-07-22,275.66,,3.78,,,,,,,,
813,813,2015-07-23,277.34,,3.83,,,,,,,,
814,814,2015-07-24,276.0,,3.79,,,,,,,,
815,815,2015-07-25,288.16,,4.6,,,,,,,,
816,816,2015-07-26,288.64,,4.63,,,,,,,,
817,817,2015-07-27,292.64,,4.68,,,,,,,,
818,818,2015-07-28,293.63,,4.67,,,,,,,,
819,819,2015-07-29,294.48,,5.05,,,,,,,,
820,820,2015-07-30,289.1,,4.79,,,,,,,,
821,821,2015-07-31,287.7,,4.58,,,,,,,,
822,822,2015-08-01,284.69,,4.64,,,,,,,,
823,823,2015-08-02,280.45,,4.09,,,,,,,,
824,824,2015-08-03,282.81,,4.17,,,,,,,,
825,825,2015-08-04,281.23,,4.18,,,,,,,,
826,826,2015-08-05,284.85,,4.37,,,,,,,,
827,827,2015-08-06,281.91,,4.35,,,,,,,,
828,828,2015-08-07,278.74,,4.06,,,,,,,,
829,829,2015-08-08,279.74,,4.22,,,,,,,,
830,830,2015-08-09,261.12,,3.84,,,,,,,,
831,831,2015-08-10,265.48,0.713989,3.9,,,,,,,,
832,832,2015-08-11,264.34,0.708087,3.95,,,,,,,,
833,833,2015-08-12,270.6,1.06,4.14,,,,,,,,
834,834,2015-08-13,266.18,1.22,3.97,,,,,,,,
835,835,2015-08-14,264.13,1.81,3.88,,,,,,,,
836,836,2015-08-15,265.53,1.8,4.02,,,,,,,,
837,837,2015-08-16,261.87,1.68,3.93,,,,,,,,
838,838,2015-08-17,258.49,1.58,3.96,,,,,,,,
839,839,2015-08-18,257.93,1.22,3.98,,,,,,,,
840,840,2015-08-19,225.67,1.17,3.48,,,,,,,,
841,841,2015-08-20,226.9,1.25,3.47,,,,,,,,
842,842,2015-08-21,235.35,1.48,3.6,,,,,,,,
843,843,2015-08-22,232.66,1.4,3.56,,,,,,,,
844,844,2015-08-23,230.38,1.38,3.51,,,,,,,,
845,845,2015-08-24,228.11,1.35,3.39,,,,,,,,
846,846,2015-08-25,210.07,1.23,2.98,,,,,,,,
847,847,2015-08-26,222.08,1.13,2.95,,,,,,,,
848,848,2015-08-27,226.05,1.17,2.95,,,,,,,,
849,849,2015-08-28,224.7,1.15,2.84,,,,,,,,
850,850,2015-08-29,231.55,1.19,2.92,,,,,,,,
851,851,2015-08-30,229.9,1.18,2.87,,,,,,,,
852,852,2015-08-31,229.11,1.32,2.85,,,,,,,,
853,853,2015-09-01,230.26,1.35,2.85,,,,,,,,
854,854,2015-09-02,228.03,1.35,2.82,,,,,,,,
855,855,2015-09-03,229.32,1.3,2.8,,,,,,,,
856,856,2015-09-04,227.22,1.26,2.64,,,,,,,,
857,857,2015-09-05,230.2,1.28,2.7,,,,,,,,
858,858,2015-09-06,234.87,1.34,2.92,,,,,,,,
859,859,2015-09-07,239.93,1.3,3.04,,,,,,,,
860,860,2015-09-08,239.85,1.25,3.05,,,,,,,,
861,861,2015-09-09,243.41,1.24,3.05,,,,,,,,
862,862,2015-09-10,238.34,1.21,2.92,,,,,,,,
863,863,2015-09-11,238.33,1.16,2.95,,,,,,,,
864,864,2015-09-12,239.85,0.987228,2.96,,,,,,,,
865,865,2015-09-13,235.24,1.04,2.82,,,,,,,,
866,866,2015-09-14,230.61,0.940566,2.81,,,,,,,,
867,867,2015-09-15,230.49,0.875189,2.84,,,,,,,,
868,868,2015-09-16,230.25,0.941977,2.83,,,,,,,,
869,869,2015-09-17,229.08,0.906865,2.81,,,,,,,,
870,870,2015-09-18,233.52,0.874574,2.91,,,,,,,,
871,871,2015-09-19,232.86,0.8496030000000001,2.95,,,,,,,,
872,872,2015-09-20,231.4,0.881191,2.88,,,,,,,,
873,873,2015-09-21,231.22,0.941496,2.85,,,,,,,,
874,874,2015-09-22,226.97,0.919337,2.8,,,,,,,,
875,875,2015-09-23,230.94,0.90356,2.86,,,,,,,,
876,876,2015-09-24,230.36,0.8967959999999999,2.87,,,,,,,,
877,877,2015-09-25,234.36,0.820031,2.93,,,,,,,,
878,878,2015-09-26,235.08,0.73763,2.89,,,,,,,,
879,879,2015-09-27,234.14,0.791277,2.89,,,,,,,,
880,880,2015-09-28,232.84,0.723715,2.88,,,,,,,,
881,881,2015-09-29,239.02,0.579414,3.1,,,,,,,,
882,882,2015-09-30,236.64,0.661192,2.97,,,,,,,,
883,883,2015-10-01,236.0,0.7343069999999999,3.01,,,,,,,,
884,884,2015-10-02,237.26,0.683732,3.0,,,,,,,,
885,885,2015-10-03,237.2,0.678783,3.0,,,,,,,,
886,886,2015-10-04,238.53,0.686343,3.03,,,,,,,,
887,887,2015-10-05,238.15,0.666784,3.02,,,,,,,,
888,888,2015-10-06,240.36,0.622218,3.02,,,,,,,,
889,889,2015-10-07,246.17,0.650515,3.15,,,,,,,,
890,890,2015-10-08,243.07,0.6095010000000001,3.06,,,,,,,,
891,891,2015-10-09,242.5,0.655084,3.07,,,,,,,,
892,892,2015-10-10,243.74,0.641187,3.11,,,,,,,,
893,893,2015-10-11,244.74,0.6274609999999999,3.11,,,,,,,,
894,894,2015-10-12,246.88,0.6345149999999999,3.15,,,,,,,,
895,895,2015-10-13,245.2,0.627943,3.14,,,,,,,,
896,896,2015-10-14,249.49,0.61224,3.18,,,,,,,,
897,897,2015-10-15,252.11,0.523278,3.15,,,,,,,,
898,898,2015-10-16,254.3,0.562593,3.11,,,,,,,,
899,899,2015-10-17,262.75,0.534117,3.11,,,,,,,,
900,900,2015-10-18,270.91,0.547913,3.07,,,,,,,,
901,901,2015-10-19,261.86,0.517621,3.03,,,,,,,,
902,902,2015-10-20,263.57,0.489629,3.05,,,,,,,,
903,903,2015-10-21,269.31,0.4315890000000001,3.09,,,,,,,,
904,904,2015-10-22,266.5,0.444988,3.08,,,,,,,,
905,905,2015-10-23,273.65,0.5663699999999999,3.12,,,,,,,,
906,906,2015-10-24,276.5,0.5396810000000001,3.11,,,,,,,,
907,907,2015-10-25,281.44,0.563207,3.11,,,,,,,,
908,908,2015-10-26,283.63,0.619743,3.07,,,,,,,,
909,909,2015-10-27,285.18,0.7088899999999999,3.11,,,,,,,,
910,910,2015-10-28,293.7,0.8709379999999999,3.1,,,,,,,,
911,911,2015-10-29,304.32,1.01,3.1,,,,,,,,
912,912,2015-10-30,313.94,1.21,3.77,,,,,,,,
913,913,2015-10-31,328.51,1.05,4.08,,,,,,,,
914,914,2015-11-01,315.0,0.920847,3.82,,,,,,,,
915,915,2015-11-02,325.94,1.06,3.98,,,,,,,,
916,916,2015-11-03,361.87,0.994568,4.17,,,,,,,,
917,917,2015-11-04,403.66,1.01,4.58,,,,,,,,
918,918,2015-11-05,408.08,0.900699,4.2,,,,,,,,
919,919,2015-11-06,388.05,0.904772,3.95,,,,,,,,
920,920,2015-11-07,374.27,0.923732,3.55,,,,,,,,
921,921,2015-11-08,384.28,0.915661,3.62,,,,,,,,
922,922,2015-11-09,374.32,1.03,3.43,,,,,,,,
923,923,2015-11-10,379.98,1.0,3.4,,,,,,,,
924,924,2015-11-11,339.82,0.941296,3.12,,,,,,,,
925,925,2015-11-12,314.08,0.796455,2.97,,,,,,,,
926,926,2015-11-13,338.5,0.907722,3.27,,,,,,,,
927,927,2015-11-14,336.62,0.905469,3.22,,,,,,,,
928,928,2015-11-15,333.05,0.891217,3.2,,,,,,,,
929,929,2015-11-16,319.74,0.906166,3.07,,,,,,,,
930,930,2015-11-17,330.36,0.924948,3.19,,,,,,,,
931,931,2015-11-18,334.59,0.993214,3.2,,,,,,,,
932,932,2015-11-19,334.68,0.988713,3.19,,,,,,,,
933,933,2015-11-20,326.41,0.955735,3.14,,,,,,,,
934,934,2015-11-21,322.09,0.928758,3.12,,,,,,,,
935,935,2015-11-22,326.98,0.979765,3.16,,,,,,,,
936,936,2015-11-23,324.35,0.967493,3.14,,,,,,,,
937,937,2015-11-24,323.01,0.946442,3.13,,,,,,,,
938,938,2015-11-25,320.05,0.893827,3.11,,,,,,,,
939,939,2015-11-26,328.3,0.863273,3.35,,,,,,,,
940,940,2015-11-27,351.86,0.8821,3.6,,,,,,,,
941,941,2015-11-28,357.14,0.868102,3.58,,,,,,,,
942,942,2015-11-29,357.47,0.914144,3.53,,,,,,,,
943,943,2015-11-30,371.44,0.879951,3.66,,,,,,,,
944,944,2015-12-01,377.41,0.878316,3.63,,,,,,,,
945,945,2015-12-02,361.85,0.8731709999999999,3.43,,,,,,,,
946,946,2015-12-03,359.33,0.818546,3.35,,,,,,,,
947,947,2015-12-04,361.26,0.812082,3.38,,,,,,,,
948,948,2015-12-05,363.72,0.841195,3.37,,,,,,,,
949,949,2015-12-06,389.56,0.866417,3.53,,,,,,,,
950,950,2015-12-07,389.98,0.8363219999999999,3.45,,,,,,,,
951,951,2015-12-08,395.75,0.806024,3.65,,,,,,,,
952,952,2015-12-09,414.44,0.8244540000000001,3.68,,,,,,,,
953,953,2015-12-10,417.99,0.7955899999999999,3.67,,,,,,,,
954,954,2015-12-11,415.28,0.839995,3.67,,,,,,,,
955,955,2015-12-12,452.33,0.931196,3.84,,,,,,,,
956,956,2015-12-13,431.66,0.971538,3.6,,,,,,,,
957,957,2015-12-14,433.27,0.95662,3.64,,,,,,,,
958,958,2015-12-15,443.88,0.990589,3.62,,,,,,,,
959,959,2015-12-16,465.21,1.02,3.84,,,,,,,,
960,960,2015-12-17,454.78,0.993043,3.7,,,,,,,,
961,961,2015-12-18,455.85,0.938327,3.75,,,,,,,,
962,962,2015-12-19,463.55,0.921524,3.77,,,,,,,,
963,963,2015-12-20,462.23,0.90824,3.74,,,,,,,,
964,964,2015-12-21,442.84,0.906065,3.55,,,,,,,,
965,965,2015-12-22,437.44,0.8949729999999999,3.46,,,,,,,,
966,966,2015-12-23,436.72,0.8617819999999999,3.43,,,,,,,,
967,967,2015-12-24,443.09,0.859433,3.59,,,,,,,,
968,968,2015-12-25,454.86,0.861993,3.65,,,,,,,,
969,969,2015-12-26,455.76,0.870766,3.64,,,,,,,,
970,970,2015-12-27,416.51,0.853166,3.42,,,,,,,,
