,date,price(USD),eth_price_USD
789,2017-10-07,4369.35,308.89
790,2017-10-08,4429.67,311.06
791,2017-10-09,4614.52,308.67
792,2017-10-10,4776.21,297.6
793,2017-10-11,4789.25,301.18
794,2017-10-12,4829.58,303.5
795,2017-10-13,5464.16,304.08
796,2017-10-14,5643.53,338.85
797,2017-10-15,5835.96,339.53
798,2017-10-16,5687.57,336.71
799,2017-10-17,5741.58,333.48
800,2017-10-18,5603.82,316.94
801,2017-10-19,5583.74,314.54
802,2017-10-20,5708.11,308.05
803,2017-10-21,5996.79,303.57
804,2017-10-22,6036.66,300.55
805,2017-10-23,6006.0,295.1
806,2017-10-24,5935.52,287.12
807,2017-10-25,5524.6,298.44
808,2017-10-26,5747.95,298.02
809,2017-10-27,5899.74,296.51
810,2017-10-28,5787.82,297.92
811,2017-10-29,5754.44,296.38
812,2017-10-30,6114.85,304.78
813,2017-10-31,6132.02,307.38
814,2017-11-01,6440.97,305.76
815,2017-11-02,6777.77,290.73
816,2017-11-03,7087.53,288.5
817,2017-11-04,7164.48,305.48
818,2017-11-05,7404.52,300.04
819,2017-11-06,7403.22,296.43
820,2017-11-07,7023.1,298.57
821,2017-11-08,7141.38,294.27
822,2017-11-09,7446.83,308.64
823,2017-11-10,7173.73,320.67
824,2017-11-11,6618.61,298.59
825,2017-11-12,6295.45,314.69
826,2017-11-13,5938.25,307.02
827,2017-11-14,6561.48,316.76
828,2017-11-15,6634.76,337.96
829,2017-11-16,7323.24,333.44
830,2017-11-17,7853.57,330.17
831,2017-11-18,7697.21,331.98
832,2017-11-19,7766.03,347.4
833,2017-11-20,8039.07,354.09
834,2017-11-21,8205.74,367.44
835,2017-11-22,8077.95,360.31
836,2017-11-23,8232.38,381.44
837,2017-11-24,8074.02,412.5
838,2017-11-25,8241.71,475.68
839,2017-11-26,8789.04,465.97
840,2017-11-27,9352.72,471.53
841,2017-11-28,9823.43,480.52
842,2017-11-29,10077.4,473.28
843,2017-11-30,9906.79,431.21
844,2017-12-01,10198.6,445.21
845,2017-12-02,10978.3,466.85
846,2017-12-03,11082.7,463.7
847,2017-12-04,11315.4,466.05
848,2017-12-05,11685.7,470.29
849,2017-12-06,11923.4,462.6
850,2017-12-07,14266.1,426.37
851,2017-12-08,17802.9,434.99
852,2017-12-09,16523.3,457.34
853,2017-12-10,15168.4,472.79
854,2017-12-11,15427.4,440.36
855,2017-12-12,16919.8,522.29
856,2017-12-13,17500.0,644.91
857,2017-12-14,16384.6,700.59
858,2017-12-15,16601.3,696.38
859,2017-12-16,17760.3,686.19
860,2017-12-17,19475.8,696.24
861,2017-12-18,19106.4,721.73
862,2017-12-19,19118.3,793.9
863,2017-12-20,17760.3,827.52
864,2017-12-21,16642.4,820.24
865,2017-12-22,15898.0,822.64
866,2017-12-23,13948.7,681.32
867,2017-12-24,14608.2,721.77
868,2017-12-25,13995.9,698.87
869,2017-12-26,14036.6,763.37
870,2017-12-27,16163.5,774.97
871,2017-12-28,15864.1,762.21
872,2017-12-29,14695.8,740.39
873,2017-12-30,14681.9,753.82
874,2017-12-31,12897.7,712.21
875,2018-01-01,14112.2,755.76
876,2018-01-02,13625.0,772.35
877,2018-01-03,14978.2,886.0
878,2018-01-04,15270.7,961.71
879,2018-01-05,15477.2,975.75
880,2018-01-06,17462.1,995.15
881,2018-01-07,17527.3,1043.01
882,2018-01-08,16476.2,1158.26
883,2018-01-09,15123.7,1146.0
884,2018-01-10,14588.5,1300.34
885,2018-01-11,14968.2,1268.09
886,2018-01-12,13453.9,1158.29
887,2018-01-13,13952.4,1270.47
888,2018-01-14,14370.8,1397.48
889,2018-01-15,13767.3,1365.21
890,2018-01-16,13836.1,1292.63
891,2018-01-17,11431.1,1061.34
892,2018-01-18,11198.8,1016.44
893,2018-01-19,11429.8,1028.82
894,2018-01-20,11656.2,1044.95
895,2018-01-21,12889.2,1155.68
896,2018-01-22,11633.1,1055.35
897,2018-01-23,10944.5,1004.17
898,2018-01-24,10903.4,987.48
899,2018-01-25,11421.7,1063.22
900,2018-01-26,11256.0,1052.7
901,2018-01-27,11174.9,1055.75
902,2018-01-28,11475.3,1111.78
903,2018-01-29,11755.5,1246.7
904,2018-01-30,11306.8,1184.13
905,2018-01-31,10108.2,1071.09
906,2018-02-01,10237.3,1119.37
907,2018-02-02,9142.28,1035.77
908,2018-02-03,8852.12,919.21
909,2018-02-04,9175.7,964.67
910,2018-02-05,8270.54,834.96
911,2018-02-06,7051.75,707.74
912,2018-02-07,7755.49,790.43
913,2018-02-08,7637.86,755.84
914,2018-02-09,8271.84,818.48
915,2018-02-10,8720.08,882.47
916,2018-02-11,8616.13,859.29
917,2018-02-12,8141.43,817.51
918,2018-02-13,8926.72,869.29
919,2018-02-14,8599.92,844.28
920,2018-02-15,9488.32,923.73
921,2018-02-16,10135.7,934.79
922,2018-02-17,10207.5,944.75
923,2018-02-18,11123.4,973.35
924,2018-02-19,10552.6,921.67
925,2018-02-20,11231.8,943.57
