date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees
8/31/16,793769278.2,233237,9149730000,577.59,75840900,1787.5,63.78789563
9/1/16,753251491.5,227277,9118280000,575.55,76923400,1637.5,61.8596503
9/2/16,652881956.7,237131,9069550000,572.41,79910800,2025,60.17185475
9/3/16,622634298.9,184841,9120440000,575.55,159014000,1587.5,51.3752546
9/4/16,500893470.1,181407,9486370000,598.59,97942900,2162.5,47.30087673
9/5/16,668839755.8,217298,9652490000,608.99,82446800,1775,60.24055169
9/6/16,890396377.3,230414,9614140000,606.51,78529100,1675,61.1978289
9/7/16,722241379.8,250133,9679610000,610.57,75032400,1887.5,63.82177086
9/8/16,706641333.6,226737,9745120000,614.63,86713000,1762.5,59.05842244
9/9/16,866917406.5,223378,9931980000,626.35,64550200,1875,64.04047509
9/10/16,626045956.6,201925,9878730000,622.93,45016800,1800,52.98923538
9/11/16,588670256.8,181868,9887780000,623.42,73610800,2212.5,48.04488153
9/12/16,779817897.4,206981,9628560000,607,72812300,2062.5,54.52138569
9/13/16,728971402.7,236641,9645930000,608.02,86920600,1975,67.42386781
9/14/16,759819629.8,228030,9660080000,608.84,47877700,1950,62.83099293
9/15/16,648726619.8,232442,9688940000,610.59,59464600,1862.5,58.37547142
9/16/16,850264879.2,214566,9637020000,607.25,64963400,1962.5,63.97432146
9/17/16,512741452.6,219318,9637600000,607.22,37140300,1875,59.87402843
9/18/16,559193890.4,192468,9623950000,606.28,48679400,1825,52.19520153
9/19/16,609090451.4,207626,9681960000,609.87,54796400,1725,62.62962459
9/20/16,864463845.1,242705,9673140000,609.25,72710900,1812.5,68.54662378
9/21/16,939789490,248696,9584260000,603.59,82776200,2037.5,67.24185109
9/22/16,837936071.3,220861,9485280000,597.28,67085300,1887.5,60.46038209
9/23/16,935173034.6,232837,9469130000,596.2,51067000,1687.5,62.43187871
9/24/16,651216237.9,212270,9577520000,602.96,35359500,1937.5,60.10889387
9/25/16,707291343.7,195163,9575360000,602.75,33977800,2400,50.0120384
9/26/16,1056920496,226679,9545830000,600.81,59153800,1975,59.23807501
9/27/16,828794034.8,236626,9661590000,608.02,49422400,1900,61.83353282
9/28/16,1206264168,238258,9634530000,606.24,48722600,2012.5,64.73933198
9/29/16,849944276,233415,9616160000,605.02,55658600,1812.5,65.77145122
9/30/16,1050438732,257342,9628250000,605.72,56122400,1625,71.30425819
10/1/16,893636215.1,218163,9696280000,609.93,56357000,2112.5,59.84406969
10/2/16,583274686.5,199335,9761330000,613.95,39249800,1837.5,54.36143903
10/3/16,956275400.3,246087,9714980000,610.97,46798300,1712.5,70.03215871
10/4/16,861737258.6,255788,9733330000,612.05,49801600,1975,71.85589749
10/5/16,1073888075,272946,9705320000,610.22,68077500,2087.5,73.87769096
10/6/16,1105807230,269396,9742370000,612.47,56812100,2037.5,76.38916565
10/7/16,1092215275,265521,9745740000,612.61,64071400,1775,72.83993345
10/8/16,1156176994,263869,9822100000,617.34,42345900,2125,70.16266113
10/9/16,1264691045,213221,9852480000,619.17,39243400,2000,58.44625182
10/10/16,1523217746,207895,9816270000,616.82,67481100,1612.5,63.73455985
10/11/16,1334026678,269618,9855650000,619.24,103590000,1725,78.48796874
10/12/16,1460753275,230090,10201000000,640.87,92370200,1737.5,71.47980659
10/13/16,813808258.5,232296,10125100000,636.03,61620700,1650,67.4793587
10/14/16,920416608.3,234496,10141600000,637.01,58144600,1737.5,66.08457031
10/15/16,1833184718,219579,10195200000,640.31,39035400,1687.5,65.20498203
10/16/16,1508702417,200214,10176800000,639.08,40298100,1700,58.19844566
10/17/16,1020806199,227464,10221300000,641.82,58063600,1575,70.4016413
10/18/16,1322693241,245888,10184000000,639.41,65546700,1875,75.41165925
10/19/16,1187998586,242999,10164800000,638.13,69381700,1800,70.39845876
10/20/16,1016808859,234923,10046700000,630.66,56957300,1512.5,82.32236443
10/21/16,1943142847,265910,10050300000,630.83,55951000,1812.5,77.91618092
10/22/16,796145880.9,222179,10088400000,633.14,78556500,2100,63.84172178
10/23/16,674602308.3,184180,10479700000,657.62,54474600,1712.5,64.18451866
10/24/16,2495119520,252485,10473500000,657.16,62218200,1950,87.24842143
10/25/16,1792491709,232388,10424300000,654,90378800,1675,91.00613124
10/26/16,1143440869,217664,10484000000,657.68,88877100,1750,125.7584803
10/27/16,2255689759,306175,10812500000,678.21,96105300,1875,114.424628
10/28/16,957566020.8,259256,10969800000,688,81145500,1912.5,84.22143798
10/29/16,870891884.9,231509,11007600000,690.29,134761000,1825,73.4437806
10/30/16,819127061,207965,11388800000,714.12,100665000,2112.5,64.19342495
10/31/16,1015504778,238427,11207200000,702.64,97064400,1937.5,74.23372961
11/1/16,1076924713,250535,11187700000,701.34,130527000,1862.5,79.23399161
11/2/16,2821538692,261894,11647200000,730.07,84865200,1625,79.0376041
11/3/16,4281598074,260775,11844300000,742.35,172808000,1837.5,75.62880049
11/4/16,4131067434,256715,10996400000,689.12,99907700,1562.5,85.15752693
11/5/16,3842073571,243521,11227200000,703.52,53752300,1750,76.99280592
11/6/16,3774481118,231821,11233000000,703.81,59902200,2000,71.73547548
11/7/16,2902030827,257838,11344800000,710.74,65047100,1762.5,84.26874872
11/8/16,2330391818,297839,11224000000,703.09,79660800,2112.5,92.25579885
11/9/16,1762196289,274968,11333000000,709.83,132429000,1775,86.18415816
11/10/16,1156986147,266146,11542100000,722.84,68807800,2112.5,80.88736609
11/11/16,843643133.2,260368,11427200000,715.55,63119700,2000,74.68452714
11/12/16,591197008.1,235478,11447700000,716.75,64622500,2100,66.23916645
11/13/16,605380335,217642,11264500000,705.2,80318100,1937.5,63.51389121
11/14/16,813730544.7,256989,11214600000,702,62993000,2037.5,75.73821358
11/15/16,904619527.1,280376,11283400000,705.79,72038500,1925,81.45620336
11/16/16,1243666359,293190,11370700000,711.17,141294000,2200,81.2106822
11/17/16,1002768435,272826,11911300000,744.88,108579000,1975,85.14237505
11/18/16,910980306.4,284524,11846000000,740.71,87363100,1925,87.5677469
11/19/16,740183774.9,260515,12025400000,751.83,110608000,1800,74.42757015
11/20/16,717789705.6,231511,12027500000,751.88,154116000,1537.5,71.64713849
11/21/16,951718586.6,281898,11698900000,731.26,60802400,1737.5,91.77813531
11/22/16,883747318.3,276690,11834200000,739.64,129906000,1637.5,96.94610046
11/23/16,1165632880,290188,12029000000,751.74,76543800,1862.5,107.7017028
11/24/16,1153788048,303114,11916500000,744.62,85919300,1887.5,123.5616591
11/25/16,992278531.1,329565,11851100000,740.44,67807600,1962.5,147.5739282
11/26/16,744587443.5,288691,11869600000,741.51,54962700,2000,110.8854512
11/27/16,537541208.7,241151,11773800000,735.44,52601800,1800,82.0560019
11/28/16,827921171.7,283896,11727800000,732.48,61888600,2000,104.8435005
11/29/16,862098594.5,295700,11790900000,736.33,68511100,1862.5,103.1789833
11/30/16,825124589.1,281916,11791600000,736.28,84070800,1750,95.64692
12/1/16,972241646.2,281029,11949200000,746.05,80461900,1975,105.0197726
12/2/16,1083818980,272316,12134800000,757.54,127605000,1662.5,116.8951624
12/3/16,829005470,306679,12467800000,778.25,69547300,2225,106.8007483
12/4/16,598670061.6,250649,12363600000,771.64,60557900,1887.5,93.25520763
12/5/16,1091148665,280243,12393100000,773.39,106363000,1875,103.9315292
12/6/16,1062059045,301213,12159400000,758.72,116218000,1812.5,118.8758799
12/7/16,990090883,310508,12248900000,764.21,96426100,2037.5,106.9260174
12/8/16,937237581.1,287191,12312500000,768.08,80111900,2125,99.79403977
12/9/16,962742679.3,275782,12344000000,769.94,68705300,1725,98.31971943
12/10/16,720941802.8,245539,12394500000,773.02,53843100,1550,84.04482237
12/11/16,639049800.8,227537,12423600000,774.75,57313400,2225,75.27328161
12/12/16,955893654.4,257027,12349800000,770.04,76571000,2012.5,91.00468227
12/13/16,954802968.5,300049,12521500000,780.65,81645600,2287.5,100.9465353
12/14/16,1165802006,285623,12512900000,780,75979000,1825,95.17314127
12/15/16,1352759690,270694,12511700000,780.07,81580100,1512.5,95.33795336
12/16/16,1260073821,298629,12498800000,778.96,83608200,1725,104.1131746
12/17/16,904032882.1,240445,12599600000,785.17,78989800,1637.5,81.81349281
12/18/16,812698328.2,224977,12694800000,791.01,60524400,1887.5,77.30487411
12/19/16,1000530670,284267,12691100000,790.69,74886400,1875,102.0333889
12/20/16,1124695162,300564,12717600000,792.25,99629300,1775,105.9449239
12/21/16,1876065782,311678,12853700000,800.64,155576000,1875,110.4645593
12/22/16,1507882875,323284,13393800000,834.18,200027000,2050,109.9034956
12/23/16,1591049908,296417,13888600000,864.89,275564000,1812.5,98.16444763
12/24/16,1152563301,261823,14810300000,922.18,137727000,1725,89.36306429
12/25/16,752202335.2,201437,14450100000,899.65,143665000,2025,64.89672348
12/26/16,978694934.6,232551,14407800000,896.9,123771000,1875,82.51000694
12/27/16,1153209357,288616,14593300000,908.35,167308000,1912.5,98.15867991
12/28/16,1212332941,299687,15020500000,934.83,236630000,2062.5,99.71537646
12/29/16,1310049203,308509,15670000000,975.13,199320000,1862.5,110.8763083
12/30/16,1524533028,293357,15630200000,972.53,187474000,2012.5,101.5836738
12/31/16,1044538645,265605,15440700000,960.63,99135100,1900,88.10523804
1/1/17,786789677.7,189139,15491200000,963.66,147775000,2000,64.97262127
1/2/17,1151106038,259626,16055100000,998.62,222185000,1725,104.0155307
1/3/17,1522249560,299747,16426600000,1021.6,185168000,2175,110.4774617
1/4/17,1769692903,314971,16795400000,1044.4,344946000,1850,144.6314472
1/5/17,2512709771,301862,18604000000,1156.73,510199000,1850,167.5577316
1/6/17,1964103878,348783,16314100000,1014.24,351876000,2025,131.660522
1/7/17,1276939928,281148,14534400000,903.49,279550000,1700,106.5827181
1/8/17,803152804.7,267851,14611400000,908.17,158715000,1962.5,93.94094356
1/9/17,1286586522,265257,14694900000,913.24,141877000,1862.5,97.12533162
1/10/17,1306985562,319011,14522600000,902.44,115808000,1937.5,120.5445491
1/11/17,2892571577,290097,14615700000,908.12,310929000,1862.5,106.6931027
1/12/17,1748758164,304350,12477600000,775.18,222326000,2175,110.4957979
1/13/17,1466113967,284591,12939100000,803.74,168968000,1987.5,101.395727
1/14/17,728311439.6,243658,13285200000,825.14,93063300,2062.5,84.43101692
1/15/17,782218059.5,238261,13174300000,818.14,71013600,2112.5,85.17234104
1/16/17,1001077532,244356,13234600000,821.78,82755200,2037.5,93.35476725
1/17/17,1201511515,294931,13383900000,830.95,155095000,1937.5,112.0508972
1/18/17,1249764220,310376,14648900000,909.37,225677000,2062.5,113.3850577
1/19/17,1026671039,303350,14311700000,888.34,105625000,2162.5,112.4242977
1/20/17,1040615783,293251,14472100000,898.17,86728400,2175,105.2106648
1/21/17,843214752.3,270811,14432000000,895.55,111158000,2300,95.32603131
1/22/17,733797452.6,239026,14863600000,922.21,116573000,2200,88.90143618
1/23/17,995934696.3,258127,14918800000,925.5,73588600,1837.5,99.84993774
1/24/17,1104657224,231077,14681400000,910.68,111349000,1787.5,142.8270543
1/25/17,1202517751,314498,14380700000,891.92,120831000,1887.5,136.4651502
1/26/17,961087602.7,314974,14551200000,902.39,131958000,1887.5,123.5715863
1/27/17,873555474.5,284503,14810400000,918.36,125594000,2250,117.4229651
1/28/17,665230442.2,237259,14835800000,919.81,68979600,1800,115.3535591
1/29/17,667632298.2,235738,14874000000,922.07,60851700,2037.5,123.9431022
1/30/17,852723955.8,257336,14844900000,920.15,78227300,1850,126.4189937
1/31/17,1040672351,284178,14859700000,920.96,164582000,1787.5,146.725731
2/1/17,1316263115,339122,15667900000,970.94,150110000,2337.5,155.1815963
2/2/17,1240308968,300969,15977800000,990,145821000,2162.5,147.6201007
2/3/17,1954545157,280253,16326100000,1011.46,201278000,1725,157.885661
2/4/17,1193628989,308055,16648800000,1031.33,155064000,1837.5,139.8792543
2/5/17,1029881746,283513,16847400000,1043.52,114208000,1950,133.1373501
2/6/17,1212430956,259363,16605400000,1028.4,111762000,1762.5,163.8684626
2/7/17,1405969977,291572,16796600000,1040.14,146007000,1725,165.0452666
2/8/17,1362829812,323851,17156700000,1062.32,201855000,1900,159.9320837
2/9/17,1461656336,333043,17197100000,1064.7,407220000,2000,164.4314064
2/10/17,1223661636,314344,16083600000,995.63,190452000,1912.5,152.9390561
2/11/17,792590202.1,265479,15976700000,988.9,102261000,1725,117.8767712
2/12/17,587618633.2,231014,16214700000,1003.52,67530000,1687.5,101.7713043
2/13/17,960444337.3,276333,16141500000,998.88,100607000,2025,126.6373398
2/14/17,1183066957,317879,16028000000,991.74,137946000,2162.5,146.8104562
2/15/17,1078388380,307937,16264100000,1006.21,89759400,1812.5,138.830232
2/16/17,952582505.8,265912,16289100000,1007.65,122277000,1787.5,155.3507362
2/17/17,1360297427,335276,16589600000,1026.12,136474000,1975,175.4650482
2/18/17,939006953.1,304046,16964800000,1049.21,99073500,1950,156.0554187
2/19/17,1103156774,234390,17056600000,1054.76,77423300,1612.5,126.5906329
2/20/17,1057147432,275162,16960200000,1048.69,109478000,1812.5,157.0351243
2/21/17,1160387001,292564,17456900000,1079.28,186869000,1787.5,168.1820583
2/22/17,1260830002,278219,18033400000,1114.8,136100000,1712.5,176.3083469
2/23/17,1502640205,299708,18075200000,1117.27,189454000,1737.5,202.4004662
2/24/17,1540318208,351311,18974400000,1172.71,330759000,2037.5,225.9591355
2/25/17,1113846161,322509,18939500000,1170.41,139961000,2000,198.6407775
2/26/17,837476091.9,290794,18518900000,1144.27,116486000,2400,170.1602259
2/27/17,1201145225,262940,18837300000,1163.78,131570000,1762.5,177.7305279
2/28/17,1444076515,327345,19113600000,1180.72,184956000,1912.5,231.4569215
3/1/17,1469761810,320989,19104800000,1180.04,229057000,1837.5,227.2493148
3/2/17,1967834616,313730,19829800000,1224.68,368275000,1887.5,239.8395341
3/3/17,2105869658,341952,20253700000,1250.71,315739000,1875,265.152712
3/4/17,1469242348,277391,20688800000,1277.43,183270000,1775,227.3123188
3/5/17,1240344356,295917,20316000000,1254.29,134127000,1837.5,224.8933989
3/6/17,1617738915,271083,20531900000,1267.47,153657000,1737.5,228.8167199
3/7/17,1825784905,323648,20627100000,1273.21,291256000,1900,268.5355247
3/8/17,1749538122,320466,19819800000,1223.23,332603000,1900,245.6239505
3/9/17,1340837104,294583,18640900000,1150.35,212283000,1787.5,230.9372134
3/10/17,1613489390,304706,19275300000,1189.36,563796000,1937.5,253.3826549
3/11/17,1459874704,282486,18093700000,1116.32,283320000,1787.5,223.4083093
3/12/17,1012234657,219283,19073300000,1176.62,227176000,2000,189.4446606
3/13/17,1688892509,263545,19807700000,1221.78,380277000,1762.5,211.5641917
3/14/17,2194740007,332859,19978200000,1232.16,245306000,2025,270.2659726
3/15/17,1818003549,290428,20110400000,1240.16,297805000,1800,234.8212153
3/16/17,2764060618,303013,20293700000,1251.33,638568000,1787.5,250.8651753
3/17/17,2488382703,300424,19141800000,1180.16,706599000,1975,247.7964586
3/18/17,1769053430,278779,17838700000,1099.69,621302000,2025,223.949248
3/19/17,1305168302,260974,15846000000,976.73,406648000,1962.5,214.7779725
3/20/17,1451434331,260448,16829800000,1037.24,286530000,1712.5,226.4028432
3/21/17,1802314479,297088,17125600000,1055.36,337391000,1812.5,252.8185197
3/22/17,2138467540,317589,18187100000,1120.65,380841000,1962.5,267.6975181
3/23/17,1777651873,276232,17043400000,1050.05,248540000,1737.5,228.7634481
3/24/17,1733417384,305133,16857000000,1038.45,491038000,2237.5,245.0680881
3/25/17,4044006010,253296,15204800000,936.54,435803000,1800,192.6325129
3/26/17,1116135580,221510,15814800000,974.01,303668000,1925,153.036471
3/27/17,1426689039,210842,15785000000,972.05,372535000,1712.5,172.8503112
3/28/17,1782501123,311612,16964500000,1044.58,326332000,2025,248.1120707
3/29/17,1437433098,272352,16990900000,1046.08,298458000,1687.5,209.3001991
3/30/17,1515705324,294132,16929800000,1042.21,352969000,2050,210.6123248
3/31/17,1928720085,261567,16679000000,1026.64,447287000,1700,208.2290192
4/1/17,1414107439,272344,17413000000,1071.71,289634000,1750,205.4624656
4/2/17,1160384286,226678,17559400000,1080.61,514187000,1875,172.9442055
4/3/17,1727495388,281436,17924600000,1102.95,580444000,2150,214.6999882
4/4/17,1742279579,249981,18619000000,1145.52,436310000,1575,197.0599642
4/5/17,1704396748,314865,18435700000,1134.14,414784000,1975,235.9810089
4/6/17,1643551069,300356,18302600000,1125.81,511222000,1925,230.2193413
4/7/17,1612333912,291966,19168500000,1178.94,317022000,1862.5,217.6480458
4/8/17,1092798764,246642,19068600000,1172.65,209312000,1912.5,189.3096873
4/9/17,1050868391,230428,19134400000,1176.57,242343000,1862.5,163.1655085
4/10/17,1518896332,260713,19311200000,1187.3,215883000,1837.5,185.0161441
4/11/17,1678801797,308799,19316000000,1187.46,216182000,2137.5,229.7581549
4/12/17,1765108823,276482,19600800000,1204.81,288702000,1775,213.3811992
4/13/17,1804028127,255899,19541300000,1201.02,351969000,1675,210.4821992
4/14/17,1829553101,261457,19043800000,1170.33,254827000,1637.5,237.5030528
4/15/17,1325296378,274918,18996500000,1167.3,203559000,1850,206.1289825
4/16/17,1217876226,222059,19085100000,1172.61,183231000,1800,165.477297
4/17/17,1598269710,236039,19260500000,1183.25,253206000,1812.5,174.6945731
4/18/17,1992369650,287650,19433800000,1193.77,270524000,1750,210.6738028
4/19/17,1678637624,314801,19734800000,1212.13,288061000,1787.5,216.0788198
4/20/17,1801458505,278029,19719900000,1211.08,315108000,1837.5,231.2090277
4/21/17,1763130567,317732,20020700000,1229.42,272167000,1950,239.3116013
4/22/17,1276324269,290463,19913900000,1222.71,249320000,1937.5,191.4698163
4/23/17,1246133127,237348,20066200000,1231.92,258951000,1762.5,166.1098465
4/24/17,1661841355,242726,19705400000,1209.63,235806000,1762.5,183.4448981
4/25/17,2795616681,284621,20372300000,1250.45,242556000,1687.5,255.156148
4/26/17,2322818133,337419,20627900000,1265.99,329631000,1925,262.020012
4/27/17,2293636199,289789,20889200000,1281.88,449197000,1762.5,243.5079496
4/28/17,2318098622,292537,21476000000,1317.74,527489000,1662.5,245.7812762
4/29/17,1841187051,367537,21479800000,1317.84,422706000,2225,277.0637886
4/30/17,1393539218,283098,21548400000,1321.87,413115000,1937.5,199.9253704
5/1/17,1788349210,273662,21981800000,1348.3,713624000,1800,210.5254173
5/2/17,2337266914,348999,23170200000,1421.03,477338000,2050,281.1593156
5/3/17,2116747301,303911,23707100000,1453.78,583796000,1725,248.3444475
5/4/17,3026220363,344956,24311900000,1490.72,933549000,2012.5,301.1774754
5/5/17,2959426416,269257,25133100000,1540.87,946036000,1637.5,257.2049358
5/6/17,2588826936,375201,25395600000,1556.81,582530000,2175,311.9304719
5/7/17,2163447878,303581,25768500000,1579.47,1080030000,2012.5,265.1810368
5/8/17,3156345989,366473,26056500000,1596.92,1340320000,2237.5,317.4987663
5/9/17,3280981523,342976,28132200000,1723.89,1167920000,2012.5,309.3073705
5/10/17,3697123756,291083,28668100000,1756.52,915723000,1712.5,289.3033344
5/11/17,3043875169,323139,29060600000,1780.37,799490000,1875,295.4107304
5/12/17,3237140428,313713,30131100000,1845.76,740984000,1887.5,322.7122675
5/13/17,2315615496,325881,28132300000,1723.12,579635000,1950,298.993528
5/14/17,2139996426,372961,29405100000,1800.86,437196000,2087.5,300.0502344
5/15/17,3078581757,315765,29532600000,1808.44,731529000,2037.5,308.784798
5/16/17,2978691945,259127,28446300000,1741.7,959045000,1687.5,315.7636175
5/17/17,4164364507,305519,28204800000,1726.73,1064730000,1987.5,510.2912801
5/18/17,3313761050,289454,29710500000,1818.7,894321000,1787.5,399.0888452
5/19/17,3257449105,302384,30999000000,1897.37,1157290000,1937.5,425.7832812
5/20/17,3327056461,346598,32422400000,1984.24,961336000,2037.5,390.757002
5/21/17,2622270084,337219,33779400000,2067.03,1147860000,1937.5,369.1303822
5/22/17,3820150765,322702,33393600000,2043.19,1942220000,1787.5,389.7864847
5/23/17,4352393156,359621,35822600000,2191.56,1378750000,2050,460.6400262
5/24/17,4940192995,352401,37949200000,2321.37,1725380000,1975,477.8048293
5/25/17,6184473038,346957,39995400000,2446.24,2406700000,2012.5,490.2028887
5/26/17,4840999759,332818,37950600000,2320.89,1763480000,1900,464.5623673
5/27/17,3547073507,320651,35917100000,2196.27,1700480000,2012.5,520.6563647
5/28/17,3009205302,323382,33595900000,2054.08,1147140000,2125,448.4892799
5/29/17,3889516962,311570,35323500000,2159.43,994625000,1950,480.2485367
5/30/17,4797425275,349637,36897000000,2255.36,1443970000,2162.5,569.8934106
5/31/17,5202877436,335271,35786700000,2187.19,1544830000,2162.5,594.8078642
6/1/17,6272635492,312559,37446200000,2288.33,1653180000,2062.5,561.6506133
6/2/17,5632317192,300256,39344600000,2404.03,1317030000,1987.5,499.2182264
6/3/17,5788756497,297480,40817100000,2493.72,1514950000,2262.5,503.9878237
6/4/17,4650522694,254857,41708200000,2547.79,1355120000,2025,471.0684042
6/5/17,5678874035,274263,41133900000,2512.4,1369310000,1987.5,438.6788174
6/6/17,5671891433,314072,44061000000,2690.84,2089610000,2012.5,535.2708554
6/7/17,5823966749,332491,46989800000,2869.38,1517710000,2000,656.3625276
6/8/17,5292679345,300045,44557100000,2720.49,1281170000,2025,492.0073024
6/9/17,5808274449,272640,45987100000,2807.44,1348950000,1825,462.4392889
6/10/17,5217604380,273512,46331400000,2828.14,2018890000,1887.5,414.5439262
6/11/17,4829169463,223428,48208700000,2942.41,1752400000,1725,360.1519041
6/12/17,6215113783,270277,48391200000,2953.22,2569530000,1950,395.8797631
6/13/17,6617881605,283736,43934100000,2680.91,1781200000,1725,462.918028
6/14/17,6691408087,280982,44528300000,2716.88,1696560000,1700,454.0542456
6/15/17,5797059183,304510,40971300000,2499.58,2026260000,1975,459.3559411
6/16/17,6330191989,279382,40484100000,2469.57,1195190000,1912.5,382.816318
6/17/17,4194911330,237550,41217200000,2514.01,1534510000,1775,327.1704737
6/18/17,3853604862,207193,43539300000,2655.35,1178660000,1675,273.1286417
6/19/17,5582398540,255352,41800600000,2549.03,1446840000,1937.5,365.3067187
6/20/17,5864817758,274134,42498000000,2591.26,1854190000,1812.5,381.8442515
6/21/17,6487450627,273195,44440800000,2709.43,1626580000,1662.5,447.7017667
6/22/17,5837821821,267521,44143700000,2691.03,1097940000,1712.5,458.2218222
6/23/17,5146855013,280541,44415900000,2707.34,961319000,2087.5,370.5002924
6/24/17,4346203296,224825,44932900000,2738.52,982750000,1725,308.5481162
6/25/17,3797038757,186306,42783800000,2607.25,1161100000,1687.5,255.8019453
6/26/17,5895901779,242763,42514000000,2590.57,1663280000,1687.5,347.2586173
6/27/17,5211727025,256108,40677900000,2478.45,1489790000,1650,370.2758158
6/28/17,5449092307,279558,41906700000,2553.03,1183870000,1875,393.902414
6/29/17,6705903889,240101,42150300000,2567.56,949979000,1625,341.7659398
6/30/17,4861925790,259819,41689100000,2539.24,860273000,1750,365.3792877
7/1/17,3583038401,235021,40928200000,2492.6,779914000,2112.5,265.1670235
7/2/17,2983493385,199491,40010500000,2436.4,803747000,2337.5,209.7560854
7/3/17,4635840290,242526,41037200000,2498.56,964112000,2137.5,263.7663524
7/4/17,4221970599,255185,42067900000,2561,985516000,1887.5,294.1990455
7/5/17,4509176491,232364,42760800000,2602.87,941566000,1887.5,241.2651201
7/6/17,4966029225,242123,42851400000,2608.1,761957000,1950,240.2096984
7/7/17,4670931846,243335,42864200000,2608.59,917412000,1750,246.8317837
7/8/17,3226246422,217922,41417700000,2520.27,733330000,1962.5,196.819033
7/9/17,3564500094,187041,42283200000,2572.61,527856000,1850,157.9637222
7/10/17,4933027001,236668,41509000000,2525.25,1111200000,2362.5,195.6538779
7/11/17,5026676822,280295,39224200000,2385.89,1329760000,2287.5,219.6862868
7/12/17,3772479060,241995,38355900000,2332.77,1117410000,2087.5,204.2032969
7/13/17,4198266048,247355,39511000000,2402.7,835770000,2012.5,211.8444423
7/14/17,4317220519,238562,38823100000,2360.59,882503000,1812.5,223.9911859
7/15/17,3460613131,231942,36681300000,2230.12,993608000,1562.5,389.651531
7/16/17,2734630628,200785,32767600000,1991.98,1182870000,1962.5,165.7800557
7/17/17,3757790669,219898,31795000000,1932.62,1201760000,1925,190.6879168
7/18/17,4256487317,249043,36749400000,2233.52,1512450000,1950,209.9692981
7/19/17,4434465112,263787,38227800000,2323.08,1245100000,1937.5,215.0179907
7/20/17,4238795390,238774,37356800000,2269.89,2249260000,2112.5,227.15089
7/21/17,5517509252,304511,46719000000,2838.41,1489450000,2150,288.4218129
7/22/17,3593020683,223198,43929600000,2668.63,1177130000,2000,171.0369199
7/23/17,3305952386,180859,46231100000,2808.1,1072840000,2150,125.3769382
7/24/17,4967853058,239894,44995600000,2732.7,866474000,2225,166.9635299
7/25/17,18620423058,243888,45410100000,2757.5,1460090000,1850,168.492933
7/26/17,8180309758,237706,42455000000,2577.77,937404000,1837.5,167.53482
7/27/17,4551584454,225215,41816500000,2538.71,789104000,1925,166.2705696
7/28/17,9231545951,247057,44144400000,2679.73,1380100000,1874.99997,188.4313533
7/29/17,10160734333,210977,46246700000,2807.02,803746000,1962.5,156.4666534
7/30/17,22268691502,183998,44890700000,2724.39,705943000,1837.5,138.1168222
7/31/17,6594613177,230867,45535800000,2763.24,860575000,1812.5,194.8688662
8/1/17,6689047245,131726,47321800000,2871.3,1324670000,1862.5,75.94662049
8/2/17,5926737885,209169,44950800000,2727.13,1094950000,1900,130.5148568
8/3/17,3729394908,212879,44666400000,2709.56,804797000,1724.99999,124.1059642
8/4/17,4056042202,235613,46276200000,2806.93,1002120000,2237.5,113.4712362
8/5/17,4075922195,239594,47778200000,2897.63,1945700000,2212.5,113.566787
8/6/17,3690410805,199487,53720900000,3257.61,1105030000,1750,87.90639939
8/7/17,5020630427,248849,52987300000,3212.78,1482280000,1912.5,121.8264918
8/8/17,7057922000,275410,55590300000,3370.22,1752760000,2050,159.0631105
8/9/17,6123180314,260817,56424900000,3420.4,1468960000,1725,157.9519131
8/10/17,7427823198,257831,55134700000,3341.84,1515110000,1675,193.1860029
8/11/17,9212240374,283857,55668000000,3373.82,2021190000,1799.999995,234.9447078
8/12/17,6577950602,260386,60242100000,3650.63,2219590000,1687.5,210.7524022
8/13/17,7438423565,263162,64034100000,3880.04,3159090000,1850,189.7110465
8/14/17,9178407107,255232,67112300000,4066.1,2463090000,1625,249.1882738
8/15/17,8550156958,310850,71425500000,4326.99,3258050000,1900,350.4503826
8/16/17,9812944256,274736,69342700000,4200.34,2272040000,1625,347.5250086
8/17/17,10098981727,347140,72389100000,4384.44,2553360000,2237.5,365.3163491
8/18/17,9353045628,312101,71406500000,4324.34,2941710000,1862.5,337.9619232
8/19/17,8147578289,266681,68333100000,4137.75,2975820000,1887.5,265.9117988
8/20/17,6532023130,210722,69192700000,4189.31,2109770000,1625,208.9819963
8/21/17,8441196697,236657,67567100000,4090.48,2800890000,1437.5,297.9649648
8/22/17,6053667061,196194,66051000000,3998.35,3764240000,1112.5,334.1847451
8/23/17,8413233818,315575,67553000000,4089.01,2369820000,1987.499999,541.9706816
8/24/17,5684214367,203704,68363900000,4137.6,2037750000,1262.499182,386.0000518
8/25/17,4751050826,208068,71595100000,4332.82,1727970000,1262.5,425.8158792
8/26/17,5259878902,226380,72249100000,4372.06,1511610000,1312.5,425.3131221
8/27/17,4650175825,261736,71809200000,4345.1,1537460000,1937.5,358.8427278
8/28/17,6517025771,223642,72467900000,4384.45,1959330000,1612.5,378.1784669
8/29/17,7018030613,280967,72553800000,4389.21,2486080000,1862.5,461.7601417
8/30/17,5835254306,271298,75556600000,4570.36,1937850000,2100,388.4975306
8/31/17,6226919988,280561,75322300000,4555.59,1944930000,2037.49997,413.2149269
