date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees
9/1/17,6543906418,283496,77748400000,4701.76,2599080000,2174.99999,382.7420165
9/2/17,5610016659,236647,81060600000,4901.42,2722140000,2050,290.49926
9/3/17,5010712910,195135,75841700000,4585.27,1933190000,1925,239.1352699
9/4/17,8545309304,269105,75955500000,4591.63,2987330000,2187.49998,325.4017002
9/5/17,25112357218,277751,69954400000,4228.29,2697970000,2462.5,281.9048031
9/6/17,8919302510,276063,72418700000,4376.59,2172100000,2025,272.599878
9/7/17,8659631981,256198,75945000000,4589.14,1844620000,2200,257.3357948
9/8/17,8472648110,279313,76220200000,4605.16,2700890000,2187.5,217.7657246
9/9/17,6635864057,217721,70017200000,4229.81,1386230000,2112.5,144.8504163
9/10/17,5750112287,193102,70018100000,4229.34,1679090000,1725,143.23842
9/11/17,8802227084,253318,68256000000,4122.47,1557330000,2175,159.7338304
9/12/17,8348960668,256042,69033400000,4168.88,1864530000,2350,148.9079562
9/13/17,9572197287,263130,68432200000,4131.98,2219410000,2375,133.7314867
9/14/17,9855261811,267894,64191600000,3875.37,2716310000,2175,153.7350359
9/15/17,9379883364,291899,52453500000,3166.3,4148070000,2250,174.8166479
9/16/17,7138624475,228088,60271600000,3637.75,1818400000,2112.5,119.9178055
9/17/17,5034999230,197507,59757800000,3606.28,1239150000,2200,99.41066001
9/18/17,6932868302,218077,59514100000,3591.09,1943210000,1587.5,168.3081004
9/19/17,6686534393,282761,67520300000,4073.79,1563980000,1950,173.7034153
9/20/17,6333634653,235606,64918500000,3916.36,1213830000,1462.5,146.4070095
9/21/17,6533128092,255081,64677600000,3901.47,1411480000,2200,136.3488442
9/22/17,5720887456,227476,60152300000,3628.02,1194830000,1737.5,117.1641681
9/23/17,4014142522,203695,60190000000,3629.92,928114000,2075,99.69585805
9/24/17,3647802335,185132,62954300000,3796.15,768015000,1812.5,83.67519444
9/25/17,6352360019,226478,61061100000,3681.58,1374210000,1562.5,147.3704968
9/26/17,6767415215,263510,65161000000,3928.41,1043740000,1725,150.0856113
9/27/17,6953996512,257814,64579200000,3892.94,1686880000,1837.5,143.4986526
9/28/17,8005723669,275799,69633200000,4197.13,1712320000,2212.5,134.4516022
9/29/17,6921384214,254269,69219200000,4171.62,1367050000,2112.5,115.3321625
9/30/17,6117273737,212540,69136600000,4166.11,1207450000,1725,101.4414579
10/1/17,5393408389,203523,72047300000,4341.05,1208210000,1625,119.0534979
10/2/17,7085722429,294852,72963200000,4395.81,1431730000,1875,180.47324
10/3/17,5502221558,281949,73181300000,4408.46,1288020000,2287.5,152.5344188
10/4/17,4721678649,232692,71712500000,4319.37,1116770000,1675,136.732834
10/5/17,5756696356,273118,70233700000,4229.88,1161770000,1562.5,160.3442403
10/6/17,4941275865,283540,71810600000,4324.46,1069940000,1987.5,149.0212022
10/7/17,3833663482,231068,72565100000,4369.35,906928000,1975,108.2155643
10/8/17,4765572899,238203,73575400000,4429.67,1313870000,2275,111.7964751
10/9/17,10500282356,296785,76656500000,4614.52,1968740000,2012.5,149.3409866
10/10/17,7720480608,302941,79351800000,4776.21,1597140000,2000,167.2582099
10/11/17,7500621260,292320,79578200000,4789.25,1222280000,1737.5,148.1728918
10/12/17,8328690405,293011,80256700000,4829.58,2791610000,1912.5,174.4145147
10/13/17,8710528466,309683,90812400000,5464.16,3615480000,1700,281.5345822
10/14/17,7436979779,292999,93803000000,5643.53,1669030000,1762.5,227.5956389
10/15/17,6631326174,283278,97011900000,5835.96,1976040000,2437.5,162.7073282
10/16/17,9828202678,314551,94559000000,5687.57,2008070000,2175,193.4194609
10/17/17,14637440376,334274,95469300000,5741.58,1821570000,2050,209.1372614
10/18/17,10358498063,329428,93190200000,5603.82,2399270000,1887.5,192.2026716
10/19/17,9336231341,356807,92867000000,5583.74,1780540000,2225,191.5123957
10/20/17,9450194220,312230,94947900000,5708.11,2354430000,2237.5,161.9724456
10/21/17,8132101209,312104,99763200000,5996.79,2207100000,1912.5,167.7673012
10/22/17,7672719185,288949,1.00438E+11,6036.66,2034630000,2275,155.3319302
10/23/17,14296685309,315925,99941600000,6006,2401840000,2137.5,185.6443395
10/24/17,12064521030,347053,98781600000,5935.52,2735700000,2087.5,199.7905691
10/25/17,9021986468,315230,91954200000,5524.6,1966990000,2312.5,141.9753754
10/26/17,8733216874,265647,95685100000,5747.95,1905040000,2250,112.6505176
10/27/17,9780217060,246588,98225400000,5899.74,1710130000,1300,166.66746
10/28/17,6965317471,206981,96369600000,5787.82,1403920000,1062.5,175.0382808
10/29/17,8492465811,333871,95819800000,5754.44,2859040000,1925,278.857125
10/30/17,10040929640,315930,1.01833E+11,6114.85,1772150000,1837.5,263.5909742
10/31/17,10261139374,277397,1.0213E+11,6132.02,2311380000,1725,231.8949993
11/1/17,12050590911,351373,1.07287E+11,6440.97,2870320000,1950,296.9376042
11/2/17,13198172317,341324,1.1291E+11,6777.77,4653770000,1875,277.5907948
11/3/17,11133920200,277479,1.18084E+11,7087.53,3369860000,1487.5,271.7738527
11/4/17,8075799853,293991,1.19376E+11,7164.48,2483800000,1625,273.249729
11/5/17,7906084143,251587,1.23388E+11,7404.52,2380410000,1762.5,197.6563993
11/6/17,10365132174,270896,1.23379E+11,7403.22,3111900000,1662.5,240.3378973
11/7/17,13186823103,335480,1.17056E+11,7023.1,2326340000,1950,294.127314
11/8/17,13615015832,301202,1.19041E+11,7141.38,4602200000,1800,262.1693912
11/9/17,14514360424,341128,1.24146E+11,7446.83,3226250000,1912.5,361.32994
11/10/17,14919581333,271625,1.19607E+11,7173.73,5208250000,1500,319.9729572
11/11/17,9589797520,194554,1.10362E+11,6618.61,4908680000,1000,317.0579268
11/12/17,11582517510,185886,1.0498E+11,6295.45,8957350000,1000,583.6104671
11/13/17,24717087646,309159,99029000000,5938.25,6263250000,1750,783.3862644
11/14/17,23482168188,271867,1.09434E+11,6561.48,3197110000,1600,615.0868792
11/15/17,19653332646,321636,1.10667E+11,6634.76,4200880000,1900,603.509962
11/16/17,25779850795,310244,1.22164E+11,7323.24,5123810000,1900,502.6402592
11/17/17,27276055666,306450,1.31026E+11,7853.57,4651670000,2087.5,401.1664327
11/18/17,19518236322,270738,1.28425E+11,7697.21,3667190000,1700,289.9883924
11/19/17,21435790610,264695,1.29595E+11,7766.03,3149320000,2000,247.4435441
11/20/17,23942095652,336029,1.34167E+11,8039.07,3488450000,2187.5,329.0181743
11/21/17,24510232855,370918,1.36967E+11,8205.74,4277610000,2162.5,310.2965518
11/22/17,20348301782,311885,1.34851E+11,8077.95,3633530000,1850,256.4031823
11/23/17,22127414859,352050,1.37444E+11,8232.38,4225180000,1962.5,265.9195691
11/24/17,18132626557,305586,1.34816E+11,8074.02,5058610000,1862.5,233.5364872
11/25/17,18063710661,336533,1.37632E+11,8241.71,4342060000,1950,195.6397653
11/26/17,14579400038,329524,1.46789E+11,8789.04,5475580000,1912.5,191.2220773
11/27/17,18273427258,379086,1.56221E+11,9352.72,5653320000,2125,236.5030831
11/28/17,23584545236,365821,1.64104E+11,9823.43,6348820000,1950,245.2309135
11/29/17,28458302001,397917,1.68367E+11,10077.4,11568800000,2162.499999,290.9021286
11/30/17,22924917044,384219,1.65537E+11,9906.79,8310690000,2087.5,270.6311441
12/1/17,19570122510,412725,1.70436E+11,10198.6,6783120000,2287.5,247.0519056
12/2/17,18449211954,326193,1.8349E+11,10978.3,5138500000,2012.5,190.2958534
12/3/17,18202697113,352868,1.85258E+11,11082.7,6608310000,2200,187.4511427
12/4/17,24984064000,400505,1.89172E+11,11315.4,6132410000,2262.5,226.1199096
12/5/17,27862582838,405531,1.95389E+11,11685.7,6895260000,2225,219.679754
12/6/17,33519822353,443399,1.9939E+11,11923.4,12656300000,2350,257.1699543
12/7/17,41078503263,374765,2.386E+11,14266.1,17950700000,1900,364.605605
12/8/17,34519751834,384936,2.97787E+11,17802.9,21136000000,1950,641.4296648
12/9/17,39313620236,403225,2.76415E+11,16523.3,13911300000,2175,567.0884245
12/10/17,25646823085,341256,2.53782E+11,15168.4,13433300000,2050,458.1002969
12/11/17,34997845471,368427,2.58147E+11,15427.4,12153900000,2137.5,483.6386507
12/12/17,45542037889,372821,2.83155E+11,16919.8,14603800000,1950,537.9440791
12/13/17,48353069371,424393,2.929E+11,17500,12976900000,2325,604.2979452
12/14/17,37521936560,490459,2.74269E+11,16384.6,13777400000,2312.5,644.6079443
12/15/17,35932354892,405507,2.77936E+11,16601.3,14310000000,2112.499999,592.7039343
12/16/17,34015547808,364051,2.97376E+11,17760.3,12740600000,2137.5,534.0113834
12/17/17,37469204186,391725,3.26141E+11,19475.8,13314600000,2312.5,535.4386753
12/18/17,46053266584,394057,3.2E+11,19106.4,14839500000,2275,587.1254837
12/19/17,27921654891,378482,3.20242E+11,19118.3,16894500000,1750,662.5955054
12/20/17,28925969429,370141,2.97526E+11,17760.3,22149700000,1700,911.5917428
12/21/17,21021432317,335350,2.78827E+11,16642.4,16516600000,1650,1128.76167
12/22/17,21320968720,380493,2.66381E+11,15898,22198000000,1937.5,1495.946477
12/23/17,17876947895,308072,2.33748E+11,13948.7,13086000000,1737.5,1065.615595
12/24/17,16206983431,279371,2.44824E+11,14608.2,11572300000,1900,881.1213628
12/25/17,19532753166,228791,2.3459E+11,13995.9,10664700000,1687.5,689.394412
12/26/17,24633024693,247298,2.35294E+11,14036.6,13454300000,1775,725.6238182
12/27/17,27522917857,307486,2.70976E+11,16163.5,12487600000,1950,784.8171235
12/28/17,22350204742,304904,2.65988E+11,15864.1,12336500000,1862.5,785.8338917
12/29/17,21928912582,353659,2.46428E+11,14695.8,13025500000,2062.5,785.7950496
12/30/17,20847802427,344260,2.46224E+11,14681.9,14452600000,1825,778.5711097
12/31/17,13686043242,290259,2.16326E+11,12897.7,12136300000,2037.5,545.1445262
1/1/18,14286973592,241601,2.36725E+11,14112.2,10291200000,1950,469.4130365
1/2/18,21070141546,340809,2.28579E+11,13625,16846600000,2137.5,649.1649763
1/3/18,20793365454,395806,2.51312E+11,14978.2,16871900000,1962.5,749.6854726
1/4/18,22292265232,424840,2.5625E+11,15270.7,21783200000,2100,778.2610948
1/5/18,25900974434,342564,2.59748E+11,15477.2,23840900000,1787.499999,701.3560209
1/6/18,32777363199,358679,2.93091E+11,17462.1,18314600000,2100,694.4779056
1/7/18,38152383783,368025,2.94222E+11,17527.3,15866000000,2025,686.1140025
1/8/18,28755019698,345506,2.76612E+11,16476.2,18413900000,2075,694.5264055
1/9/18,23699755586,360101,2.53935E+11,15123.7,16660000000,2050,752.4182028
1/10/18,21480822245,347227,2.44981E+11,14588.5,18500800000,2075,720.3257009
1/11/18,18718517841,337766,2.51387E+11,14968.2,16534100000,2412.5,697.4408335
1/12/18,16490708794,299913,2.25986E+11,13453.9,12065700000,2225,617.6357942
1/13/18,12748028051,265586,2.34391E+11,13952.4,12763600000,1862.5,528.466321
1/14/18,12266702310,234890,2.41447E+11,14370.8,11084100000,1937.5,491.3244648
1/15/18,13172946669,273473,2.31334E+11,13767.3,12750800000,1875,510.1176178
1/16/18,28204175767,303566,2.32517E+11,13836.1,18853800000,1987.5,606.3824601
1/17/18,17637597012,315604,1.92123E+11,11431.1,18830600000,2087.5,675.0966865
1/18/18,15128920554,309322,1.88242E+11,11198.8,15020400000,2162.5,656.8975354
1/19/18,11760289034,243454,1.9215E+11,11429.8,10740400000,2062.5,491.4899943
1/20/18,10643662158,240433,1.95979E+11,11656.2,11801700000,2225,429.4031975
1/21/18,9135857725,215435,2.1674E+11,12889.2,9935180000,2337.5,343.3626963
1/22/18,11990946776,245395,1.95645E+11,11633.1,10537400000,2087.5,314.6125395
1/23/18,11920415582,271759,1.84087E+11,10944.5,9660610000,2212.5,285.9580052
1/24/18,11955565338,250247,1.83419E+11,10903.4,9940990000,2200,283.498099
1/25/18,9754662057,236422,1.92163E+11,11421.7,8873170000,1975,220.8544664
1/26/18,11742366541,220304,1.89398E+11,11256,9746200000,1937.5,209.132216
1/27/18,6929334038,193421,1.88054E+11,11174.9,7583270000,1962.5,168.2546936
1/28/18,11038244789,213288,1.93133E+11,11475.3,8350360000,1975,155.3448557
1/29/18,9673896110,232028,1.97871E+11,11755.5,7107360000,1850,145.7511292
1/30/18,9215469711,236442,1.90339E+11,11306.8,8637860000,2087.5,160.3009039
1/31/18,7689823496,204159,1.70183E+11,10108.2,8041160000,1462.5,162.2062363
2/1/18,10437874264,257504,1.72372E+11,10237.3,9959400000,2000,214.0275449
2/2/18,10418735070,235750,1.53953E+11,9142.28,12726900000,2100,274.3625824
2/3/18,6166344342,194733,1.49085E+11,8852.12,7263790000,1975,146.9277694
2/4/18,5630156386,173509,1.54553E+11,9175.7,7073550000,2225,111.3166981
2/5/18,12235146915,216178,1.39325E+11,8270.54,9285290000,2312.499999,173.7675019
2/6/18,10209584543,243950,1.1881E+11,7051.75,13999800000,2125,164.2699857
2/7/18,7383538359,213578,1.30683E+11,7755.49,9169280000,1762.5,123.521091
2/8/18,7389507380,173158,1.28714E+11,7637.86,9346750000,1637.5,87.98500449
2/9/18,7502707124,177725,1.39412E+11,8271.84,6784820000,1687.5,88.36425123
2/10/18,11259806019,181640,1.46981E+11,8720.08,7780960000,1787.5,88.79565618
2/11/18,9520593485,147057,1.45245E+11,8616.13,6122190000,1887.5,61.96458348
2/12/18,11113984445,186752,1.37258E+11,8141.43,6256440000,2075,69.96971094
2/13/18,8924752165,182820,1.50516E+11,8926.72,5696720000,2050,68.57325292
2/14/18,9585133738,196238,1.45023E+11,8599.92,7909820000,2237.5,63.75846926
2/15/18,9046158952,198052,1.60025E+11,9488.32,9062540000,1637.5,64.08005499
2/16/18,6879188520,187581,1.7096E+11,10135.7,7296160000,1962.5,58.25713445
2/17/18,11315638700,173640,1.72191E+11,10207.5,8660880000,1862.5,48.63875388
2/18/18,14588036499,159333,1.87663E+11,11123.4,8744010000,2025,44.58328081
2/19/18,15274937955,187205,1.78055E+11,10552.6,7652090000,2025,50.9081119
2/20/18,11256696602,198314,1.89536E+11,11231.8,9926540000,1762.5,52.23072575
