count,date,btc_index,eth_per,ltc_per,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees,activeAddresses,count_vendors,sum,txVolume(USD)_e_e,txCount_e_e,marketcap(USD)_e_e,price(USD)_e_e,exchangeVolume(USD)_e_e,generatedCoins_e_e,fees_e_e,activeAddresses_e_e,txVolume(USD)_l,txCount_l,marketcap(USD)_l,price(USD)_l,exchangeVolume(USD)_l,generatedCoins_l,fees_l,activeAddresses_l,Price_futures,VIX Close,cyber_attack_index,hashrate,diff,dum_future,btc_per,cyber_attack
47,1/27/18,32,4,2,6929334038,193421,1.88E+11,11174.9,7583270000,1962.5,168.2546936,null,7,11596,6785462058,831992,1.03E+11,1055.75,3002870000,20423.0625,816.4639799,401483,488094619.4,49382,9705020000,176.66,291633000,16025,85.70112964,null,"11,320",11.08,13,20056949.54,2.60E+12,1,1184,39
48,1/28/18,31,5,2,11038244789,213288,1.93E+11,11475.3,8350360000,1975,155.3448557,null,8,11604,8142963937,889104,1.08E+11,1111.78,5372330000,20563.3125,887.8234055,419512,1742925630,51278,9969420000,181.42,363515000,14375,80.34408795,null,"11,700",11.08,8,20315748.89,2.60E+12,1,1209,24
49,1/29/18,32,5,2,9673896110,232028,1.98E+11,11755.5,7107360000,1850,145.7511292,null,19,11623,9938016883,936845,1.21E+11,1246.7,3715080000,20556.75,1275.091189,453837,1205746266,50067,10649800000,193.75,303561000,15600,73.7643374,null,"11,170",13.84,30,20445148.56,2.60E+12,1,1248,90
50,1/30/18,36,4,2,9215469711,236442,1.90E+11,11306.8,8637860000,2087.5,160.3009039,null,11,11634,10066164616,906578,1.15E+11,1184.13,4107860000,20304.9375,1062.581045,433203,1297252658,55270,9976170000,181.44,433227000,15500,79.55434222,null,"10,115",14.79,21,19151151.82,2.60E+12,1,1404,63
51,1/31/18,38,5,2,7689823496,204159,1.70E+11,10108.2,8041160000,1462.5,162.2062363,null,11,11645,8807713606,877284,1.04E+11,1071.09,3757560000,20533.875,1068.648285,435645,563403104.7,54531,9090870000,165.3,363293000,13625,82.43093168,null,"9,955",13.54,19,21609745.63,2.60E+12,1,1482,57
52,2/1/18,49,5,2,10437874264,257504,1.72E+11,10237.3,9959400000,2000,214.0275449,null,10,11655,9281152796,1008759,1.09E+11,1119.37,5261680000,20546.625,1550.754475,487375,668611085.9,57962,9004330000,163.68,539880000,15675,84.50428941,null,"9,080",13.47,21,15139761.91,2.60E+12,1,1911,63
53,2/2/18,64,6,2,10418735070,235750,1.54E+11,9142.28,12726900000,2100,274.3625824,null,8,11663,11525863620,981133,1.01E+11,1035.77,6713290000,20638.96875,1202.446582,480520,690100829.2,66669,7844710000,142.56,815540000,13975,98.03971275,null,"8,500",17.31,19,20703947.91,2.60E+12,1,2496,57
54,2/3/18,43,4,2,6166344342,194733,1.49E+11,8852.12,7263790000,1975,146.9277694,null,6,11669,5731240776,814486,89507600000,919.21,3243480000,20321.71875,887.3781805,387178,471489636.4,49384,7232410000,131.4,687676000,15575,71.11762704,null,"8,330",17.31,9,21739145.31,2.60E+12,1,1677,27
55,2/4/18,37,4,3,5630156386,173509,1.55E+11,9175.7,7073550000,2225,111.3166981,null,1,11670,4901708977,800876,93953400000,964.67,2997090000,20315.4375,844.7711172,391709,1127520500,45225,8829970000,160.38,1006080000,15000,74.24730261,null,"8,160",17.31,20,20445148.56,2.60E+12,1,1739,60
56,2/5/18,64,6,2,12235146915,216178,1.39E+11,8270.54,9285290000,2312.499999,173.7675019,null,17,11687,6017923284,875761,81337400000,834.96,4269530000,20633.8125,873.2099938,421743,915761710.6,51043,8190580000,148.73,844678000,14850,82.60763942,null,"7,055",37.32,19,23033142.05,2.60E+12,1,3008,57
57,2/6/18,81,6,2,10209584543,243950,1.19E+11,7051.75,13999800000,2125,164.2699857,null,9,11696,6306822928,888219,68958700000,707.74,6518270000,20381.625,925.6717158,426816,696292812.2,59946,7024630000,127.52,1148410000,16275,84.30704415,null,"7,580",29.98,31,23938939.78,2.60E+12,1,3807,93
58,2/7/18,51,4,2,7383538359,213578,1.31E+11,7755.49,9169280000,1762.5,123.521091,null,13,11709,5559680836,818625,77032000000,790.43,3896180000,20433.75,850.5918108,392057,706127472,50320,7851100000,142.48,817808000,14275,76.27749761,null,"8,265",27.73,28,24293141.32,2.61E+12,1,2397,84
59,2/8/18,43,4,2,7389507380,173158,1.29E+11,7637.86,9346750000,1637.5,87.98500449,null,5,11714,2760098148,681344,73676900000,755.84,3708190000,20382.09375,654.7476574,320195,551998188.9,37148,7624630000,138.34,869207000,15700,60.34889945,null,"8,280",33.46,19,20149017.21,2.87E+12,1,2021,57
60,2/9/18,38,3,2,7502707124,177725,1.39E+11,8271.84,6784820000,1687.5,88.36425123,null,18,11732,4217831833,789807,79799300000,818.48,2495820000,20271.75,702.0943083,370461,557879744.7,44811,8254980000,149.73,722205000,14775,75.34250322,null,"8,600",29.06,22,18720008.9,2.87E+12,1,1786,66
61,2/10/18,30,3,2,11259806019,181640,1.47E+11,8720.08,7780960000,1787.5,88.79565618,null,2,11734,5103971205,848390,86055600000,882.47,2930530000,20690.34375,761.9957778,390967,853366105.3,46594,9015890000,163.49,576328000,13600,80.29722133,null,"8,335",29.06,26,19291612.22,2.87E+12,1,1410,78
62,2/11/18,27,3,1,9520593485,147057,1.45E+11,8616.13,6122190000,1887.5,61.96458348,null,2,11736,3435390406,773496,83813000000,859.29,2486650000,20119.40625,646.1928564,347348,509249175.7,36009,8571530000,155.39,495720000,14600,59.68257197,null,"8,070",29.06,25,20434818.87,2.87E+12,1,729,100
63,2/12/18,31,3,1,11113984445,186752,1.37E+11,8141.43,6256440000,2075,69.96971094,null,4,11740,3809068384,829020,79754400000,817.51,2243450000,20490.84375,642.8145243,395976,386277395.4,40374,8282050000,150.1,535710000,14625,63.8652649,null,"8,835",25.61,35,21578025.52,2.87E+12,1,837,140
64,2/13/18,28,3,1,8924752165,182820,1.51E+11,8926.72,5696720000,2050,68.57325292,null,12,11752,5603860693,745822,84824200000,869.29,2081170000,20444.4375,631.4701095,337582,2742799231,41515,8928360000,161.78,483468000,15100,64.96108846,null,"8,685",24.97,30,23721537.99,2.87E+12,1,756,120
65,2/14/18,29,3,5,9585133738,196238,1.45E+11,8599.92,7909820000,2237.5,63.75846926,null,6,11758,4132727550,746384,82400600000,844.28,2818370000,20052.5625,642.0372003,356928,1113145419,62134,8809590000,159.58,2383340000,14575,105.8824202,null,"8,685",19.26,32,23435736.33,2.87E+12,1,783,128
66,2/15/18,31,3,4,9046158952,198052,1.60E+11,9488.32,9062540000,1637.5,64.08005499,null,8,11766,5083084029,777318,90173300000,923.73,2900100000,20603.53125,634.5970788,369499,1940812799,64146,11725700000,212.35,2087290000,14600,107.9589802,null,"10,095",19.13,28,25579248.8,2.87E+12,1,837,112
67,2/16/18,27,3,3,6879188520,187581,1.71E+11,10135.7,7296160000,1962.5,58.25713445,null,10,11776,4069546922,704758,91272100000,934.79,2369450000,20377.125,601.5821349,312693,944142622.5,55687,12455300000,225.5,1300090000,14525,81.52802594,null,"10,135",19.46,25,18720008.9,2.87E+12,1,729,100
68,2/17/18,26,3,3,11315638700,173640,1.72E+11,10207.5,8660880000,1862.5,48.63875388,null,2,11778,3960978389,772079,92264000000,944.75,2525720000,20548.5,678.7687933,318129,2523532705,63949,12679700000,229.5,863401000,15275,94.10628227,null,"10,263",19.46,11,22435430.51,2.87E+12,1,702,44
69,2/18/18,27,3,4,14588036499,159333,1.88E+11,11123.4,8744010000,2025,44.58328081,null,9,11787,4050398619,756092,95077100000,973.35,2567290000,20346.09375,766.1450479,314608,2004310692,75280,12738800000,230.51,1011120000,14925,114.9530957,null,"10,390",19.46,12,21292223.86,2.87E+12,1,648,36
70,2/19/18,25,3,3,15274937955,187205,1.78E+11,10552.6,7652090000,2025,50.9081119,null,9,11796,3515123304,811384,90047700000,921.67,2169020000,20427.375,656.1792604,356302,686853662,55631,11907900000,215.41,767597000,13950,91.22523762,null,"11,210",19.46,20,23149934.67,2.87E+12,1,600,60
71,2/20/18,28,3,4,11256696602,198314,1.90E+11,11231.8,9926540000,1762.5,52.23072575,null,9,11805,4203523591,886897,92206500000,943.57,2545260000,20407.3125,745.4169636,378453,746941072,57841,12335100000,223.09,1739670000,14650,97.08622136,null,"11,685",20.6,21,23149934.67,2.87E+12,1,672,63
72,2/21/18,28,3,3,12215613119,205032,1.92E+11,11372.2,9405340000,2112.5,40.68256761,null,10,11815,3894221425,850504,87394200000,894.13,2531730000,20670.5625,741.308288,351754,678587623,47113,12773200000,230.95,1195820000,14750,78.77866681,null,"10,340",20.02,26,21079198.67,2.97E+12,1,672,78
73,2/22/18,26,3,2,12015582852,183086,1.80E+11,10660.4,8040080000,1862.5,37.60222865,null,5,11820,4813951401,761893,83025800000,849.26,2150370000,20403.09375,614.7200116,329591,1048006594,43229,11774800000,212.84,974379000,14800,74.08820271,null,"10,015",18.72,27,25265138.83,3.01E+12,1,624,81
74,2/23/18,23,2,2,7347626606,185045,1.68E+11,9937.07,7739500000,1850,73.94810594,null,9,11829,2561777240,733084,79358900000,811.59,2334820000,20661,626.4113855,315849,613925198.6,41534,10746100000,194.19,1065680000,15075,71.1694513,null,"9,920",16.49,24,22275181.57,3.01E+12,1,552,72
75,2/24/18,20,2,1,6208455871,154389,1.74E+11,10287.7,6917930000,1812.5,96.10766905,null,5,11834,2506233624,732861,84266700000,861.59,1926580000,20482.125,626.7903093,282272,404042956.8,37171,11659200000,210.64,937312000,14075,56.65057283,null,"9,740",16.49,8,22125683.71,3.01E+12,1,480,24
76,2/25/18,19,2,2,4384695642,144698,1.65E+11,9796.42,5706940000,2137.5,41.44060303,null,5,11839,1579475870,690582,82119100000,839.46,1646960000,20219.15625,548.9540743,282267,363372843.6,36437,11523500000,208.13,1028590000,14050,53.82658916,null,"9,560",16.49,17,21677190.12,3.01E+12,1,361,51
77,2/26/18,21,2,2,6386756347,186333,1.63E+11,9669.43,7287690000,1762.5,46.19035139,null,10,11849,2084869097,737453,82705400000,845.28,2044480000,20335.3125,546.3120018,350653,545217203.1,41920,12302000000,222.14,1297080000,14425,78.24285644,null,"10,330",15.8,27,25564134.55,3.01E+12,1,399,81
78,2/27/18,22,2,2,7116756940,219464,1.76E+11,10393.9,6966180000,2000,50.54578675,null,10,11859,1350335476,694583,85177800000,870.37,2053980000,20412.75,564.3951211,334754,474395879.3,42480,12281600000,221.71,856454000,14450,70.10739479,null,"10,675",18.59,27,21079198.67,3.01E+12,1,418,81
79,2/28/18,21,2,1,9233137527,189068,1.81E+11,10687.2,6936190000,1937.499999,51.29908837,null,12,11871,1378874636,720368,85936400000,877.93,1963980000,20569.125,749.0887785,358558,580126373.7,74744,12039200000,217.28,761322000,14475,75.48160086,null,"10,695",19.85,30,23919658.06,3.01E+12,1,399,90
