date,name,total
11/13/16,7558,5411216
11/15/16,7562,5418778
11/16/16,7565,5426343
11/17/16,7573,5433916
11/18/16,7576,5441492
11/19/16,7583,5449075
11/20/16,7586,5456661
11/21/16,7592,5464253
11/22/16,7593,5471846
11/23/16,7597,5479443
11/24/16,7600,5487043
11/25/16,7605,5494648
11/26/16,7608,5502256
11/27/16,7610,5509866
11/28/16,7614,5517480
11/29/16,7622,5525102
11/30/16,7628,5532730
12/1/16,7633,5540363
12/2/16,7637,5548000
12/3/16,7639,5555639
12/4/16,7644,5563283
12/5/16,7648,5570931
12/6/16,7652,5578583
12/7/16,7656,5586239
12/8/16,7657,5593896
12/9/16,7658,5601554
12/10/16,7660,5609214
12/11/16,7662,5616876
12/12/16,7667,5624543
12/14/16,7668,5632211
12/15/16,7670,5639881
12/16/16,7672,5647553
12/17/16,7681,5655234
12/19/16,7691,5662925
12/20/16,7692,5670617
12/21/16,7694,5678311
12/22/16,7697,5686008
12/23/16,7700,5693708
12/24/16,7703,5701411
12/26/16,7709,5709120
12/27/16,7712,5716832
12/28/16,7717,5724549
12/29/16,7724,5732273
12/30/16,7727,5740000
1/2/17,7730,5747730
1/3/17,7740,5755470
1/4/17,7741,5763211
1/5/17,7744,5770955
1/6/17,7752,5778707
1/7/17,7753,5786460
1/8/17,7757,5794217
1/9/17,7759,5801976
1/10/17,7762,5809738
1/11/17,7763,5817501
1/12/17,7767,5825268
1/13/17,7772,5833040
1/14/17,7774,5840814
1/15/17,7775,5848589
1/16/17,7779,5856368
1/17/17,7783,5864151
1/18/17,7785,5871936
1/19/17,7788,5879724
1/20/17,7790,5887514
1/21/17,7796,5895310
1/22/17,7798,5903108
1/23/17,7802,5910910
1/24/17,7803,5918713
1/25/17,7807,5926520
1/26/17,7809,5934329
1/27/17,7816,5942145
1/28/17,7817,5949962
1/29/17,7822,5957784
1/30/17,7824,5965608
1/31/17,7831,5973439
2/1/17,7836,5981275
2/2/17,7841,5989116
2/3/17,7844,5996960
2/4/17,7848,6004808
2/5/17,7853,6012661
2/6/17,7857,6020518
2/7/17,7862,6028380
2/8/17,7869,6036249
2/9/17,7875,6044124
2/10/17,7880,6052004
2/11/17,7882,6059886
2/12/17,7885,6067771
2/13/17,7888,6075659
2/14/17,7895,6083554
2/15/17,7901,6091455
2/16/17,7904,6099359
2/17/17,7907,6107266
2/18/17,7911,6115177
2/19/17,7913,6123090
2/20/17,7919,6131009
2/21/17,7924,6138933
2/22/17,7929,6146862
2/23/17,7935,6154797
2/24/17,7942,6162739
2/25/17,7947,6170686
2/26/17,7950,6178636
2/27/17,7951,6186587
2/28/17,7952,6194539
3/1/17,7954,6202493
3/2/17,7959,6210452
3/3/17,7970,6218422
3/4/17,7971,6226393
3/5/17,7974,6234367
3/6/17,7986,6242353
3/7/17,7987,6250340
3/8/17,7988,6258328
3/9/17,7991,6266319
3/10/17,7997,6274316
3/11/17,8002,6282318
3/12/17,8006,6290324
3/13/17,8010,6298334
3/14/17,8014,6306348
3/15/17,8016,6314364
3/17/17,8017,6322381
3/18/17,8020,6330401
3/19/17,8024,6338425
3/21/17,8028,6346453
3/22/17,8034,6354487
3/23/17,8035,6362522
3/25/17,8039,6370561
3/26/17,8040,6378601
3/28/17,8041,6386642
3/30/17,8042,6394684
4/1/17,8045,6402729
4/2/17,8046,6410775
4/3/17,8048,6418823
4/4/17,8054,6426877
4/5/17,8055,6434932
4/7/17,8057,6442989
4/8/17,8058,6451047
4/9/17,8059,6459106
4/10/17,8065,6467171
4/11/17,8073,6475244
4/12/17,8074,6483318
4/13/17,8076,6491394
4/14/17,8082,6499476
4/15/17,8088,6507564
4/16/17,8090,6515654
4/17/17,8092,6523746
4/18/17,8097,6531843
4/19/17,8098,6539941
4/20/17,8103,6548044
4/21/17,8108,6556152
4/22/17,8110,6564262
4/23/17,8114,6572376
4/24/17,8117,6580493
4/25/17,8120,6588613
4/26/17,8122,6596735
4/27/17,8127,6604862
4/28/17,8130,6612992
4/29/17,8131,6621123
4/30/17,8137,6629260
5/1/17,8140,6637400
5/2/17,8147,6645547
5/3/17,8153,6653700
5/4/17,8157,6661857
5/5/17,8163,6670020
5/6/17,8169,6678189
5/7/17,8173,6686362
5/8/17,8178,6694540
5/9/17,8184,6702724
5/10/17,8189,6710913
5/11/17,8196,6719109
5/12/17,8212,6727321
5/13/17,8219,6735540
5/14/17,8223,6743763
5/15/17,8232,6751995
5/16/17,8236,6760231
5/17/17,8239,6768470
5/18/17,8242,6776712
5/19/17,8252,6784964
5/20/17,8259,6793223
5/21/17,8263,6801486
5/22/17,8266,6809752
5/23/17,8277,6818029
5/24/17,8284,6826313
5/25/17,8292,6834605
5/26/17,8298,6842903
5/27/17,8300,6851203
5/28/17,8303,6859506
5/29/17,8308,6867814
5/30/17,8315,6876129
5/31/17,8319,6884448
6/1/17,8327,6892775
6/2/17,8338,6901113
6/3/17,8343,6909456
6/4/17,8348,6917804
6/5/17,8355,6926159
6/6/17,8367,6934526
6/7/17,8371,6942897
6/8/17,8375,6951272
6/9/17,8386,6959658
6/10/17,8388,6968046
6/11/17,8392,6976438
6/12/17,8401,6984839
6/13/17,8411,6993250
6/14/17,8419,7001669
6/15/17,8422,7010091
6/16/17,8425,7018516
6/17/17,8431,7026947
6/18/17,8432,7035379
6/19/17,8434,7043813
6/20/17,8442,7052255
6/21/17,8446,7060701
6/22/17,8455,7069156
6/23/17,8458,7077614
6/24/17,8463,7086077
6/25/17,8468,7094545
6/26/17,8473,7103018
6/27/17,8479,7111497
6/28/17,8485,7119982
6/29/17,8492,7128474
6/30/17,8503,7136977
7/1/17,8506,7145483
7/2/17,8508,7153991
7/3/17,8510,7162501
7/4/17,8517,7171018
7/5/17,8523,7179541
7/6/17,8527,7188068
7/7/17,8533,7196601
7/8/17,8535,7205136
7/9/17,8538,7213674
7/10/17,8543,7222217
7/11/17,8548,7230765
7/12/17,8553,7239318
7/13/17,8559,7247877
7/14/17,8565,7256442
7/15/17,8571,7265013
7/16/17,8573,7273586
7/18/17,8574,7282160
7/19/17,8576,7290736
7/20/17,8583,7299319
7/21/17,8589,7307908
7/23/17,8597,7316505
7/24/17,8605,7325110
7/25/17,8608,7333718
7/26/17,8613,7342331
7/27/17,8620,7350951
7/28/17,8626,7359577
7/29/17,8634,7368211
7/30/17,8636,7376847
7/31/17,8649,7385496
8/1/17,8657,7394153
8/2/17,8665,7402818
8/3/17,8674,7411492
8/4/17,8682,7420174
8/5/17,8684,7428858
8/6/17,8689,7437547
8/7/17,8698,7446245
8/8/17,8702,7454947
8/9/17,8711,7463658
8/10/17,8714,7472372
8/11/17,8722,7481094
8/12/17,8734,7489828
8/13/17,8735,7498563
8/14/17,8747,7507310
8/15/17,8753,7516063
8/16/17,8767,7524830
8/17/17,8777,7533607
8/18/17,8783,7542390
8/19/17,8787,7551177
8/20/17,8792,7559969
8/21/17,8802,7568771
8/22/17,8809,7577580
8/23/17,8820,7586400
8/24/17,8841,7595241
8/25/17,8850,7604091
8/26/17,8857,7612948
8/27/17,8864,7621812
8/28/17,8878,7630690
8/29/17,8887,7639577
8/30/17,8892,7648469
8/31/17,8908,7657377
9/1/17,8918,7666295
9/2/17,8923,7675218
9/3/17,8934,7684152
9/4/17,8944,7693096
9/5/17,8954,7702050
9/6/17,8957,7711007
9/7/17,8967,7719974
9/8/17,8975,7728949
9/9/17,8979,7737928
9/10/17,8986,7746914
9/11/17,8993,7755907
9/12/17,9002,7764909
9/13/17,9013,7773922
9/14/17,9044,7782966
9/15/17,9055,7792021
9/16/17,9063,7801084
9/17/17,9068,7810152
9/18/17,9077,7819229
9/19/17,9090,7828319
9/20/17,9100,7837419
9/21/17,9122,7846541
9/22/17,9127,7855668
9/23/17,9135,7864803
9/24/17,9146,7873949
9/25/17,9153,7883102
9/26/17,9162,7892264
9/27/17,9175,7901439
9/28/17,9182,7910621
9/29/17,9191,7919812
9/30/17,9199,7929011
10/1/17,9208,7938219
10/2/17,9249,7947468
10/3/17,9258,7956726
10/4/17,9266,7965992
10/5/17,9290,7975282
10/6/17,9299,7984581
10/7/17,9307,7993888
10/8/17,9311,8003199
10/9/17,9314,8012513
10/10/17,9319,8021832
10/11/17,9340,8031172
10/12/17,9346,8040518
10/13/17,9358,8049876
10/14/17,9365,8059241
10/15/17,9375,8068616
10/16/17,9383,8077999
10/17/17,9401,8087400
10/18/17,9409,8096809
10/19/17,9423,8106232
10/20/17,9437,8115669
10/21/17,9450,8125119
10/22/17,9455,8134574
10/23/17,9469,8144043
10/24/17,9482,8153525
10/25/17,9507,8163032
10/26/17,9521,8172553
10/27/17,9535,8182088
10/28/17,9540,8191628
10/29/17,9546,8201174
10/30/17,9559,8210733
10/31/17,9571,8220304
11/1/17,9582,8229886
11/2/17,9596,8239482
11/3/17,9606,8249088
11/4/17,9608,8258696
11/5/17,9618,8268314
11/6/17,9638,8277952
11/7/17,9656,8287608
11/8/17,9678,8297286
11/9/17,9690,8306976
11/10/17,9700,8316676
11/11/17,9710,8326386
11/12/17,9718,8336104
11/13/17,9723,8345827
11/14/17,9742,8355569
11/15/17,9752,8365321
11/16/17,9762,8375083
11/17/17,9774,8384857
11/18/17,9784,8394641
11/19/17,9790,8404431
11/20/17,9806,8414237
11/21/17,9829,8424066
11/22/17,9835,8433901
11/23/17,9851,8443752
11/24/17,9859,8453611
11/25/17,9867,8463478
11/26/17,9881,8473359
11/27/17,9902,8483261
11/28/17,9926,8493187
11/29/17,9957,8503144
11/30/17,10020,8513164
12/1/17,10040,8523204
12/2/17,10054,8533258
12/3/17,10064,8543322
12/4/17,10081,8553403
12/5/17,10091,8563494
12/6/17,10107,8573601
12/7/17,10124,8583725
12/8/17,10212,8593937
12/9/17,10225,8604162
12/10/17,10241,8614403
12/11/17,10264,8624667
12/12/17,10293,8634960
12/13/17,10321,8645281
12/14/17,10356,8655637
12/15/17,10374,8666011
12/16/17,10394,8676405
12/17/17,10401,8686806
12/18/17,10414,8697220
12/19/17,10433,8707653
12/20/17,10448,8718101
12/21/17,10461,8728562
12/22/17,10476,8739038
12/23/17,10484,8749522
12/24/17,10491,8760013
12/25/17,10495,8770508
12/26/17,10506,8781014
12/27/17,10524,8791538
12/28/17,10542,8802080
12/29/17,10558,8812638
12/30/17,10561,8823199
12/31/17,10566,8833765
1/1/18,10568,8844333
1/2/18,10578,8854911
1/3/18,10591,8865502
1/4/18,10604,8876106
1/5/18,10618,8886724
1/6/18,10627,8897351
1/7/18,10640,8907991
1/8/18,10650,8918641
1/9/18,10661,8929302
1/10/18,10673,8939975
1/11/18,10691,8950666
1/12/18,10715,8961381
1/13/18,10727,8972108
1/14/18,10737,8982845
1/15/18,10751,8993596
1/16/18,10765,9004361
1/17/18,10776,9015137
1/18/18,10782,9025919
1/19/18,10801,9036720
1/20/18,10818,9047538
1/21/18,10826,9058364
1/22/18,10840,9069204
1/23/18,10849,9080053
1/24/18,10860,9090913
1/25/18,10872,9101785
1/26/18,10882,9112667
1/27/18,10889,9123556
1/28/18,10897,9134453
1/29/18,10913,9145366
1/30/18,10924,9156290
1/31/18,10934,9167224
2/1/18,10944,9178168
2/2/18,10952,9189120
2/3/18,10958,9200078
2/4/18,10959,9211037
2/5/18,10976,9222013
2/6/18,10985,9232998
2/7/18,10997,9243995
2/8/18,11002,9254997
2/9/18,11014,9266011
2/10/18,11016,9277027
2/11/18,11018,9288045
2/12/18,11022,9299067
2/13/18,11034,9310101
2/14/18,11038,9321139
2/15/18,11046,9332185
2/16/18,11056,9343241
2/17/18,11058,9354299
2/18/18,11066,9365365
2/19/18,11075,9376440
2/20/18,11084,9387524
2/21/18,11094,9398618
2/22/18,11095,9409713
