Date,Total BTC,Market Cap,Transactions last 24h,Transactions avg. per hour,Bitcoins sent last 24h,Bitcoins sent avg. per hour,Count,Blocks last 24h,Blocks avg. per hour,Difficulty,Next Difficulty,Network Hashrate Terahashs,Network Hashrate PetaFLOPS
2013-11-10,11970550.0,3256588128.0,43322.0,1805.08,578267.63,24094.48,268821.0,128.0,5.33,510929738.0,532080130.0,3808.78,48371.48
2013-11-03,11938475.0,2384686504.0,41369.0,1723.71,734956.36,30623.18,267538.0,216.0,9.0,390928788.0,488062296.0,3493.69,44369.81
2013-10-27,11906050.0,2110942665.0,9983.0,415.96,104817.44,4367.39,266241.0,26.0,1.08,390928788.0,404417708.0,2894.93,36765.67
2013-10-20,11872525.0,1870492569.0,51936.0,2164.0,748602.32,31191.76,264900.0,218.0,9.08,267731249.0,328544847.0,2351.82,29868.06
2013-10-13,11834600.0,1705484679.0,52746.0,2197.75,682164.88,28423.54,263383.0,230.0,9.58,189281249.0,229718335.0,1644.39,20883.73
2013-10-06,11802325.0,1588711322.0,45550.0,1897.92,414107.38,17254.47,262092.0,203.0,8.46,189281249.0,189508867.0,1356.56,17228.28
2013-09-29,11769175.0,1507042859.0,43061.0,1794.21,562972.82,23457.2,260766.0,173.0,7.21,148819200.0,166487141.0,1191.76,15135.37
2013-09-22,11735975.0,1423256896.0,51682.0,2153.42,449042.35,18710.1,259438.0,210.0,8.75,112628549.0,137754243.0,986.08,12523.26
2013-09-15,11704250.0,1474735500.0,46647.0,1943.63,415623.73,17317.66,258169.0,192.0,8.0,112628549.0,116116704.0,831.2,10556.19
2013-09-08,11669225.0,1475682959.0,47549.0,1981.21,436833.11,18201.38,256768.0,151.0,6.29,86933018.0,96990613.0,694.29,8817.43
2013-09-01,11637700.0,1687466500.0,46290.0,1928.75,1092653.67,45527.24,255507.0,222.0,9.25,65750060.0,81658228.0,584.53,7423.56
